CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
615.981346213927,38.0685055863735,5.50443740500355,45582.2567073393,80039.7523672875,Germany,Female,4,0,0,1
646.543781522779,41.9235444527282,4.96893972359988,93236.5140039508,110014.529407449,France,Male,4,0,1,0
568.493479288983,51.7317956382192,5.43210439027925,103938.706142449,109665.360246575,Germany,Female,4,0,0,1
551.201386418879,46.4564226259678,5.87747367339793,56130.8183503326,80708.7671022135,France,Female,4,0,0,1
564.114999108854,50.6541455342114,5.53299744997516,93572.2783410092,103334.107294077,France,Female,4,0,1,0
595.359207899074,31.8590716700664,6.03180768039834,-10880.8760847185,45824.1623008686,Spain,Male,2,1,1,0
611.76846769129,33.2152810370004,5.77713172306309,9897.72364693291,59151.1135199946,Spain,Male,2,1,1,0
628.490559047462,46.0991513328891,4.98831889992466,108558.749625298,117327.412518821,France,Male,2,0,1,0
573.584841185224,29.3508606027134,6.40235843689856,-43226.7896264008,25392.5446278089,Spain,Male,2,1,1,0
584.947714630618,43.1399995335618,5.63468145769553,57730.6860574471,84443.6067741219,Spain,Male,1,1,1,0
675.205729227232,35.2304753786243,4.94110508727605,68481.0728435144,98157.2555359613,Spain,Male,2,1,1,0
641.064545384173,33.080421206027,5.44007614907195,29774.0577394503,73033.4088387265,France,Male,2,0,1,0
595.334281708243,36.5739733464012,5.81513286095515,20865.1708249148,64092.7182729862,France,Female,4,0,1,0
777.418513661294,36.5734911226507,3.68167838055208,150046.343940268,153623.51790022,Spain,Male,3,1,1,1
554.583660180336,40.3056726999251,6.12088433932307,17093.5907347425,58523.9226701279,Spain,Male,2,1,1,0
518.304800133778,42.6730336558859,6.43702341474065,7303.23340448743,49864.0682311178,Spain,Male,1,1,1,0
527.104771557762,58.4673081493483,5.60710504417045,119950.75084551,115429.320189728,Germany,Female,4,0,0,1
770.131773227406,31.415432933212,4.00441667680168,110127.351179485,130041.516239613,Spain,Male,2,1,1,0
790.171649842219,26.9679183071942,3.97427237131237,94382.7891869068,122651.239184703,Germany,Female,3,1,0,1
617.26580325908,43.1471726387643,5.2556810852826,80707.9238528733,100362.551609051,Germany,Male,3,1,1,1
639.549758554707,42.8711171607745,5.00728382227729,94658.1059995383,110249.46538388,France,Female,4,0,1,0
665.701952004381,44.1951283759358,4.63993181088827,122132.169779447,128242.27619407,Germany,Female,3,1,0,1
619.845365320905,41.9509248085773,5.28050447035531,74479.082380515,96992.8067906978,Germany,Female,3,1,0,1
770.957079782999,21.6577126816604,4.44377017611189,44976.2864896676,92614.2899940416,Germany,Female,3,1,0,1
729.456501411009,35.2134594252016,4.30623309087333,106856.067951237,124766.937190128,Germany,Female,3,1,0,1
657.380368618474,39.4050575260415,4.95786156685787,83958.0675245694,105578.207509006,France,Male,2,0,1,0
717.138776976742,35.9354323064923,4.41733636161712,102980.781487178,121509.449983775,Spain,Male,2,1,1,0
643.956655162333,47.5144688975191,4.74197397166794,129066.402105385,130419.777319233,France,Female,4,0,0,1
694.84337153112,39.5384099236488,4.51277192865052,111435.554228824,124516.186628954,France,Male,4,0,1,0
577.474315219132,45.9122751788443,5.59467456062714,71104.9784149649,91517.6424242276,Spain,Male,2,1,1,0
763.123814247433,32.9385125186009,4.01644081102346,115416.177245361,132500.978883851,Spain,Male,2,1,1,0
496.30430076584,52.9679467929174,6.22105900521479,61050.0081322434,78962.0632878669,France,Female,4,0,0,1
752.381673887247,26.1227150609966,4.45595057399164,61877.6684581722,100792.466443484,Germany,Female,4,0,0,1
632.982340782,40.1849438869662,5.20784444902837,71902.250003031,96605.2567646441,Germany,Female,3,1,0,1
543.31105890266,39.9173202817832,6.27083605991668,6479.66483869292,51475.3338265354,France,Female,4,0,1,0
738.443226896527,26.410683418258,4.60601551399479,53928.6811521098,95055.3131168966,Spain,Male,2,1,1,0
545.376761123613,38.1893753302948,6.32614757591554,-3695.72816676459,45791.400754017,Spain,Male,2,1,1,0
595.325207677222,51.4003674546444,5.13296907717206,120742.385555004,121573.766966914,Germany,Female,3,1,0,1
631.163069348365,35.5698848552817,5.44153320332227,39520.4168575296,77817.0041032358,Spain,Male,3,1,1,1
704.183351456466,31.5911357296786,4.769047424313,64522.2069295524,98295.2484877133,Germany,Male,3,1,1,1
637.832645878292,36.5358940116056,5.31893283253785,50760.211123323,84841.9535247767,Spain,Male,2,1,1,0
731.407119747717,33.6931120620421,4.35333996884415,97997.5859187052,119831.32218504,Germany,Female,4,0,0,1
656.032864680916,37.1839122122727,5.07586127096445,68038.4539760236,96303.709332379,Spain,Male,2,1,1,0
631.892506247057,43.5366754620556,5.06637649519489,93709.2550953231,109064.846785871,Germany,Female,3,1,0,1
749.175015150489,30.1579437533171,4.30783273178764,86787.4759751464,114861.275854709,France,Female,4,0,1,0
519.991927903425,54.4220014157464,5.87660001751551,87651.6078277021,96247.2314652173,Germany,Female,3,1,0,1
779.285249782422,28.1600079754673,4.04697135928107,94690.1140874662,121920.305050091,Spain,Male,1,1,1,0
725.381843721501,28.0393947754727,4.68410659217699,55634.375736334,94947.8053877123,France,Female,4,0,1,0
576.229825454643,50.0567566628575,5.41853851599316,98142.9210957885,106974.869739286,Spain,Male,2,1,1,0
630.429027257609,39.3901408424848,5.27433622582671,64736.2414099228,92268.1231820044,France,Female,4,0,0,1
668.374235851373,33.9006148127712,5.08234608061008,54675.1787934291,89641.9501702114,Spain,Male,2,1,1,0
699.476578757589,44.4222891337593,4.2337419853951,147624.817285246,145730.360898915,France,Male,2,0,1,0
699.63880933588,31.3173833472077,4.83489305352719,59453.7254139949,94999.2467949077,Germany,Female,4,0,0,1
692.176855698726,37.8350988662542,4.6223971480546,98068.7209402598,116600.88535176,France,Male,2,0,1,0
641.716477516817,37.5897742433764,5.22492938269654,60615.5627763187,90837.8212219379,France,Female,4,0,0,0
665.431764988305,40.685493621849,4.80460137770965,98296.4868947452,114501.720981614,Spain,Male,1,1,1,0
512.507347247274,37.989079041302,6.72049481400562,-28365.1659868915,28852.5784634551,France,Female,4,0,1,0
526.26497673164,47.4568247337616,6.12361723155384,45178.6200822541,72326.0813289875,Germany,Female,4,0,0,1
624.051603510841,44.3024018668897,5.12301153372483,93304.9291822435,108178.301331498,Spain,Male,1,1,1,0
591.218732313953,39.7225606296656,5.71846528176766,39156.9444388648,74276.894036956,France,Female,4,0,1,0
532.485072379259,61.0986347595561,5.42297773231024,141494.880220158,128277.157566575,France,Female,4,0,0,0
744.622423325544,26.845899857172,4.51358654438122,61244.675061945,99781.1261035862,France,Male,4,0,1,0
696.930468388777,30.2667900471684,4.91497205092603,50454.5000514997,89594.1240579388,Spain,Male,2,1,1,0
643.290399491752,45.9620157711128,4.82122012035562,118135.017643366,124072.936943867,Germany,Male,3,1,0,1
634.163368868201,32.9263144214403,5.52802864500813,23839.6384543025,69042.5209150225,Germany,Female,4,0,0,1
560.68731381819,42.8091221458676,5.93416607682799,38289.4284520183,71231.6293381587,Spain,Male,2,1,1,0
552.071927852244,44.9836987067149,5.9350442864585,46826.8809768991,75426.7148882976,Spain,Male,1,1,1,0
615.240801696604,35.6287055775292,5.62538727084001,28620.2157404674,70215.925255365,France,Female,4,0,1,0
659.84753400427,46.0558121268621,4.62290431224101,130513.804754005,132577.919554088,Germany,Female,3,1,0,1
456.598473732147,55.4785095592764,6.57076201673441,49793.0329747512,69172.3623180038,Spain,Male,2,1,1,0
653.415984635539,33.5208115675401,5.27508906544763,41503.966890205,80814.236963234,Germany,Female,4,0,0,1
754.39830157197,38.0843465556686,3.88188023059496,143892.505487243,148162.196795583,France,Female,4,0,0,1
599.844735670002,39.279553491963,5.63778057972903,42292.4018195405,76800.7419878963,France,Male,4,0,1,0
704.345685706853,37.4306451131499,4.49842710799943,103977.458935462,121016.257993864,France,Female,4,0,0,1
631.531947257368,37.795374948818,5.33480010253602,54774.9888328308,86627.1476657654,Spain,Male,1,1,1,0
628.882560389097,36.436263198284,5.42838551161527,43739.1379012863,80054.8127102927,Spain,Male,2,1,1,0
609.103591824919,31.5240736653125,5.88618074851333,-3386.40503475312,51283.5475432672,Spain,Male,2,1,1,0
736.48325088373,37.2049343733145,4.13225860219981,125257.708898283,135943.490703092,Spain,Male,3,1,1,1
722.893829396636,37.9133317021896,4.25888702724663,120388.726810761,132008.061422805,France,Male,2,0,1,0
691.984938850903,35.9557194740186,4.71112973244302,85271.4052214048,109219.710117002,France,Female,4,0,0,1
630.323840724459,45.3819408826107,4.99984244477654,105027.657826393,115448.057650794,Spain,Male,1,1,1,0
616.947214266471,40.2779767023089,5.39144653425531,61152.4610120274,89081.3326123127,Germany,Female,3,1,0,1
655.488874737391,35.3029357659513,5.16879257961043,54980.5916256626,88743.224010197,France,Female,4,0,1,0
698.429642722683,30.7377972835677,4.87573179572252,54691.2481965832,92157.4921324519,France,Female,4,0,0,0
503.96883242471,45.9408138896685,6.45462330343512,19146.8525941724,55484.900183944,Germany,Male,3,1,0,1
607.869252694237,41.6827098860377,5.43317081795896,64175.3839632819,90064.0963427735,Spain,Male,2,1,1,0
645.9366948316,43.2154221058463,4.91660426803048,101509.026464905,114724.940350778,Germany,Male,3,1,0,1
615.552720208381,36.0507547299779,5.60231098134548,31684.8093983566,72005.6852486235,France,Male,2,0,1,0
728.200335278565,27.1912643261113,4.69011103626171,51920.2744082328,93045.2797877329,France,Male,2,0,1,0
672.130393205101,36.8953614145956,4.90052522563708,77515.3343271986,103100.246752711,France,Female,4,0,1,0
666.300772636256,33.3853630476958,5.13035127734511,49732.9162538918,86624.6516875549,France,Female,4,0,1,0
659.262907661332,47.9864968441011,4.5409095354606,143105.819459734,139776.183736736,Germany,Female,3,1,0,1
