CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
501,44,4,142051.07,74940.5,France,Female,2,0,1,0
528,31,6,102016.72,80181.12,France,Female,2,0,0,0
549,25,5,5.82076609134674e-11,190857.79,France,Female,2,0,0,0
635,35,7,5.82076609134674e-11,65951.65,Spain,Male,3,0,1,0
616,45,3,143129.41,64327.26,Spain,Female,4,0,1,0
587,45,6,0,158684.81,Spain,Male,1,0,0,0
726,24,6,8.73114913702011e-11,54724.03,France,Female,4,1,1,0
636,32,8,4.36557456851006e-11,138555.46,Spain,Male,3,0,1,0
577,25,3,5.82076609134674e-11,124508.29,France,Female,2,0,1,0
574,43,3,141349.43,100187.43,Germany,Male,4,1,1,1
411,29,-8.88178419700125e-16,59697.17,53483.21,France,Male,2,1,1,0
475,45,0,134264.04,27822.99,Germany,Female,3,1,0,1
490,31,3,145260.23,114066.77,Spain,Male,1,0,1,0
804,33,7,76548.6,98453.45,Spain,Male,1,0,1,0
465,51,8,122522.32,181297.65,France,Female,4,0,0,1
776,32,4,109421.13,126517.46,Germany,Female,4,1,1,0
550,38,2,103391.38,90878.13,Spain,Male,4,0,1,1
776,37,2,103769.22,194099.12,Germany,Female,4,1,0,1
585,36,5,146050.97,86424.57,Spain,Female,3,0,0,0
655,41,8,125561.97,164040.94,Germany,Female,4,0,0,1
656,45,5,127864.4,87107.57,France,Male,1,1,0,0
511,66,4,-1.45519152283669e-11,1643.11000000002,Spain,Female,3,0,0,1
614,51,4,40685.92,46775.28,France,Male,1,1,1,0
687,27,9,152328.88,126494.82,France,Female,4,0,0,1
581,34,0.999999999999998,101633.04,110431.51,Germany,Female,4,1,0,1
735,43,10,123180.01,196673.28,Germany,Male,4,1,1,0
661,35,5,150725.53,113656.85,Spain,Female,4,0,1,0
738,58,2,133745.44,28373.86,Germany,Female,4,1,1,1
735,21,1,178718.19,22388,France,Female,2,1,0,0
665,34,0.999999999999998,96645.54,171413.66,France,Female,2,0,0,0
777,32,2,2.91038304567337e-11,136458.19,Germany,Female,3,1,0,1
506,34,4,90307.62,159235.29,France,Male,4,1,1,0
652,75,10,-5.82076609134674e-11,114675.75,Spain,Male,3,0,1,0
647,44,5,1.45519152283669e-11,174205.22,Spain,Female,3,1,0,1
524,36,10,5.82076609134674e-11,109614.57,France,Female,2,1,0,0
730,42,4,2.91038304567337e-11,85982.47,Spain,Male,2,0,1,0
528,36,7,7.27595761418343e-11,60536.56,Spain,Male,3,1,1,0
670,65,1,-2.91038304567337e-11,177655.68,Spain,Male,4,0,1,1
622,46,4,107073.27,30984.59,Spain,Female,3,0,1,1
605,33,5,150092.8,71862.79,Spain,Male,1,0,0,0
479,35,9,92833.89,99449.86,Germany,Female,4,1,0,1
685,30,3,90536.81,63082.88,Spain,Male,4,0,1,1
538,39,7,108055.1,27231.26,Germany,Male,3,1,1,0
721,28,9,154475.54,101300.94,Germany,Female,4,0,1,1
699,34,4,185173.81,120834.48,Germany,Male,3,1,1,0
828,34,8,129433.34,38131.77,France,Female,2,0,0,0
656,39,6,4.36557456851006e-11,141069.88,France,Female,2,1,0,0
684,48,10,126384.42,198129.36,Germany,Male,4,1,1,1
432,42,9,152603.45,110265.24,Germany,Male,1,1,0,1
828,41,7,2.91038304567337e-11,171378.77,France,Female,2,1,0,0
770,24,9,101827.07,167256.35,France,Male,1,1,0,0
795,33,9,130862.43,114935.21,Germany,Male,4,1,1,1
589,50,5,144895.05,34941.23,Germany,Female,4,1,1,0
461,34,5,63663.93,167784.28,Germany,Female,4,0,1,1
637,40,2,133463.1,93165.34,France,Male,1,0,1,0
584,48,2,213146.2,75161.25,Spain,Female,3,0,0,1
756,44,10,137452.09,189543.9,Germany,Male,1,1,0,1
663,34,7,4.36557456851006e-11,180427.24,France,Male,2,1,1,0
682,43,5,125851.93,193318.33,France,Male,4,1,1,0
416,32,0,5.82076609134674e-11,878.870000000039,France,Female,2,0,1,0
539,37,2,127609.59,98646.22,France,Male,1,1,0,0
614,43,6,2.91038304567337e-11,109041.53,France,Female,4,1,1,0
706,57,7,1.45519152283669e-11,17941.16,Spain,Male,3,1,0,1
758,33,7,7.27595761418343e-11,82996.47,France,Female,2,0,0,0
646,73,6,97259.2499999999,104719.66,France,Female,4,0,1,0
631,33,4,123246.7,112687.57,Germany,Female,4,0,0,1
717,22,6,101060.25,84699.56,Spain,Female,1,0,1,0
684,30,2,5.82076609134674e-11,83473.82,France,Male,2,1,0,0
683,29,8.88178419700125e-16,133702.89,55582.54,Spain,Male,3,1,0,1
660,31,9,125189.75,139874.43,Germany,Male,4,1,1,0
667,39,2,2.91038304567337e-11,40721.24,Spain,Female,3,0,0,1
484,29,4,130114.39,164017.89,France,Female,1,1,0,1
480,44,10,129608.57,5472.7,Germany,Female,4,1,0,1
578,30,4,169462.09,112187.11,France,Male,1,1,0,0
