CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
671.891500008187,40.2623931948782,4.83022676002839,60518.7652940793,74850.3762531124,Germany,Female,4,1,0,1
477.675402033024,38.613469217701,5.50095565864888,137371.637287955,120601.813597263,Spain,Female,3,1,0,1
743.217064529065,41.2130215942684,4.41473029586911,45738.8869161397,76505.0034409955,Spain,Female,3,0,0,0
808.363099924384,43.157000920409,4.18447306824987,-5947.72079712281,7285.95363644671,France,Male,2,1,1,0
658.537273084238,41.3396377531698,4.50047401631849,87586.6661590285,102278.422085461,France,Male,1,1,1,0
516.938026159826,34.6971318238867,6.36178667949149,84944.5949160913,90116.6897178788,Spain,Male,2,0,1,0
538.668899935439,30.1379738994289,7.37728264681432,37736.1898278406,65407.4216217862,Spain,Male,2,0,0,0
643.454752577302,32.0949711615248,6.70080249981982,13153.3538254951,58253.3298360141,Spain,Female,2,0,1,0
716.509799365755,29.5157273080176,6.98092974001062,-17750.4989002608,66336.9459358448,France,Female,4,1,1,0
866.502680993258,33.8012913278779,5.08862214555112,28127.7517686952,172698.535356647,Germany,Male,4,1,1,0
748.559934666307,42.8655578722177,3.4960611835749,119534.099667531,182495.474559988,Germany,Male,4,1,1,1
717.950023123872,24.8689172969848,7.56339879896254,1013.11703801295,138442.345955491,Spain,Female,2,0,1,0
491.828675800594,38.9174717429076,5.38007574339834,136787.697708149,123664.31231803,Spain,Male,1,0,1,0
604.81757026696,34.9106461489658,5.69337099336122,103529.067086625,159605.184778201,Spain,Male,4,0,1,0
835.109761106005,48.6730286208015,1.9762731291178,133049.090797842,193426.901833712,Germany,Female,3,0,0,1
660.121399710739,51.2248366643291,2.21115062125107,169010.286165715,145400.022637964,Spain,Male,4,0,1,0
567.147722797227,42.9606473327813,4.49788269980019,115696.31510958,89567.295886979,Spain,Male,4,0,1,1
672.229275845668,33.9438776923615,5.5019400795798,101315.204958344,196601.363945236,France,Female,2,1,0,0
561.561698443792,40.7836315093641,4.89403767989069,113917.353420238,103456.70772718,Spain,Female,4,0,1,0
633.238920535518,36.2825384144126,5.28146891839387,107857.061354371,167783.809328414,Germany,Male,4,0,0,1
612.38879298513,48.2611213650263,3.50763794596557,102739.551209124,43053.7037036445,Germany,Male,4,1,0,1
715.504211536321,38.6671547039604,5.02902974424074,39390.3768186967,75879.5559024425,Germany,Male,4,0,1,1
637.484434168538,45.8594276006329,4.0067505198801,73343.0225604889,29251.6107388375,France,Male,1,1,1,0
676.250741072215,43.7910943603264,4.01977270532919,86346.1937464215,86854.9432275797,Spain,Male,1,0,1,0
679.544503200073,44.5123431919547,3.94006277048892,79907.3365603254,71682.1279211372,Germany,Female,4,1,1,0
