age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
16,6,10,15,10,GP,F,U,LE3,A,4,0,health,teacher,other,mother,1,3,0,yes,yes,no,no,yes,yes,no,no,3,1,2,1,1,2
18,4,7,11,17,GP,F,U,GT3,A,3,3,teacher,teacher,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3
17,12,10,12,11,GP,F,U,GT3,A,4,4,teacher,teacher,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,yes,3,3,2,1,1,3
17,0,10,10,9,GP,F,U,GT3,A,0,0,at_home,at_home,home,mother,1,3,0,yes,yes,no,no,yes,yes,no,yes,1,3,2,1,1,2
18,0,11,14,8,GP,M,U,GT3,A,4,4,teacher,teacher,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,2,3,3
20,2,15,16,13,GP,M,U,LE3,A,4,4,health,health,other,father,1,1,0,yes,no,no,yes,yes,yes,yes,no,5,5,5,3,4,5
15,8,7,10,13,GP,F,U,GT3,T,3,3,services,other,home,other,1,3,3,yes,yes,yes,yes,no,yes,yes,yes,1,3,3,2,3,3
17,0,14,16,12,GP,M,U,LE3,A,4,4,health,health,other,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,5,5,3,5,5
17,12,10,11,8,GP,M,U,LE3,T,4,4,health,health,other,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,5,5,5,5,5
17,4,6,13,10,GP,M,U,LE3,A,4,4,teacher,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,1,4,5
17,12,11,8,11,GP,F,U,GT3,T,3,3,services,other,home,other,1,4,0,yes,yes,yes,yes,no,yes,yes,yes,4,3,3,2,3,3
