age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
18,10,12,13,11,GP,F,U,GT3,T,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,2,2,2
18,0,11,13,11,GP,F,U,LE3,A,0,3,health,other,reputation,mother,1,3,0,yes,yes,no,no,no,yes,yes,no,4,2,2,1,2,2
21,8,10,10,12,GP,F,U,LE3,A,0,3,health,other,reputation,mother,1,3,0,yes,yes,no,no,no,yes,yes,no,4,2,2,2,3,2
17,2,15,9,15,GP,M,U,GT3,T,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,4,2,1,2
15,8,11,0,13,GP,F,U,LE3,A,3,0,at_home,at_home,course,mother,2,4,2,yes,yes,no,no,yes,yes,no,no,2,1,1,1,1,3
16,0,10,10,10,GP,F,U,LE3,A,3,0,services,teacher,reputation,mother,1,4,2,yes,yes,no,yes,yes,yes,no,no,2,1,1,1,1,3
15,0,14,16,8,MS,M,R,GT3,T,4,4,teacher,health,other,father,4,1,3,no,no,yes,yes,no,no,yes,yes,5,5,5,5,5,5
16,2,16,12,10,GP,M,U,GT3,T,4,4,teacher,health,reputation,mother,1,4,3,yes,yes,yes,yes,yes,yes,yes,yes,5,5,5,5,5,5
15,4,11,9,10,GP,F,U,LE3,T,0,3,health,services,home,father,1,3,0,no,no,no,no,no,yes,yes,no,3,2,3,2,3,2
17,2,11,11,7,GP,F,U,GT3,A,4,4,teacher,teacher,reputation,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,2,3,4,5,1,5
17,8,12,15,11,GP,M,U,GT3,T,0,4,health,health,home,father,1,3,0,no,yes,no,yes,no,yes,yes,no,3,4,3,2,4,2
18,12,10,11,14,MS,F,R,LE3,A,0,1,at_home,at_home,course,other,2,3,2,no,no,no,no,no,no,no,no,1,1,2,1,3,3
18,0,12,9,11,MS,M,R,GT3,T,0,4,teacher,health,other,father,3,1,3,no,no,yes,yes,no,no,yes,yes,5,5,5,5,5,5
16,4,12,5,11,GP,M,U,GT3,T,4,4,teacher,health,reputation,father,1,3,0,yes,yes,yes,yes,no,yes,yes,no,3,4,4,2,4,2
15,16,11,11,15,GP,M,R,GT3,T,0,4,health,services,other,father,3,1,3,no,no,yes,no,no,yes,yes,yes,3,4,3,3,4,5
17,0,11,10,12,GP,M,U,GT3,A,4,4,teacher,health,reputation,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,2,4,4,5,5,5
16,2,10,9,13,GP,M,U,GT3,T,4,4,teacher,health,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,4,5,5,5
19,10,11,13,11,MS,M,R,GT3,T,1,0,teacher,teacher,other,other,4,1,3,yes,yes,yes,yes,yes,no,no,yes,5,5,5,5,5,5
15,0,14,12,10,GP,F,U,LE3,A,3,3,services,teacher,reputation,mother,1,3,2,yes,yes,no,no,yes,yes,no,no,2,1,2,1,1,1
17,0,8,12,16,GP,M,U,GT3,T,0,4,health,health,reputation,father,1,3,0,no,yes,no,yes,no,yes,yes,no,3,4,4,2,4,2
16,11,14,12,10,GP,F,U,LE3,A,3,3,services,teacher,reputation,mother,1,3,2,yes,yes,no,yes,yes,yes,yes,no,2,1,2,1,1,1
19,0,15,11,14,GP,F,R,LE3,T,0,1,other,other,other,other,2,3,0,no,no,no,no,no,yes,no,no,3,2,3,2,3,2
18,2,11,0,6,GP,F,U,LE3,A,3,3,services,teacher,reputation,mother,1,3,2,yes,yes,no,no,yes,yes,yes,no,4,1,2,1,1,2
17,2,12,17,11,GP,F,R,LE3,T,0,1,health,other,other,other,3,3,0,no,no,no,no,no,yes,yes,no,3,2,3,2,4,2
18,4,10,15,13,GP,F,U,GT3,T,0,4,health,health,reputation,father,1,3,0,yes,yes,no,yes,no,yes,yes,no,3,2,4,2,3,2
16,4,16,11,11,GP,M,U,GT3,T,0,4,teacher,health,reputation,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,3,4,4,2,4,2
17,0,11,11,13,GP,F,U,LE3,A,0,2,at_home,other,reputation,mother,2,3,2,yes,yes,no,no,no,yes,no,no,4,2,2,1,2,2
16,4,18,11,15,GP,F,U,LE3,A,4,3,teacher,teacher,reputation,mother,1,3,2,yes,yes,no,yes,yes,yes,yes,no,2,1,2,1,1,1
17,4,14,10,10,GP,M,U,GT3,T,0,4,health,health,home,father,1,3,0,no,no,no,no,no,yes,yes,no,3,4,3,2,4,2
17,4,14,11,15,GP,M,U,GT3,T,0,4,health,health,reputation,father,1,3,0,no,yes,no,yes,no,yes,yes,no,3,4,4,2,4,2
18,2,10,12,13,GP,F,U,LE3,T,0,1,health,other,home,father,1,3,0,no,no,no,no,no,yes,yes,no,3,2,3,2,3,2
17,0,13,10,11,GP,F,U,LE3,A,2,2,at_home,at_home,reputation,mother,2,3,2,yes,yes,no,no,yes,yes,no,no,4,1,2,1,1,3
18,0,9,14,17,GP,M,U,GT3,T,4,4,teacher,health,reputation,mother,1,4,3,yes,yes,yes,yes,yes,yes,yes,yes,5,5,5,5,5,5
18,0,11,14,11,GP,F,U,LE3,A,0,2,health,other,reputation,father,1,3,0,no,no,no,no,no,yes,yes,no,3,2,2,2,3,2
17,2,10,9,10,MS,F,R,LE3,A,1,0,at_home,at_home,course,mother,4,4,2,yes,yes,no,yes,yes,no,no,yes,2,1,1,1,1,3
16,10,10,10,13,MS,F,R,LE3,A,1,0,at_home,at_home,course,mother,4,4,2,yes,yes,no,no,yes,no,no,no,2,1,1,1,1,3
15,0,10,10,17,GP,M,U,GT3,T,4,4,teacher,health,reputation,father,1,3,0,yes,yes,yes,yes,no,yes,yes,no,3,4,4,2,4,2
17,6,7,11,12,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,4,2,yes,yes,yes,yes,yes,yes,yes,no,2,1,4,5,1,1
15,0,7,13,13,GP,F,U,LE3,A,4,0,services,teacher,reputation,mother,1,4,2,yes,yes,no,yes,yes,yes,no,no,2,1,1,1,1,1
15,12,10,8,14,MS,M,R,GT3,T,4,4,teacher,teacher,other,father,4,1,3,yes,yes,yes,yes,yes,no,yes,yes,5,5,5,5,5,5
17,0,12,12,11,GP,M,U,GT3,A,4,4,teacher,teacher,reputation,mother,1,4,3,yes,yes,yes,yes,yes,yes,yes,yes,2,5,5,5,5,5
18,4,14,15,16,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,3,2,yes,yes,no,yes,yes,yes,yes,no,2,1,2,1,1,1
19,0,15,11,12,GP,M,U,GT3,T,4,4,teacher,health,reputation,father,1,4,3,yes,yes,yes,yes,yes,yes,yes,yes,5,5,5,5,5,5
