age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
18,4,-3.5527136788005e-15,11,11,GP,F,U,GT3,A,4,4,teacher,teacher,other,mother,2,2,2,yes,no,no,no,yes,yes,no,no,2,1,1,4,1,4
17,2,9,11,11,GP,F,U,GT3,T,1,1,at_home,services,course,father,4,2,2,yes,no,no,no,no,yes,yes,no,5,1,3,1,1,3
15,-1.33226762955019e-15,14,14,14,GP,F,U,GT3,T,0,4,health,health,home,father,1,3,3,no,yes,yes,yes,no,yes,yes,yes,3,2,2,1,1,2
16,-8.88178419700125e-16,13,12,13,GP,M,U,LE3,A,2,0,other,other,home,mother,1,2,0,no,no,no,no,no,no,yes,no,3,4,4,1,3,3
15,0,15,16,17,GP,M,U,LE3,A,3,0,services,health,home,mother,1,2,2,no,yes,yes,no,no,yes,yes,no,1,1,1,3,1,1
15,-8.88178419700125e-16,12,12,13,GP,M,U,GT3,T,4,0,teacher,teacher,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,1,3,1,2,3
16,10,13,13,14,GP,F,U,GT3,T,0,4,health,services,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,2,2,1,2,2,2
17,2,8,8,7,GP,M,U,GT3,T,3,3,services,at_home,home,mother,2,1,3,no,no,yes,yes,no,no,no,no,2,5,5,5,5,5
16,-1.33226762955019e-15,12,13,14,GP,M,U,LE3,A,4,4,teacher,teacher,reputation,mother,4,4,2,no,no,no,yes,yes,no,yes,no,5,5,1,2,3,5
16,2,10,10,10,GP,M,R,LE3,A,2,2,health,other,reputation,father,2,4,2,no,no,no,yes,no,yes,yes,no,5,4,4,2,4,4
15,8,11,12,12,GP,M,U,GT3,A,0,2,other,other,home,mother,4,1,0,no,no,yes,no,no,no,no,no,1,2,2,2,2,5
15,-2.22044604925031e-15,11,11,11,GP,M,R,LE3,A,0,4,health,health,other,mother,3,1,3,no,no,yes,no,yes,no,yes,no,2,2,4,4,4,1
16,2,12,12,13,GP,M,U,GT3,A,3,3,services,health,home,mother,1,2,2,yes,yes,yes,no,yes,yes,yes,no,2,3,3,3,1,5
16,4,12,11,12,GP,M,U,GT3,T,4,4,teacher,teacher,home,mother,4,1,3,yes,yes,yes,yes,no,yes,yes,yes,4,5,5,5,5,5
15,-1.77635683940025e-15,13,14,15,GP,M,R,GT3,T,4,4,teacher,at_home,course,mother,1,3,2,no,yes,yes,yes,yes,yes,no,yes,4,5,5,2,1,3
15,-8.88178419700125e-16,13,12,12,GP,M,U,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,4,2
15,4,11,11,11,MS,M,R,GT3,T,0,3,other,teacher,other,father,4,4,2,yes,no,no,yes,yes,no,no,yes,3,5,1,4,1,2
15,-1.33226762955019e-15,14,14,14,GP,M,U,LE3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,4,3,4
15,8,14,13,12,GP,F,R,GT3,T,0,2,at_home,teacher,reputation,mother,4,4,3,yes,yes,no,yes,yes,yes,no,no,2,2,1,1,1,2
16,14,10,11,11,MS,F,U,LE3,T,0,2,other,at_home,home,father,2,4,2,yes,yes,no,no,yes,no,no,no,2,4,3,2,2,4
15,4,10,11,11,GP,F,U,GT3,A,4,3,health,health,home,other,1,4,2,yes,yes,yes,yes,yes,yes,no,yes,5,2,2,3,1,5
16,6,13,12,13,GP,F,U,LE3,A,3,3,services,at_home,home,other,1,2,2,yes,no,no,no,no,yes,yes,no,2,5,5,3,4,3
15,4.44089209850063e-16,16,14,16,GP,F,U,LE3,A,0,4,health,health,other,mother,1,2,2,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,1,2
15,0,15,14,15,GP,F,U,LE3,A,3,0,services,health,reputation,mother,1,2,2,yes,yes,no,yes,yes,yes,yes,no,1,3,1,4,1,1
16,-4.44089209850063e-16,14,13,13,GP,F,U,GT3,T,4,4,health,health,home,mother,1,3,1,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,4,4,4
15,-1.33226762955019e-15,11,12,12,GP,M,U,LE3,A,4,0,teacher,health,reputation,other,1,4,3,no,yes,yes,yes,no,no,yes,yes,1,5,5,5,5,1
15,-2.22044604925031e-15,11,10,11,GP,F,R,LE3,A,2,2,health,health,reputation,father,3,2,0,yes,yes,no,no,no,yes,no,no,2,1,3,4,3,4
15,6,15,15,15,GP,M,R,LE3,T,1,0,other,at_home,reputation,father,3,4,1,yes,yes,no,yes,no,yes,no,no,4,4,2,2,3,3
16,6,13,11,11,GP,F,U,LE3,A,0,2,at_home,other,home,mother,4,2,2,no,yes,no,no,yes,yes,no,no,1,3,4,2,2,2
16,-2.22044604925031e-15,12,13,12,GP,F,U,LE3,T,0,3,other,at_home,home,father,1,2,3,yes,yes,no,no,no,yes,no,no,3,1,3,2,3,2
15,4,13,13,13,MS,F,U,GT3,T,1,0,at_home,at_home,home,mother,2,4,3,yes,yes,yes,no,no,yes,no,no,3,1,2,4,1,3
16,4,12,13,13,GP,M,U,GT3,T,4,4,health,teacher,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,5,4,4,2,1
16,4,13,14,14,GP,M,U,GT3,T,3,3,services,services,home,father,1,3,2,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,5,1,5
15,8,12,10,11,MS,M,R,LE3,T,4,4,teacher,health,reputation,other,4,4,1,yes,yes,yes,yes,yes,yes,no,yes,1,5,5,5,5,2
15,4,13,14,14,GP,M,U,LE3,A,4,4,teacher,teacher,other,mother,4,1,2,no,no,no,yes,yes,no,yes,no,2,5,1,4,1,5
16,4,11,11,11,GP,F,U,GT3,T,0,3,services,health,reputation,father,1,4,0,yes,yes,no,yes,yes,yes,yes,no,4,1,1,4,1,2
15,4,10,9,10,GP,M,R,GT3,T,2,1,health,health,reputation,father,3,2,0,no,no,yes,yes,no,yes,yes,yes,5,2,2,1,1,2
16,6,16,14,14,GP,M,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,4,4,2,2,5
15,6,14,13,13,GP,M,U,LE3,T,2,2,services,health,reputation,father,1,4,0,no,yes,no,yes,yes,no,yes,no,5,5,5,5,5,2
15,2,9,9,9,GP,M,U,GT3,T,3,3,services,health,other,father,1,1,3,yes,no,no,no,yes,no,yes,no,2,5,5,3,5,5
19,-2.22044604925031e-15,9,10,11,MS,F,R,GT3,A,0,0,at_home,other,course,other,2,1,2,yes,yes,no,no,no,no,no,yes,3,5,3,2,3,5
16,8,14,14,15,GP,M,R,GT3,T,4,4,teacher,teacher,other,mother,4,1,3,yes,no,yes,yes,yes,no,yes,no,2,5,5,4,5,4
18,10,10,9,8,GP,M,U,GT3,T,2,2,at_home,other,home,other,1,4,3,yes,no,yes,yes,no,no,yes,yes,5,5,5,5,3,1
16,12,15,13,14,GP,M,U,LE3,A,0,3,services,teacher,course,other,4,1,3,no,no,no,no,yes,yes,yes,no,2,2,1,4,4,5
16,12,13,11,11,GP,F,U,GT3,A,2,2,other,other,home,other,1,1,2,yes,no,no,no,yes,no,no,no,1,1,4,4,1,5
15,2,12,11,11,MS,F,R,GT3,A,4,4,at_home,teacher,course,mother,4,3,2,yes,yes,no,no,yes,yes,no,yes,4,5,1,5,1,5
17,2,10,9,10,MS,M,R,GT3,T,3,3,health,at_home,other,mother,3,1,2,no,no,yes,yes,yes,yes,no,no,2,5,5,3,4,5
16,8,12,11,11,MS,F,R,GT3,T,0,1,other,at_home,reputation,father,2,3,3,no,no,no,yes,yes,yes,no,yes,3,2,3,4,2,1
15,2,8,9,9,MS,F,R,GT3,T,1,1,other,at_home,other,other,3,1,1,no,no,no,yes,yes,no,no,yes,5,5,5,4,5,1
15,2,11,11,11,GP,F,U,GT3,T,3,3,health,health,home,father,1,2,1,yes,yes,yes,no,no,yes,yes,no,3,1,2,1,2,3
15,6,11,11,11,MS,F,R,LE3,A,1,1,health,at_home,reputation,father,2,2,2,yes,no,no,no,no,no,no,yes,2,4,4,2,4,1
16,16,9,9,8,GP,M,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,1,yes,yes,no,yes,no,no,yes,yes,3,2,1,2,3,5
18,-4.44089209850063e-15,11,9,-3.5527136788005e-15,MS,M,R,LE3,A,1,1,at_home,at_home,course,other,4,1,2,no,no,no,yes,yes,no,no,yes,2,5,5,5,5,4
16,6,9,10,10,MS,M,R,LE3,A,1,1,at_home,other,other,other,4,1,3,no,no,yes,no,yes,no,no,no,1,4,4,3,5,5
15,2,13,13,13,GP,M,R,GT3,T,3,3,services,at_home,reputation,other,3,4,1,no,yes,yes,yes,no,yes,yes,yes,2,2,1,4,3,2
19,6,11,9,11,GP,M,U,GT3,A,3,3,services,at_home,other,mother,1,1,2,no,yes,yes,yes,yes,no,yes,yes,2,5,5,5,5,1
15,-4.88498130835069e-15,7,8,8,GP,M,R,GT3,T,3,3,at_home,at_home,reputation,mother,3,4,3,yes,yes,yes,yes,yes,yes,no,no,5,4,4,3,1,1
18,6,11,10,11,MS,M,R,GT3,T,1,1,at_home,other,other,mother,4,1,3,yes,no,yes,yes,yes,no,no,no,2,5,5,5,5,4
16,-4.88498130835069e-15,10,10,0.999999999999996,MS,M,U,GT3,T,3,3,services,health,other,other,2,1,1,yes,no,yes,yes,yes,no,yes,yes,3,5,5,4,4,1
16,-1.77635683940025e-15,9,8,10,MS,M,R,LE3,A,1,2,health,health,course,other,4,1,2,no,no,yes,no,no,no,no,no,2,5,5,5,5,5
15,2,8,9,10,MS,M,R,LE3,A,0,0,other,at_home,course,father,4,1,2,no,no,no,no,no,no,no,no,3,4,4,2,4,5
16,2,9,8,8,MS,M,U,LE3,T,1,3,at_home,services,course,other,2,1,1,no,no,no,no,yes,no,yes,no,5,3,3,3,4,2
17,-3.5527136788005e-15,8,8,8,MS,M,R,LE3,T,1,1,at_home,services,other,father,4,1,2,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,5
16,-3.10862446895044e-15,9,10,11,GP,M,U,LE3,T,2,2,other,other,home,father,2,1,2,no,no,no,no,no,no,yes,no,5,4,5,2,4,4
16,1.77635683940025e-15,17,17,18,GP,F,U,LE3,A,4,4,health,health,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,3,2,3,1,1,2
16,-4.44089209850063e-16,14,13,13,GP,F,U,GT3,T,1,0,at_home,at_home,home,mother,1,2,2,yes,no,yes,yes,no,no,yes,yes,5,5,2,1,1,3
16,-4.44089209850063e-16,14,14,15,GP,F,U,GT3,A,3,0,services,other,reputation,mother,1,4,2,yes,yes,yes,yes,yes,yes,yes,no,4,4,5,4,1,4
16,8,10,9,11,MS,M,R,LE3,T,0,4,teacher,services,other,mother,3,3,1,no,no,yes,yes,no,yes,yes,yes,5,5,2,3,4,3
17,4.44089209850063e-16,17,18,17,GP,M,U,LE3,T,4,4,health,health,reputation,father,1,4,0,yes,yes,no,yes,no,yes,no,no,5,4,4,2,3,5
17,32,14,13,14,GP,F,U,LE3,A,3,3,other,at_home,reputation,other,1,2,2,no,yes,no,yes,yes,yes,yes,yes,5,3,4,4,3,1
17,6,11,13,14,GP,M,U,GT3,T,3,3,services,services,other,mother,1,2,2,yes,yes,yes,yes,yes,no,yes,yes,4,3,4,4,3,4
16,-2.66453525910038e-15,10,9,11,MS,M,U,GT3,T,0,3,at_home,services,other,father,1,3,3,no,no,no,yes,no,no,yes,yes,3,5,3,5,2,3
16,-4.44089209850063e-16,13,14,16,GP,M,U,LE3,A,2,1,other,other,reputation,father,4,3,0,no,no,no,yes,yes,no,yes,yes,4,2,1,2,2,2
17,10,12,13,14,GP,F,U,LE3,A,3,3,health,health,home,other,1,2,2,yes,yes,yes,yes,no,yes,yes,yes,3,1,2,4,3,3
17,16,10,11,12,MS,M,R,LE3,A,1,0,at_home,services,other,other,4,1,1,no,no,no,yes,no,no,yes,yes,3,1,4,4,5,4
16,-1.33226762955019e-15,13,12,12,GP,M,U,GT3,T,2,3,other,other,home,father,2,4,3,no,no,no,no,yes,no,yes,no,5,1,3,4,1,3
17,8,14,15,16,GP,F,U,LE3,A,4,4,services,health,course,father,1,3,2,no,no,no,yes,no,yes,yes,yes,5,3,1,1,1,5
16,-2.66453525910038e-15,11,10,11,GP,M,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,2,5,1,2,2,3
