age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
19,8,7,6,11,GP,M,U,LE3,A,4,4,teacher,health,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,2,4,5
16,0,12,10,10,GP,F,U,GT3,A,4,4,teacher,health,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,2,5
17,0,15,8,13,GP,F,U,GT3,A,2,0,at_home,at_home,reputation,mother,1,3,0,yes,yes,no,no,yes,yes,no,no,3,3,3,1,1,4
16,8,15,17,13,GP,F,U,LE3,A,3,3,services,other,reputation,mother,1,4,0,yes,yes,no,no,no,yes,yes,no,3,3,3,1,1,3
16,0,12,9,10,MS,M,R,LE3,A,4,4,teacher,health,other,father,4,4,3,no,yes,yes,yes,no,no,yes,yes,1,5,5,5,5,5
16,0,12,10,10,GP,F,U,GT3,A,4,4,teacher,health,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,2,1,2,5
16,4,9,9,17,GP,M,U,GT3,T,4,4,teacher,health,other,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,1,4,4,3,4,5
16,9,11,10,11,GP,F,U,GT3,A,4,4,health,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5
18,5,9,14,14,GP,F,U,GT3,A,4,4,health,teacher,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,3,3,3,1,1,4
15,0,12,13,15,GP,M,U,GT3,T,4,4,teacher,teacher,other,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,3,4,5
17,4,11,13,8,GP,F,U,LE3,A,4,4,health,health,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5
16,4,12,13,10,GP,M,U,LE3,T,4,4,teacher,health,other,father,1,1,3,no,yes,yes,yes,yes,yes,yes,no,1,4,4,3,4,5
17,5,12,14,0,GP,M,U,LE3,A,4,4,teacher,health,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,2,5
19,0,7,9,11,GP,F,U,LE3,A,3,3,services,other,reputation,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3
18,4,9,11,9,MS,F,U,GT3,A,0,0,at_home,at_home,reputation,other,1,3,0,yes,no,no,no,yes,no,no,no,3,1,3,1,1,4
18,0,14,16,13,GP,F,U,LE3,A,4,4,health,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3
17,21,10,9,10,GP,M,U,LE3,A,3,3,services,services,reputation,father,4,4,0,yes,yes,yes,yes,no,yes,yes,no,2,3,5,5,5,3
