age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
18,8,14,16,10,MS,F,R,LE3,A,1,0,at_home,at_home,reputation,other,4,4,2,yes,yes,no,no,no,no,no,yes,1,1,1,1,1,1
16,7,10,9,10,GP,F,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,1
19,4,7,9,10,GP,F,U,LE3,A,0,2,other,other,home,other,1,4,2,yes,yes,no,no,no,yes,no,no,1,1,2,5,1,3
15,6,10,7,10,GP,F,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,5,2,2,1,1,1
15,0,12,18,13,GP,M,U,LE3,A,0,2,other,other,home,father,1,4,3,yes,no,no,yes,no,yes,yes,no,3,1,2,5,1,3
15,6,10,9,9,GP,F,U,LE3,A,0,2,services,other,home,mother,1,4,0,yes,yes,no,yes,no,yes,yes,no,3,1,2,5,1,3
19,4,10,12,10,GP,M,U,GT3,T,4,4,teacher,health,other,father,1,1,3,no,no,yes,yes,yes,yes,yes,no,5,5,5,3,5,5
16,6,8,17,9,GP,M,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,4,1,2,1
16,2,10,10,14,GP,F,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,5,2,2,1,2,2
17,8,13,8,11,GP,F,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,1
17,1,14,15,18,GP,F,U,LE3,A,2,2,other,other,home,mother,1,4,2,yes,yes,no,no,no,yes,no,no,1,1,2,5,1,3
16,4,12,13,15,GP,M,U,GT3,T,4,4,teacher,health,other,father,1,1,3,no,no,yes,yes,yes,yes,yes,no,5,5,5,4,5,5
20,0,9,13,17,GP,M,U,LE3,A,3,2,services,other,home,father,1,4,0,yes,yes,no,yes,no,yes,yes,no,3,1,2,5,5,3
18,0,14,9,10,MS,F,R,GT3,A,0,2,other,other,home,other,4,4,2,yes,no,no,no,no,no,no,yes,1,1,1,5,1,3
16,2,10,9,18,GP,M,U,LE3,A,4,4,teacher,health,reputation,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,4,1,1,1
16,4,8,12,15,GP,M,U,LE3,A,4,4,teacher,health,reputation,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,1
15,0,7,12,11,GP,M,U,LE3,A,4,4,teacher,health,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,1
