age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
16.7089321740615,3.59254587976015,12.4158042045668,12.5950985693441,13.0364957153675,MS,F,R,GT3,A,0,0,at_home,at_home,other,father,2,3,1,yes,no,no,no,no,yes,no,no,3,1,2,1,2,3
16.778333036969,3.71870646415356,11.7383255961804,11.8487720075102,12.1977068381766,GP,F,U,LE3,A,4,0,teacher,teacher,home,mother,1,3,0,yes,yes,yes,no,yes,yes,no,no,1,1,1,1,2,1
16.5503656080176,3.3042951318695,13.9637021989068,14.3002998463803,14.9529541903748,GP,F,U,GT3,T,4,4,teacher,teacher,home,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,2,2,2,2,2,5
16.7651137305591,3.69467570499462,11.8673700624196,11.9909304633194,12.3574772893828,GP,F,U,GT3,T,2,3,health,services,reputation,father,1,4,0,yes,yes,yes,yes,no,yes,yes,yes,3,3,3,1,1,3
16.6958919373633,3.56884064305927,12.54310062483,12.7353313360953,13.1941019041109,GP,M,U,GT3,T,4,4,teacher,teacher,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,2,4,4,2,4,2
16.5191351018795,3.24752265469541,14.2685687229125,14.6361480663284,15.3304106092172,GP,F,U,LE3,A,3,3,other,at_home,reputation,other,1,4,2,yes,yes,no,yes,yes,no,yes,yes,1,3,3,5,1,1
17.1597713708684,4.41210538022906,8.01479391647098,7.74684087345445,7.58758790874393,GP,M,R,GT3,T,0,4,services,services,other,father,4,4,3,no,no,yes,yes,yes,no,yes,no,5,5,5,5,5,2
16.7598797857458,3.68516116139,11.9184628802888,12.0472155277077,12.4207355041848,GP,M,U,GT3,T,0,3,teacher,health,other,father,1,4,0,no,no,yes,yes,yes,yes,yes,no,3,4,4,3,4,3
16.6421244162193,3.47109917984502,13.0679693926661,13.3135392648239,13.8439439493,GP,M,U,LE3,A,4,4,teacher,health,reputation,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,4,4,2,4,5
16.7594484913347,3.68437713144179,11.9226730979317,12.051853603684,12.4259481908817,GP,M,U,GT3,T,4,4,teacher,teacher,other,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,2,2,1,3,5,5
16.6620644737287,3.50734727825229,12.8733181758562,13.0991068508699,13.602945527253,GP,M,U,LE3,A,4,4,teacher,health,home,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,2,5,5,5,5,5
16.8559853395135,3.85986695493247,10.9802979339604,11.0137106905675,11.2591898668622,GP,F,U,LE3,A,0,0,services,health,home,mother,4,4,0,yes,no,no,no,yes,yes,no,no,3,1,1,1,1,3
16.7768354735989,3.71598411370964,11.7529445375808,11.8648765813491,12.2158066058906,GP,M,U,LE3,A,0,0,services,health,home,mother,1,1,0,yes,no,no,no,yes,yes,no,no,3,1,1,3,4,3
16.4599252934742,3.13988791187985,14.8465641097231,15.272881543156,16.0460289261986,GP,M,U,GT3,T,4,4,teacher,health,reputation,father,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,2,3,5,5,5,5
16.5516841016759,3.30669195985537,13.9508313034824,14.2861209615995,14.9370186851237,GP,M,U,GT3,T,4,4,teacher,teacher,reputation,father,1,4,0,yes,yes,yes,yes,yes,yes,yes,yes,5,5,5,5,5,1
16.6650927256364,3.51285219583339,12.8437569311929,13.0665414800671,13.5663456362563,GP,F,U,GT3,T,4,4,teacher,teacher,course,other,1,3,2,yes,yes,yes,yes,yes,yes,yes,yes,1,3,4,4,2,1
16.8672757881422,3.88039133369929,10.8700826267644,10.8922948845734,11.1227318700669,GP,M,U,LE3,A,0,4,teacher,teacher,home,other,2,2,2,no,yes,yes,yes,yes,yes,yes,yes,2,4,4,3,4,5
16.9403291204214,4.01319157142108,10.156949276299,10.1066902101327,10.2397987192343,GP,M,U,LE3,A,3,3,services,health,reputation,mother,4,4,0,yes,no,no,no,yes,yes,no,no,5,1,1,5,5,3
16.9002560823498,3.94034466880745,10.5481349896915,10.5376297038683,10.7241272592765,MS,F,U,LE3,A,3,0,other,at_home,home,other,2,3,2,yes,no,no,no,no,no,no,no,4,1,4,1,2,4
16.8585822970101,3.86458784256536,10.9549469069399,10.9857833957409,11.2278026625624,GP,F,U,LE3,A,4,4,health,health,reputation,mother,1,4,2,yes,yes,yes,yes,yes,yes,yes,yes,1,3,1,5,1,1
16.2989847218969,2.84732157030783,16.417636714546,17.0036125227533,17.991179975799,GP,M,U,GT3,T,3,3,health,health,reputation,father,1,4,0,yes,yes,yes,yes,no,yes,yes,no,5,5,5,1,3,3
16.6238502347078,3.43787939953951,13.2463586307985,13.5100570959634,14.0648083528454,GP,F,U,GT3,A,3,3,health,other,reputation,other,2,3,0,yes,no,no,no,no,yes,yes,no,4,4,3,1,3,2
16.9743649265039,4.07506367222475,9.82469792416743,9.74067421164743,9.82843703910198,MS,M,U,LE3,T,0,4,teacher,health,other,mother,4,1,1,no,no,yes,yes,yes,no,yes,no,2,1,1,3,5,5
16.6943504917418,3.56603852112188,12.5581479367919,12.7519078131417,13.2127320390687,GP,M,U,GT3,T,4,4,teacher,teacher,other,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,2,4,4,2,4,5
16.6674667311697,3.51716778951476,12.82058232071,13.041011777506,13.5376530616633,GP,M,U,LE3,A,0,0,services,other,home,mother,1,1,2,no,no,no,no,yes,no,yes,no,2,4,4,3,4,5
16.7201787404388,3.6129904870335,12.3060172679324,12.4741546665576,12.900568085816,GP,F,U,LE3,A,3,3,services,other,reputation,other,1,4,2,yes,yes,no,yes,yes,yes,yes,yes,5,3,5,5,1,1
16.4204325906151,3.06809597352005,15.2320846962615,15.6975801982952,16.5233434508396,GP,F,U,GT3,A,4,4,teacher,teacher,reputation,father,1,3,0,yes,yes,yes,no,yes,yes,yes,no,2,3,2,1,1,1
16.4204325906151,3.06809597352005,15.2320846962615,15.6975801982952,16.5233434508396,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,yes,2,3,4,5,2,1
16.9587277323092,4.04663754789098,9.97734537145108,9.90883427322525,10.0174304321451,GP,F,U,GT3,A,3,3,health,health,reputation,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,3,1,1,1,3
16.7565885520547,3.67917818151854,11.950591305318,12.0826089655113,12.4605138310907,GP,F,R,GT3,T,0,1,health,other,reputation,other,2,3,2,no,no,no,no,no,yes,yes,yes,4,4,4,4,4,2
16.8459733547231,3.84166663581268,11.0780331095602,11.1213780865158,11.3801961646089,GP,M,U,GT3,T,3,3,health,services,reputation,father,1,4,0,yes,no,no,yes,no,yes,yes,no,4,4,4,2,4,2
16.7847908062851,3.73044574111153,11.6752860259756,11.7793261163661,12.119657303245,GP,F,U,LE3,A,4,0,teacher,health,home,mother,1,1,0,yes,yes,no,no,yes,yes,no,no,1,1,1,3,2,1
16.7904560455095,3.74074431466436,11.6199829904635,11.7184029760015,12.0511864017461,GP,F,R,GT3,T,2,3,health,services,reputation,father,3,4,3,yes,no,yes,yes,no,yes,yes,yes,3,2,3,1,3,3
16.9700181809379,4.06716192665779,9.86713006425515,9.78741846723115,9.88097243534978,GP,F,U,GT3,T,3,3,health,services,reputation,father,1,4,0,yes,no,no,no,no,yes,yes,no,3,3,2,1,1,3
16.4642720390403,3.14778965744682,14.8041319696354,15.2261372875722,15.9934935299508,GP,F,U,GT3,A,4,3,health,teacher,reputation,other,1,4,2,yes,yes,yes,yes,yes,yes,yes,yes,5,3,3,1,1,2
