age,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health
16.7462856806287,4.20220029088025,10.2590063782029,10.4561135645301,10.5465558012964,MS,F,R,GT3,T,2,0,at_home,at_home,course,other,2,3,1,yes,yes,no,no,no,yes,no,yes,3,3,2,1,1,2
16.6374525224456,3.27518031914637,11.9094675615714,12.219403630485,12.501359194807,GP,M,U,LE3,A,4,4,teacher,health,home,father,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,4,5,5,3
16.6496521961359,3.37909480025113,11.7244587994274,12.0217472931591,12.2822351343851,GP,F,U,LE3,A,4,4,teacher,health,reputation,mother,1,4,0,yes,yes,yes,no,yes,yes,no,no,1,1,1,3,1,1
16.5145937239632,2.22869263287722,13.7726283970709,14.2099339292996,14.7080836913243,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,2,1,1,1,1
16.6476292695579,3.36186389957296,11.7551365988178,12.054522289297,12.3185698673423,GP,F,R,GT3,T,2,0,services,services,reputation,father,4,3,0,yes,yes,no,yes,no,yes,yes,no,5,3,2,1,1,3
16.6033925149064,2.9850637062197,12.425989559895,12.7712361229234,13.1131269633073,GP,M,U,GT3,T,4,4,teacher,teacher,other,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,4,3,4,4
16.6064435678094,3.01105198978259,12.3797201648973,12.7218036579983,13.0583255712669,GP,M,U,GT3,T,4,4,teacher,teacher,home,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,4,3,4,5
16.5946230738973,2.910367289318,12.5589786436171,12.9133166108323,13.2706390058681,GP,F,U,GT3,T,4,4,teacher,teacher,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,1,3,4
16.5425199507707,2.4665628777355,13.3491255408351,13.7574795566496,14.2064876350986,GP,F,U,GT3,A,2,0,services,health,reputation,mother,4,4,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,3
16.8984241138838,5.49808629152839,7.95181817583857,7.99120128515492,7.81392605338297,GP,M,R,LE3,T,3,3,services,services,other,father,4,1,2,no,no,yes,yes,no,no,yes,no,5,5,5,5,5,5
16.6549371543987,3.42411106129841,11.6443120995241,11.936121601878,12.1873095205455,GP,M,U,LE3,A,3,4,teacher,health,home,father,1,4,0,no,yes,yes,no,no,yes,yes,no,3,1,4,3,4,5
16.6445210506368,3.33538868682982,11.8022729198102,12.1048809450406,12.3743980450432,GP,M,U,LE3,A,4,4,teacher,health,other,father,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,1,4,3,4,5
16.682541367446,3.65923845469679,11.2256926007178,11.4888844229014,11.6914973044799,MS,M,U,LE3,A,4,4,teacher,health,other,father,2,1,2,no,no,yes,no,yes,no,yes,no,2,4,4,3,4,5
16.6216688033103,3.14073762621259,12.1488285816579,12.4751278566276,12.7848579762713,GP,M,U,LE3,A,3,4,services,health,reputation,father,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,1,2,5,5,3
16.5884321271475,2.85763399206937,12.6528647116994,13.0136209214391,13.3818375038032,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,2,2,1,4,1,1
16.7347016565908,4.10352979545954,10.4346787775052,10.6437952862656,10.754621889589,GP,M,U,LE3,A,0,4,teacher,teacher,home,other,1,2,2,no,no,yes,yes,no,yes,yes,no,2,4,4,4,4,5
16.4686815475863,1.83762151854335,14.4688892262066,14.9537925645101,15.5327338226197,GP,F,U,GT3,T,4,4,teacher,teacher,reputation,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,4,5,3,4
16.7657106112269,4.36765812482331,9.96442617417932,10.1413952587524,10.1976555131291,MS,F,R,GT3,T,0,0,at_home,at_home,course,other,3,2,1,no,no,no,no,no,no,no,yes,1,2,1,2,2,2
16.6168596715713,3.09977436425119,12.2217593446111,12.5530443148357,12.8712370467693,GP,M,U,LE3,A,3,3,health,health,home,other,1,4,2,no,no,no,no,no,yes,yes,no,2,1,2,3,4,1
16.4686243815682,1.8371345893631,14.4697561522012,14.9547187553286,15.5337606082802,GP,F,U,LE3,A,4,0,health,health,reputation,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,3
16.4621715030294,1.7821702073637,14.5676144311207,15.0592668251826,15.6496637859148,GP,F,U,LE3,A,4,4,teacher,teacher,reputation,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,2,2,1,3,1,1
16.5272375492517,2.33639031212526,13.5808840500691,14.0050815488387,14.4809820157547,GP,F,U,GT3,A,2,0,other,health,reputation,mother,1,4,0,yes,yes,no,no,yes,yes,yes,yes,1,3,1,1,1,3
16.4252364493855,1.46756450303095,15.127736671094,15.6576801604477,16.3130716058102,GP,F,U,GT3,T,4,4,teacher,teacher,reputation,father,1,4,0,yes,yes,yes,no,yes,yes,yes,no,4,1,2,1,2,3
16.6251023038717,3.1699835255917,12.0967593456439,12.4194990617607,12.7231872624833,GP,F,U,LE3,A,2,0,health,health,reputation,father,1,4,0,yes,yes,no,no,yes,yes,no,no,1,1,1,1,1,3
16.6033353488883,2.98457677703945,12.4268564858896,12.7721623137419,13.1141537489678,GP,M,U,LE3,T,4,4,teacher,teacher,home,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,4,4,4,4,5
16.4252364493855,1.46756450303095,15.127736671094,15.6576801604477,16.3130716058102,GP,F,U,GT3,T,4,4,teacher,teacher,other,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,4,3,2,4
16.5551637760592,2.57426055698355,13.1573811938333,13.5526271761887,13.979385959529,GP,M,U,LE3,A,3,3,services,other,home,other,4,4,2,no,no,no,no,no,no,yes,no,5,1,2,2,5,3
16.7056584625146,3.85614543759367,10.8751205074352,11.1143465084595,11.2762803187522,GP,M,U,GT3,T,3,3,services,services,home,father,1,3,0,yes,yes,yes,yes,no,yes,yes,no,4,4,4,2,3,3
16.682541367446,3.65923845469679,11.2256926007178,11.4888844229014,11.6914973044799,GP,M,U,GT3,T,4,4,teacher,teacher,home,father,1,3,0,yes,yes,yes,yes,no,yes,yes,no,4,4,4,4,3,4
16.6619485165718,3.4838324998016,11.5379843837575,11.8225251072521,12.0613751564422,GP,F,U,LE3,A,4,0,teacher,teacher,reputation,other,1,3,0,yes,yes,no,yes,yes,yes,yes,yes,1,3,1,4,1,1
16.7245249094785,4.01684621503295,10.5890097402587,10.8086766274537,10.9374112170536,GP,F,U,GT3,A,4,4,teacher,teacher,reputation,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,3,2,4,1,2,2
16.7870667115064,4.5495652917928,9.64055966945003,9.79538858120112,9.81406858065902,GP,F,U,GT3,A,3,3,services,other,home,other,1,4,0,yes,yes,no,no,no,yes,yes,no,5,3,2,1,3,3
16.5937425765028,2.9028673813543,12.5723314378938,12.9275822292776,13.286454032497,GP,M,U,GT3,T,3,3,services,services,home,father,4,4,0,yes,yes,yes,no,no,yes,yes,no,5,1,5,5,5,3
16.6112272084559,3.05179812350634,12.3071759758464,12.6443002006706,12.9724043582356,GP,F,U,GT3,T,0,3,services,services,home,other,1,3,1,no,yes,no,yes,no,yes,yes,yes,3,4,2,2,3,2
16.6602476037539,3.46934445058335,11.5637788257184,11.8500829097165,12.0919260492393,GP,M,U,GT3,T,4,4,teacher,teacher,home,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,4,4,2,4,5
16.7134931560641,3.92287985488032,10.7563069233866,10.9874105862067,11.1355577136805,GP,M,U,LE3,A,3,3,services,other,home,father,1,4,0,yes,yes,no,no,no,yes,yes,no,5,1,2,2,1,3
16.7389523046954,4.13973600091715,10.370217451399,10.5749272528295,10.6782740055598,GP,F,U,GT3,T,3,3,services,other,home,other,1,3,0,yes,yes,no,yes,no,yes,yes,yes,4,3,2,2,3,4
16.5810987512143,2.79516970210626,12.7640757848956,13.1324346097385,13.5135557080667,MS,F,R,GT3,A,2,2,at_home,at_home,other,father,4,4,0,yes,yes,no,no,no,yes,no,no,1,1,1,1,2,3
16.6011331184542,2.96581860049766,12.460253438703,12.8078423501598,13.1537090425731,GP,F,U,GT3,T,4,0,teacher,teacher,reputation,mother,4,3,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,1,5,1,4
16.611284374474,3.05228505268659,12.3063090498518,12.6433740098521,12.9713775725751,GP,M,U,GT3,T,4,4,teacher,teacher,home,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,4,5,5,4
16.7140516396985,3.9276369113841,10.7478374865395,10.9783621614347,11.1255265272117,GP,M,U,LE3,A,4,4,services,health,other,mother,4,4,3,yes,no,yes,yes,yes,no,yes,no,5,5,5,5,5,4
16.543078434405,2.47131993423929,13.340656103988,13.7484311318777,14.1964564486299,GP,M,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,2,5,1,5,5,4
