X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
8,6,89.3,51.3000000000003,102.200000000001,9.60000000000001,11.4,99,1.8,2.77555756156289e-16,-5.50670620214078e-14,jan,sun
8,6,92.3,85.2999999999999,488,14.7,22.2,29,5.4,0,8.88178419700125e-15,jan,sun
8,6,92.3,88.9,495.6,8.5,24.1,27,3.1,1.38777878078145e-17,0,nov,tue
7,5,92.5,88,698.6,7.1,17.8,51,7.2,-1.87350135405495e-16,1.24344978758018e-14,jan,mon
6,5,90.9,126.5,686.5,7,21.3,42,2.2,-9.71445146547012e-17,-2.30926389122033e-14,may,fri
6,5,92.9,133.3,699.6,9.2,26.4,21,4.5,-1.66533453693773e-16,1.59872115546023e-14,nov,tue
5,5,91.7,35.8,80.8000000000002,7.8,15.1,27,5.4,1.59594559789866e-16,1.77635683940025e-14,may,mon
6,4,91,129.5,692.6,7,18.3,40,2.7,-1.73472347597681e-16,-1.77635683940025e-14,nov,tue
7,4,93.5,139.4,594.2,20.3,23.7,32,5.8,-3.46944695195361e-17,1.77635683940025e-15,jan,sun
7,4,92.4,117.9,668,12.2,19,34,5.8,-1.59594559789866e-16,7.105427357601e-15,may,fri
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,-7.63278329429795e-17,3.5527136788005e-15,jan,mon
6,3,94.3,85.0999999999999,692.3,15.9,25.4,24,3.6,5.55111512312578e-17,5.32907051820075e-15,may,fri
7,4,90,41.5000000000001,682.600000000001,8.7,11.3,60,5.4,-1.66533453693773e-16,-5.32907051820075e-15,may,fri
4,4,88.1,25.7000000000001,67.6000000000002,3.8,14.1,43,2.7,1.80411241501588e-16,-7.105427357601e-15,nov,tue
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,-3.12250225675825e-16,1.59872115546023e-14,jan,sun
4,4,92.5,88,698.6,7.1,19.6,48,2.7,-1.11022302462516e-16,-1.77635683940025e-14,jan,mon
4,4,90.1,82.9000000000001,735.7,6.20000000000001,12.9,74,4.9,-3.53883589099269e-16,-1.95399252334028e-14,nov,tue
5,6,94.3,85.0999999999999,692.3,15.9,25.9,24,4,-2.77555756156289e-17,7.105427357601e-15,nov,tue
6,6,94.2,62.3,442.9,11,23,36,3.1,8.32667268468867e-17,-5.32907051820075e-15,jan,sun
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,-9.0205620750794e-17,-3.5527136788005e-15,jan,sun
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,-1.94289029309402e-16,1.77635683940025e-15,nov,wed
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,-1.73472347597681e-16,-8.88178419700125e-15,nov,tue
4,3,92.9,137,706.4,9.2,27.7,24,2.2,-6.24500451351651e-17,0,may,fri
4,3,90.3,80.7000000000001,730.2,6.3,17.8,63,4.9,-2.4980018054066e-16,-5.32907051820075e-15,nov,tue
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,-1.17961196366423e-16,-1.95399252334028e-14,jan,sun
2,2,84,9.30000000000013,34.0000000000001,2.1,13.9,40,5.4,7.63278329429795e-17,2.48689957516035e-14,may,mon
2,2,86.6,13.2000000000001,43.0000000000003,5.3,12.3,51,0.900000000000003,3.12250225675825e-16,-2.30926389122033e-14,may,fri
2,2,93,75.3,466.6,7.7,18.8,35,4.9,-1.80411241501588e-16,1.06581410364015e-14,nov,tue
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,-9.71445146547012e-17,-1.77635683940025e-15,jan,sun
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,-3.40005801291454e-16,1.77635683940025e-15,nov,tue
4,5,91.7,33.3,77.5000000000002,9,17.2,26,4.5,1.52655665885959e-16,1.59872115546023e-14,may,fri
4,5,91.2,48.3,97.8000000000001,12.5,15.8,27,7.6,9.71445146547012e-17,2.48689957516035e-14,may,fri
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,-8.32667268468867e-17,-2.48689957516035e-14,may,fri
9,9,84.2,6.80000000000024,26.6000000000006,7.70000000000001,6.70000000000001,79,3.1,2.91433543964104e-16,-4.61852778244065e-14,may,mon
1,2,90.1,108,529.8,12.5,14.7,66,2.7,-9.0205620750794e-17,-4.2632564145606e-14,may,fri
0.999999999999998,2,90.2,99.6,631.2,6.3,17.9,44,2.2,-1.80411241501588e-16,-1.77635683940025e-14,jan,sun
1,2,92.9,137,706.4,9.19999999999999,21.5,15,0.900000000000003,-2.63677968348475e-16,-1.24344978758018e-14,may,fri
6,5,91.7,35.8000000000001,80.8000000000001,7.8,17.4,25,4.9,2.28983498828939e-16,1.95399252334028e-14,may,mon
6,5,90.2,96.9000000000001,624.2,8.9,14.7,59,5.8,-2.77555756156289e-16,-8.88178419700125e-15,jan,sun
8,6,92.3,85.3,488,14.7,20.8,32,6.3,-6.24500451351651e-17,1.95399252334028e-14,jan,sun
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,-1.2490009027033e-16,-1.4210854715202e-14,jan,sun
4,4,89.7,90.0000000000001,704.4,4.8,17.8,64,1.3,-1.31838984174237e-16,-3.90798504668055e-14,jan,sun
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,-4.5102810375397e-16,-4.79616346638068e-14,jan,sun
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,-2.70616862252382e-16,-1.77635683940025e-15,jan,sun
2,4,94.8,108.3,647.1,17,20.1,40,4,-1.66533453693773e-16,-1.4210854715202e-14,nov,tue
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,-2.28983498828939e-16,1.06581410364015e-14,jan,mon
3,4,91.7,33.3,77.5000000000001,9,18.8,18,4.5,1.59594559789866e-16,2.30926389122033e-14,may,fri
3,4,91.8,78.4999999999999,724.3,9.2,18.9,35,2.7,-1.80411241501588e-16,-8.88178419700125e-15,may,fri
3,4,91.7,35.8,80.8000000000001,7.8,15.2,27,4.9,1.52655665885959e-16,1.77635683940025e-14,may,mon
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,-2.77555756156289e-16,-5.86197757002083e-14,nov,tue
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,-2.4980018054066e-16,-3.5527136788005e-15,nov,tue
2,5,92.6,46.5,691.8,8.8,15.4,35,0.900000000000002,-6.93889390390723e-18,-2.8421709430404e-14,jan,sun
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,-2.28983498828939e-16,-2.1316282072803e-14,jan,sun
3,6,90.9,126.5,686.5,7,15.6,66,3.1,-3.40005801291454e-16,-3.37507799486048e-14,may,fri
9,9,85.8,48.3000000000001,313.4,3.90000000000001,18,42,2.7,9.0205620750794e-17,0.359999999999989,nov,tue
1,4,91,129.5,692.6,7,21.7,38,2.2,-2.91433543964104e-16,0.429999999999982,nov,tue
8,6,90.1,108,529.8,12.5,21.2,51,8.9,-2.42861286636753e-16,0.610000000000023,may,fri
0.999999999999997,2,90,51.3000000000001,296.3,8.7,16.6,53,5.4,-1.04083408558608e-16,0.710000000000008,jan,sun
2,5,95.5,99.8999999999999,513.3,13.2,23.8,32,5.4,-1.2490009027033e-16,0.77000000000001,nov,wed
9,9,90.1,68.6,355.2,7.20000000000001,24.8,29,2.2,2.15105711021124e-16,1.36,jan,sun
3,4,90.1,51.2,424.1,6.2,24.6,43,1.8,5.55111512312578e-17,1.43,jan,sun
5,4,94.3,85.0999999999999,692.3,15.9,20.1,47,4.9,-7.63278329429795e-17,1.45999999999999,may,fri
7,4,94.8,108.3,647.1,17,16.4,47,1.3,1.59594559789866e-16,1.55999999999995,jan,sun
2,2,92.1,111.2,654.1,9.6,18.4,45,3.6,-2.0122792321331e-16,1.62999999999999,nov,wed
2,4,92.1,111.2,654.1,9.6,20.5,35,4,-2.56739074444567e-16,1.64,nov,wed
6,3,90.6,50.1000000000001,100.4,7.8,15.2,31,8.5,1.59594559789866e-16,1.94000000000004,may,mon
6,5,84.9,18.2000000000003,55.0000000000005,3,5.30000000000002,70,4.5,9.0205620750794e-17,2.13999999999998,may,fri
6,5,91.2,48.3,97.8000000000002,12.5,14.6,26,9.4,9.0205620750794e-17,2.53000000000004,may,fri
5,4,92.9,133.3,699.6,9.2,21.9,35,1.8,-9.0205620750794e-17,2.56999999999999,nov,tue
8,6,85.6,90.4,609.6,6.6,17.4,50,4,-1.31838984174237e-16,2.68999999999999,nov,wed
7,4,91.4,142.4,601.4,10.6,20.1,39,5.4,-1.31838984174237e-16,2.74,jan,sun
4,4,90.9,126.5,686.5,7,17.7,39,2.2,-1.59594559789866e-16,3.06999999999998,may,fri
6,5,81.5,9.10000000000019,55.2000000000007,2.7,5.80000000000002,54,5.8,4.16333634234434e-17,4.61000000000001,jan,sun
8,6,88.8,147.3,614.5,9.00000000000001,14.4,66,5.4,-2.56739074444567e-16,5.22999999999998,nov,tue
1,3,92.4,124.1,680.7,8.5,23.9,32,6.7,-3.40005801291454e-16,5.33000000000003,jan,sun
8,6,84.9,32.8,664.2,3.00000000000001,19.1,32,4,-1.38777878078145e-17,5.44000000000002,jan,sun
2,5,91,129.5,692.6,7,17.6,46,3.1,-2.56739074444567e-16,7.03999999999999,nov,tue
8,6,89.3,51.3000000000001,102.2,9.6,11.5,39,5.8,2.42861286636753e-16,7.19000000000001,jan,sun
7,4,90.7,44.0000000000002,92.4000000000002,5.5,11.5,60,4,3.12250225675825e-16,8.23999999999999,jan,sun
2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,-2.08166817117217e-17,8.68,nov,tue
2,2,94.8,108.3,647.1,17,24.6,22,4.5,4.85722573273506e-17,8.71000000000002,nov,tue
3,4,91,129.5,692.6,7,13.9,59,6.3,-3.12250225675825e-16,11.24,nov,tue
2,4,63.5,70.8,665.300000000001,0.800000000000006,22.6,38,3.6,-3.40005801291454e-16,11.32,may,fri
6,5,90.1,37.6000000000001,83.7000000000002,7.2,12.4,54,3.6,3.88578058618805e-16,12.1,jan,sun
8,6,91.4,37.9,673.8,5.2,20.2,37,2.7,1.17961196366423e-16,13.7,nov,wed
5,6,90.6,50.1000000000001,100.4,7.8,15.1,64,4,2.77555756156289e-16,13.99,may,mon
6,5,92.4,117.9,668,12.2,19.6,33,6.3,2.77555756156289e-17,19.23,may,fri
8,3,93.7,80.8999999999999,685.2,17.9,23.2,26,4.9,3.7470027081099e-16,23.41,may,fri
4,4,90.6,43.7,686.9,6.7,18.4,25,3.1,2.4980018054066e-16,24.23,jan,sun
7,4,94.3,85.0999999999999,692.3,15.9,20.1,47,4.9,3.7470027081099e-16,26.13,may,fri
7,3,87.6,52.2000000000001,103.8,5,11,46,5.8,4.92661467177413e-16,27.35,may,fri
4,4,91.7,35.8000000000001,80.8000000000002,7.8,17,27,4.9,5.13478148889135e-16,28.66,may,mon
6,5,90.1,39.7,86.6000000000001,6.2,15.2,27,3.1,6.66133814775094e-16,31.86,may,fri
8,6,90.2,99.6000000000001,631.2,6.3,16.2,59,3.1,3.7470027081099e-16,32.07,jan,sun
3,4,93.3,141.2,713.9,13.9,18.6,49,3.6,2.15105711021124e-16,35.88,may,fri
7,4,90.1,82.9,735.7,6.2,15.4,57,4.5,3.05311331771918e-16,37.71,nov,tue
4,4,93.5,149.3,728.6,8.1,22.9,39,4.9,3.12250225675825e-16,48.5500000000001,jan,sun
4,6,93.5,149.3,728.6,8.1,28.3,26,3.1,5.48172618408671e-16,64.1000000000001,jan,sun
4,4,92.9,133.3,699.6,9.2,26.4,21,4.5,9.64506252643105e-16,88.4900000000001,nov,tue
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,2.28983498828939e-15,196.48,jan,sun
2,2,92.5,121.1,674.4,8.59999999999999,18.2,46,1.80000000000001,2.48412401759879e-15,200.94,jan,mon
6,5,92.5,121.099999999999,674.4,8.59999999999995,25.1000000000001,26.9999999999997,4.00000000000003,1.34059430223488e-14,1090.84,jan,mon
6,3,88,17.2000000000002,43.5000000000002,3.8,15.2,51,2.7,2.98372437868011e-16,-8.88178419700125e-15,jan,sun
4,4,83,23.3,85.3000000000003,2.3,16.7,20,3.1,9.0205620750794e-17,1.95399252334028e-14,jan,sat
7,4,91.8,175.1,700.7,13.8,21.9,73,7.6,1,4.08562073062058e-14,jan,sun
2,4,91.8,175.1,700.7,13.8,22.4,54,7.6,-3.2612801348364e-16,2.87,jan,sun
2,4,92.2,91.6000000000001,503.6,9.6,20.7,70,2.2,-1.11022302462516e-16,0.749999999999966,nov,wed
8,5,93.1,157.3,666.7,13.5,26.8,25,3.1,-2.77555756156289e-17,0.679999999999993,nov,wed
7,4,91.9,109.2,565.5,8,21.4,38,2.7,5.55111512312578e-17,1.51999999999999,nov,tue
4,3,94.2,117.2,581.1,11,21.4,44,2.7,-4.16333634234434e-17,0.679999999999982,jan,sun
7,4,91.8,170.9,692.3,13.7,23.7,40,1.8,-5.55111512312578e-17,1.37999999999997,jan,sun
2,2,92.1,152.6,658.2,14.3,23.7,24,3.1,-1.59594559789866e-16,-5.32907051820075e-15,nov,tue
4,6,84.4,27.2000000000001,353.500000000001,6.8,4.80000000000002,57,8.5,-2.56739074444567e-16,8.98000000000002,nov,tue
3,4,85.4,25.4,349.7,2.6,4.60000000000001,21,8.5,-2.35922392732846e-16,10.7300000000001,nov,tue
4,4,85.4,25.4000000000001,349.7,2.6,4.60000000000001,21,8.5,-2.28983498828939e-16,9.77000000000005,nov,tue
6,3,84.9,27.5000000000001,353.5,3.4,4.20000000000001,51,4,-4.16333634234434e-17,-1.24344978758018e-14,jan,sun
2,5,93.9,169.7,411.8,12.3,23.4,40,6.3,-2.70616862252382e-16,3.5527136788005e-15,jan,sun
7,4,91.6,104.2,474.9,9,22.1,49,2.7,6.93889390390723e-17,-1.77635683940025e-14,jan,sun
2,5,91.6,104.2,474.9,9,18.7,53,1.8,-1.11022302462516e-16,-2.8421709430404e-14,jan,sun
7,6,93.1,180.4,430.8,11,26.9,28,5.4,9.0205620750794e-16,86.4500000000001,nov,tue
6,4,90.4,89.5000000000001,290.8,6.4,14.3,46,1.8,1.52655665885959e-16,0.899999999999974,jan,sun
3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,-6.93889390390723e-17,1.77635683940025e-15,may,mon
2,4,92.4,105.8,758.1,9.9,16,45,1.8,-2.08166817117217e-16,-3.01980662698043e-14,jan,sun
2,4,92.4,105.8,758.1,9.9,24.9,27,2.2,-2.22044604925031e-16,-5.32907051820075e-15,jan,sun
4,5,92.4,96.1999999999999,739.4,8.6,18.6,24,5.8,-3.53883589099269e-16,1.95399252334028e-14,may,fri
6,5,88.1,53.3000000000001,726.9,5.4,13.7,56,1.8,-9.0205620750794e-17,4.41999999999998,may,fri
4,4,91.2,124.4,795.3,8.5,17.1,41,2.2,-1.59594559789866e-16,11.22,jan,mon
0.999999999999998,4,92.1,87.7,721.1,9.5,18.1,54,3.1,-2.4980018054066e-16,2.12999999999998,may,fri
6,3,91.6,108.4,764,6.2,23,34,2.2,5.62050406216486e-16,56.04,may,fri
8,6,91.6,108.4,764,6.2,22.7,35,2.2,-2.08166817117217e-17,7.48,may,fri
2,4,91.6,108.4,764,6.2,20.4,41,1.8,-2.63677968348475e-16,1.46999999999998,may,fri
8,6,91.9,111.7,770.3,6.5,15.7,51,2.2,-1.80411241501588e-16,-3.01980662698043e-14,may,fri
8,6,91.5,130.1,807.1,7.5,15.9,51,4.5,-3.33066907387547e-16,2.17999999999999,may,fri
3,4,92.1,99,745.3,9.6,17.4,57,4.5,-2.77555756156289e-16,-1.59872115546023e-14,may,fri
5,4,92.1,99.0000000000001,745.3,9.6,10.1,75,3.6,-1.66533453693773e-16,3.70999999999996,may,fri
7,4,92.1,99,745.3,9.6,18.7,50,2.2,2.08166817117217e-17,5.96999999999998,may,fri
4,4,92.1,98.9999999999999,745.3,9.6,20.8,35,4.9,-6.93889390390723e-17,13.06,may,fri
6,3,92.5,122,789.7,10.2,19.7,39,2.7,-1.11022302462516e-16,-1.95399252334028e-14,may,fri
4,5,91.1,132.3,812.1,12.5,16.4,27,3.6,-2.84494650060196e-16,-1.59872115546023e-14,nov,tue
8,6,92.1,207,672.6,8.2,21.1,54,2.2,-1.94289029309402e-16,-4.2632564145606e-14,nov,tue
2,4,91.6,181.3,613,7.6,20.9,50,2.2,-6.93889390390723e-17,16,jan,sun
3,4,90.5,96.7,750.5,11.4,20.6,55,5.4,-6.93889390390723e-18,24.59,jan,sun
1,3,91,276.3,825.099999999999,7.09999999999999,21.9,43,4,1.94289029309402e-16,70.7600000000001,jan,sun
4,5,85,9.00000000000016,56.9000000000004,3.5,10.1,62,1.8,8.46545056276682e-16,51.78,jan,sun
9,5,93.3,49.5,297.7,14,28,34,4.5,3.33066907387547e-16,1.77635683940025e-14,jan,sun
3,4,91.1,88.2,731.7,8.3,22.8,46,4,-1.59594559789866e-16,4.95000000000001,may,fri
9,9,94.8,227,706.7,12,25,36,4,-4.5102810375397e-16,-1.77635683940025e-14,may,fri
8,6,90.7,194.1,643,6.8,21.3,41,3.6,-2.0122792321331e-16,-2.1316282072803e-14,nov,tue
1,4,92.3,96.2,450.2,12.1,23.4,31,5.4,-1.52655665885959e-16,1.4210854715202e-14,nov,tue
6,3,84.1,7.30000000000014,52.8000000000004,2.7,14.7,42,2.7,2.84494650060196e-16,1.77635683940025e-15,may,fri
7,4,84.6,3.20000000000016,43.6000000000005,3.3,8.20000000000001,53,9.4,-6.93889390390723e-17,4.62000000000004,may,fri
9,4,92.3,92.1,442.1,9.8,22.8,27,4.5,1.17961196366423e-16,1.63000000000001,jan,sun
7,5,93.7,231.1,715.099999999999,8.4,26.4,33,3.6,-2.70616862252382e-16,-1.4210854715202e-14,jan,sun
5,4,93.6,235.1,723.1,10.1,24.1,50,4,-3.12250225675825e-16,-2.30926389122033e-14,jan,sun
8,6,94.8,222.399999999999,698.599999999999,13.9,27.5,26.9999999999999,4.90000000000002,8.27810042736132e-15,746.280000000001,nov,tue
2,5,91.6,181.3,613,7.6,24.8,36,4,-2.98372437868011e-16,3.05,jan,sun
2,4,95.2,217.7,689.999999999999,18,30.8,19,4.5,-3.2612801348364e-16,0,nov,wed
0.999999999999998,3,91.2,94.3,744.4,8.4,22.3,48,4,-2.77555756156289e-16,0.720000000000002,jan,mon
8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,-2.08166817117217e-16,4.95999999999999,jan,sun
2,4,92.1,207,672.6,8.2,27.9,33,2.2,-2.77555756156289e-16,2.34999999999998,nov,tue
7,4,89.7,287.2,849.3,6.8,19.4,45,3.6,-4.37150315946155e-16,-3.37507799486048e-14,may,fri
1,4,90.6,269.8,811.2,5.5,22.2,45,3.6,-6.24500451351651e-16,-2.30926389122033e-14,may,fri
