X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
8,6,89.3,51.3,102.200000000001,9.60000000000001,11.4,99,1.8,-1.14491749414469e-16,5.32907051820075e-15,apr,sun
8,6,92.3,88.8999999999999,495.6,8.5,24.1,27,3.1,-1.80411241501588e-16,-4.44089209850063e-14,apr,mon
8,6,91.5,145.4,608.2,10.7,8,86,2.2,1.73472347597681e-16,1.24344978758018e-14,apr,mon
6,5,63.5,70.8000000000001,665.3,0.800000000000004,17,72,6.7,4.33680868994202e-16,-1.77635683940025e-15,may,fri
6,5,92.9,133.3,699.6,9.2,26.4,21,4.5,-5.55111512312578e-17,-3.5527136788005e-14,dec,mon
5,5,91.7,35.8,80.8000000000003,7.8,15.1,27,5.4,-1.73472347597681e-16,3.5527136788005e-15,may,fri
6,4,86.3,27.4,97.1000000000005,5.1,9.30000000000001,44,4.5,-2.08166817117217e-17,2.8421709430404e-14,apr,sun
5,4,91.8,78.5,724.3,9.2,19.1,38,2.7,6.93889390390723e-17,0,dec,mon
7,4,90.9,126.5,686.5,7,19.4,48,1.3,1.2490009027033e-16,-1.06581410364015e-14,dec,mon
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,2.77555756156289e-17,7.105427357601e-15,apr,mon
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,2.08166817117217e-17,1.24344978758018e-14,apr,mon
4,4,88.1,25.7,67.6000000000005,3.80000000000001,14.1,43,2.7,-4.16333634234434e-17,1.06581410364015e-14,may,fri
4,4,94.8,108.3,647.1,17,16.6,54,5.4,-2.08166817117217e-17,5.32907051820075e-14,jan,wed
4,4,92.5,88,698.6,7.1,19.6,48,2.7,6.93889390390723e-18,-3.5527136788005e-15,may,fri
4,4,90.1,82.9,735.7,6.2,12.9,74,4.9,0,2.1316282072803e-14,dec,mon
5,6,94.3,85.1,692.3,15.9,25.9,24,4,-9.36750677027476e-17,-1.95399252334028e-14,dec,mon
4,4,87.2,23.9,64.7000000000006,4.10000000000001,11.8,35,1.8,5.20417042793042e-17,1.24344978758018e-14,dec,mon
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,6.93889390390723e-18,2.8421709430404e-14,jan,wed
