X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
8,6,92.3,85.3,488,14.7,22.2,29,5.4,-2.77555756156289e-16,1.77635683940025e-15,jan,wed
7,5,92.5,88,698.6,7.1,22.8,40,4,-8.67361737988404e-17,3.19744231092045e-14,jan,sat
7,5,92.5,88,698.6,7.1,17.8,51,7.2,3.46944695195361e-18,1.4210854715202e-14,jan,sat
6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,-3.81639164714898e-17,2.1316282072803e-14,dec,mon
8,5,84.9,32.8000000000001,664.2,3,16.7,47,4.9,-1.28369537222284e-16,3.19744231092045e-14,dec,mon
6,4,89.2,27.9,70.8000000000002,6.3,15.9,35,4,-4.85722573273506e-17,-1.4210854715202e-14,dec,wed
6,4,86.3,27.4,97.1000000000002,5.1,9.30000000000001,44,4.5,3.46944695195361e-18,-1.95399252334028e-14,apr,wed
6,4,91,129.5,692.6,7,18.3,40,2.7,2.77555756156289e-17,1.77635683940025e-14,jul,sat
5,4,91.8,78.5,724.3,9.2,19.1,38,2.7,-8.67361737988404e-17,3.5527136788005e-15,dec,mon
7,4,94.3,96.3,199.999999999999,56.1,21,44,4.5,-3.7470027081099e-16,-1.24344978758018e-13,dec,wed
7,4,90.2,110.9,537.4,6.2,19.5,43,5.8,6.59194920871187e-17,1.59872115546023e-14,jan,sat
7,4,93.5,139.4,594.2,20.3,23.7,32,5.8,-9.71445146547012e-17,-1.4210854715202e-14,jan,sat
7,4,92.4,117.9,668,12.2,19,34,5.8,-1.04083408558608e-17,1.77635683940025e-15,dec,mon
6,3,93.4,145.4,721.4,8.09999999999999,30.2,24,2.7,6.93889390390723e-18,3.19744231092045e-14,jan,sat
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,1.2490009027033e-16,1.4210854715202e-14,apr,wed
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,-8.67361737988404e-17,3.5527136788005e-15,jul,sat
4,4,94.8,108.3,647.1,17,16.6,54,5.4,6.93889390390723e-17,-2.66453525910038e-14,jan,sat
5,6,94.3,85.1,692.3,15.9,25.9,24,4,-3.08780778723872e-16,1.59872115546023e-14,dec,wed
4,4,87.6,52.2,103.8,5.00000000000001,11,46,5.8,8.32667268468867e-17,-7.105427357601e-15,feb,mon
4,4,92.9,137,706.4,9.2,20.8,17,1.3,-7.97972798949331e-17,3.01980662698043e-14,dec,wed
4,3,92.9,137,706.4,9.2,27.7,24,2.2,-5.55111512312578e-17,2.8421709430404e-14,dec,wed
4,3,90.3,80.7000000000001,730.2,6.3,17.8,63,4.9,1.52655665885959e-16,3.5527136788005e-15,jul,sat
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,1.73472347597681e-16,-4.08562073062058e-14,jul,sat
2,2,89.3,51.3,102.2,9.60000000000001,5.5,59,6.3,2.18575157973078e-16,-5.50670620214078e-14,jul,sat
2,2,93,75.3,466.6,7.7,18.8,35,4.9,2.04697370165263e-16,-1.4210854715202e-14,jan,wed
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,2.22044604925031e-16,-1.77635683940025e-15,jan,wed
2,2,92.4,117.9,668,12.2,19.6,33,6.3,1.11022302462516e-16,-1.06581410364015e-14,dec,mon
5,4,88.8,147.3,614.5,9,17.3,43,4.5,8.67361737988404e-17,2.30926389122033e-14,jan,sat
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,-1.14491749414469e-16,1.59872115546023e-14,dec,mon
9,8.99999999999999,84.2,6.80000000000005,26.6000000000004,7.70000000000001,6.70000000000001,79,3.1,-3.29597460435593e-16,2.1316282072803e-14,dec,mon
1,2,91,121.2,561.6,7,21.6,19,6.7,1.80411241501588e-16,2.8421709430404e-14,jan,sat
1,2,94.8,108.3,647.1,17,18.6,51,4.5,1.21430643318377e-16,-3.5527136788005e-14,jan,sat
1.00000000000001,2,92.1,111.2,654.1,9.6,16.6,47,0.900000000000002,1.59594559789866e-16,-5.32907051820075e-15,apr,wed
6,5,91.7,35.8,80.8000000000003,7.8,17.4,25,4.9,-9.0205620750794e-17,-3.5527136788005e-15,jul,sat
8,6,91.7,35.8,80.8000000000003,7.8,17.4,24,5.4,-2.08166817117217e-16,0,feb,mon
3,4,83.9,8.00000000000001,30.2000000000003,2.60000000000001,12.7,48,1.8,-7.97972798949331e-17,-1.77635683940025e-15,feb,mon
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,2.28983498828939e-16,-1.4210854715202e-14,jan,wed
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,1.38777878078145e-17,3.5527136788005e-14,jan,sat
3,4,91.7,35.8,80.8000000000004,7.8,15.2,27,4.9,1.04083408558608e-17,-1.4210854715202e-14,jul,sat
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,1.42247325030098e-16,-8.88178419700125e-15,dec,mon
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,-1.38777878078145e-16,1.24344978758018e-14,dec,wed
3,5,87.6,52.2,103.8,5.00000000000001,9.00000000000001,49,2.2,-3.12250225675825e-17,8.88178419700125e-15,feb,mon
4,6,68.2,21.5000000000001,87.2000000000002,0.800000000000006,15.4,40,2.7,-3.08780778723872e-16,8.17124146124115e-14,feb,mon
4,6,87.2,23.9,64.7000000000003,4.10000000000001,14,39,3.1,-1.56125112837913e-16,2.66453525910038e-14,feb,mon
5,4,90.1,39.7,86.6000000000003,6.2,13.2,40,5.4,4.16333634234434e-17,0.949999999999982,feb,mon
6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,-7.28583859910259e-17,1.19000000000001,dec,wed
9,9,90.1,68.5999999999999,355.2,7.2,24.8,29,2.2,-5.16947595841089e-16,1.36000000000008,jan,sat
5,4,94.3,85.1,692.3,15.9,20.1,47,4.9,-3.81639164714898e-17,1.45999999999998,dec,mon
1,5,93.4,145.4,721.4,8.1,29.6,27,2.7,-9.71445146547012e-17,1.46000000000006,jan,sat
6,4,95.2,131.7,578.8,10.4,20.3,41,4,7.28583859910259e-17,1.9,jan,wed
6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,-1.2490009027033e-16,2.29000000000001,apr,wed
6,5,96,127.1,570.5,16.5,23.4,33,4.5,-9.71445146547012e-17,2.50999999999999,apr,wed
6,5,91.2,48.3,97.8000000000002,12.5,14.6,26,9.4,-4.85722573273506e-17,2.52999999999997,feb,mon
6,5,81.5,9.10000000000001,55.2000000000005,2.70000000000001,5.80000000000001,54,5.8,-4.85722573273506e-17,4.61,apr,wed
1,3,92.4,124.1,680.7,8.5,23.9,32,6.7,1.00613961606655e-16,5.33000000000002,apr,wed
5,4,86.8,15.6,48.3000000000002,3.90000000000001,12.4,53,2.2,2.08166817117217e-17,6.37999999999997,dec,mon
7,4,91.7,48.5,696.1,11.1,16.8,45,4.5,-9.0205620750794e-17,6.82999999999998,dec,mon
2,5,91,129.5,692.6,7,17.6,46,3.1,-1.04083408558608e-17,7.04000000000004,jul,sat
6,4,90.8,41.9,89.4000000000002,7.9,13.3,42,0.9,-4.85722573273506e-17,7.39999999999997,jul,sat
6,5,91.2,48.3,97.8000000000002,12.5,11.7,33,4,-9.71445146547012e-17,8.30999999999996,feb,mon
2,2,94.8,108.3,647.1,17,24.6,22,4.5,2.08166817117217e-17,10.01,jan,sat
2,5,93.9,135.7,586.7,15.1,23.5,36,5.4,-3.46944695195361e-17,10.02,jul,sat
4,5,92.9,137,706.4,9.2,21.5,15,0.9,-1.70002900645727e-16,11.06,dec,wed
3,4,91,129.5,692.6,7,13.9,59,6.3,1.49186218934005e-16,11.24,jul,sat
2,4,63.5,70.8000000000001,665.3,0.800000000000004,22.6,38,3.6,-1.80411241501588e-16,11.3200000000001,dec,mon
6,5,90.1,37.6,83.7000000000003,7.2,12.4,54,3.6,-4.85722573273506e-17,12.1,jul,sat
2,2,93.5,139.4,594.2,20.3,22.9,31,7.2,1.6306400674182e-16,15.45,jan,sat
7,5,91,129.5,692.6,7,20.7,37,2.2,-8.67361737988404e-17,17.2,jul,sat
6,5,92.4,117.9,668,12.2,19.6,33,6.3,-1.17961196366423e-16,19.23,dec,mon
8,3,93.7,80.9,685.2,17.9,23.2,26,4.9,-1.07552855510562e-16,23.4099999999999,dec,wed
1,3,88.6,91.8000000000001,709.9,7.1,12.4,73,6.3,2.39391839684799e-16,30.32,dec,mon
8,6,90.2,99.6,631.2,6.3,16.2,59,3.1,-1.31838984174237e-16,32.07,jan,wed
4,3,87.6,52.2,103.8,5,11,46,5.8,1.45716771982052e-16,36.8499999999999,feb,mon
7,5,91.7,48.5,696.1,11.1,16.1,44,4,-2.08166817117217e-16,49.3699999999999,dec,mon
4,6,93.5,149.3,728.6,8.1,28.3,26,3.1,-2.39391839684799e-16,64.1,apr,wed
1,5,93.5,149.3,728.6,8.1,27.8,27,3.1,-1.80411241501588e-16,95.18,apr,wed
4,5,92.5,121.1,674.4,8.6,17.7,25,3.1,-2.39391839684799e-16,154.88,jan,sat
7,5,81.9,3.00000000000003,7.90000000000032,3.50000000000001,13.4,75,1.8,2.08166817117217e-17,-1.24344978758018e-14,apr,wed
2,4,94.2,122.3,589.9,12.9,15.4,66,4,1.21430643318377e-16,10.13,jan,wed
3,4,93.1,157.3,666.7,13.5,21.7,40,0.4,-3.81639164714898e-17,2.47000000000001,apr,wed
8,5,93.1,157.3,666.7,13.5,24,36,3.1,-7.63278329429795e-17,0.240000000000013,apr,wed
6,5,93.1,157.3,666.7,13.5,22.1,37,3.6,-6.59194920871187e-17,0.210000000000024,apr,wed
2,4,93.6,97.9,542,14.4,28.3,32,4,-5.55111512312578e-17,8.85,dec,mon
3,4,91.6,112.4,573,8.9,11.2,84,7.6,3.81639164714898e-16,3.29999999999998,jul,sat
