X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
7,5,86.2,26.2,94.2999999999999,5.1,8.2,51,6.7,-1.21430643318377e-17,2.1316282072803e-14,jun,fri
7,4,90.6,35.4,669.1,6.7,18,33,0.899999999999999,-1.40512601554121e-16,-4.08562073062058e-14,apr,wed
8,6,92.3,85.3,488,14.7,22.2,29,5.4,-3.46944695195361e-17,3.19744231092045e-14,apr,wed
6,5,63.5,70.8000000000001,665.300000000001,0.799999999999999,17,72,6.7,1.45716771982052e-16,-1.22568621918617e-13,mar,fri
6,5,92.9,133.3,699.6,9.2,26.4,21,4.5,-9.19403442267708e-17,-1.4210854715202e-14,may,wed
6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,7.28583859910259e-17,-5.32907051820075e-15,jun,fri
8,5,84.9,32.8,664.2,3,16.7,47,4.9,-3.46944695195361e-17,-3.37507799486048e-14,apr,wed
6,4,91,129.5,692.6,7,18.3,40,2.7,-2.77555756156289e-17,-4.79616346638068e-14,dec,mon
7,4,92.4,117.9,668,12.2,19,34,5.8,3.6429192995513e-17,1.77635683940025e-15,jun,fri
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,-5.20417042793042e-18,-4.44089209850063e-14,may,sat
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,2.53269627492614e-16,1.24344978758018e-14,dec,mon
7,4,90,41.5,682.6,8.7,11.3,60,5.4,1.16226472890446e-16,1.24344978758018e-14,may,sat
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,4.33680868994202e-17,2.30926389122033e-14,apr,wed
4,4,94.8,108.3,647.1,17,16.6,54,5.4,1.42247325030098e-16,4.44089209850063e-14,dec,thu
4,4,92.5,88,698.6,7.1,19.6,48,2.7,-6.93889390390723e-18,-7.105427357601e-15,may,fri
4,4,87.2,23.9,64.6999999999998,4.1,11.8,35,1.8,-1.6306400674182e-16,-2.30926389122033e-14,feb,fri
4,4,87.6,52.2,103.8,5,11,46,5.8,-3.29597460435593e-17,2.1316282072803e-14,feb,fri
4,3,92.9,137,706.4,9.2,27.7,24,2.2,-1.38777878078145e-16,-4.61852778244065e-14,dec,thu
2,2,93,75.3,466.6,7.7,18.8,35,4.9,-3.6429192995513e-17,1.77635683940025e-14,dec,thu
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,-8.15320033709099e-17,-3.5527136788005e-14,apr,wed
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,1.56125112837913e-17,-7.105427357601e-15,dec,thu
2,2,92.4,117.9,668,12.2,19.6,33,5.4,1.56125112837913e-17,1.24344978758018e-14,jun,fri
2,2,92.4,117.9,668,12.2,19.6,33,6.3,3.12250225675825e-17,2.1316282072803e-14,jun,fri
4,5,91.2,48.3,97.7999999999998,12.5,15.8,27,7.6,-7.11236625150491e-17,8.17124146124115e-14,jun,fri
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,-8.15320033709099e-17,-5.32907051820075e-14,jun,fri
9,9.00000000000001,86.6,13.2000000000001,42.9999999999997,5.3,15.7,43,3.1,-1.6306400674182e-16,1.4210854715202e-14,feb,fri
