X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
8,6,89.3,51.2999999999999,102.2,9.60000000000001,11.4,99,1.8,1.6306400674182e-16,-1.06581410364015e-14,feb,fri
8,6,92.3,85.3,488,14.7,22.2,29,5.4,-8.67361737988404e-17,1.06581410364015e-14,apr,sun
8,6,91.5,145.4,608.2,10.7,8,86,2.2,-2.15105711021124e-16,-4.2632564145606e-14,apr,mon
7,5,92.8,73.2000000000001,713,22.6,19.3,38,4,-2.91433543964104e-16,3.37507799486048e-14,feb,mon
6,4,86.3,27.4,97.1,5.1,9.3,44,4.5,3.01841884819964e-16,3.5527136788005e-15,apr,sun
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,-1.56125112837913e-16,-5.32907051820075e-15,dec,mon
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,-6.93889390390723e-18,7.105427357601e-15,apr,sun
6,3,90.6,35.4000000000001,669.1,6.7,21.7,24,4.5,9.71445146547012e-17,3.01980662698043e-14,apr,sun
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,-3.46944695195361e-17,8.88178419700125e-15,aug,tue
4,4,94.8,108.3,647.1,17,16.6,54,5.4,-1.59594559789866e-16,1.24344978758018e-14,aug,tue
4,4,90.1,82.9,735.7,6.2,12.9,74,4.9,-4.5102810375397e-17,-3.5527136788005e-15,aug,wed
5,6,94.3,85.1,692.3,15.9,25.9,24,4,-1.00613961606655e-16,8.88178419700125e-15,aug,wed
6,6,94.2,62.3,442.9,11,23,36,3.1,1.87350135405495e-16,1.77635683940025e-15,dec,mon
4,4,87.2,23.9000000000001,64.7000000000001,4.10000000000001,11.8,35,1.8,4.8919202022546e-16,1.77635683940025e-14,feb,mon
4,4,87.6,52.2,103.8,5,11,46,5.8,3.08780778723872e-16,8.88178419700125e-15,feb,mon
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,3.12250225675825e-17,-7.105427357601e-15,apr,tue
4,3,92.9,137,706.4,9.2,27.7,24,2.2,-3.46944695195361e-18,8.88178419700125e-15,apr,tue
2,2,86.6,13.2,43,5.30000000000001,12.3,51,0.900000000000001,4.78783679369599e-16,1.06581410364015e-14,feb,fri
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,3.71230823859037e-16,1.95399252334028e-14,feb,fri
2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,2.18575157973078e-16,1.77635683940025e-14,apr,mon
2,2,92.4,117.9,668,12.2,23,37,4.5,4.85722573273506e-17,1.59872115546023e-14,feb,fri
2,2,92.4,117.9,668,12.2,19.6,33,5.4,0,1.24344978758018e-14,feb,fri
4,5,91.2,48.3,97.8000000000001,12.5,15.8,27,7.6,2.46330733588707e-16,2.30926389122033e-14,feb,fri
9,9,84.2,6.8,26.5999999999999,7.70000000000001,6.7,79,3.1,1.14491749414469e-16,-1.77635683940025e-15,feb,fri
1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,-2.08166817117217e-17,4.08562073062058e-14,apr,sun
1,2,92.9,137,706.4,9.2,21.5,15,0.900000000000001,6.93889390390723e-17,5.32907051820075e-15,apr,tue
1,2,92.9,137,706.4,9.2,22.4,34,2.2,1.07552855510562e-16,1.95399252334028e-14,apr,tue
6,5,91.7,35.8000000000001,80.8000000000003,7.8,17.4,25,4.9,3.60822483003176e-16,1.77635683940025e-15,feb,fri
3,4,69,2.40000000000003,15.5000000000001,0.699999999999999,17.4,24,5.4,3.43475248243408e-16,6.57252030578093e-14,feb,fri
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,-1.56125112837913e-16,-1.4210854715202e-14,apr,sun
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,-8.32667268468867e-17,3.5527136788005e-15,apr,sun
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,3.81639164714898e-17,1.24344978758018e-14,feb,mon
4,5,91.4,30.7,74.3000000000003,7.5,18.2,29,3.1,4.68375338513738e-16,3.5527136788005e-15,feb,fri
3,4,91.7,35.8000000000001,80.8000000000001,7.8,11.6,30,6.3,3.95516952522712e-16,1.06581410364015e-14,feb,fri
3,4,93,75.3,466.6,7.7,19.6,36,3.1,2.28983498828939e-16,8.88178419700125e-15,apr,tue
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,-8.67361737988404e-17,-2.30926389122033e-14,apr,mon
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,-2.08166817117217e-17,5.32907051820075e-15,apr,sun
4,6,68.2,21.5000000000001,87.1999999999999,0.799999999999997,15.4,40,2.7,1.80411241501588e-16,5.86197757002083e-14,feb,fri
4,6,87.2,23.9000000000001,64.7,4.1,14,39,3.1,4.19803081186387e-16,7.105427357601e-15,feb,mon
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,2.32452945780892e-16,-1.77635683940025e-15,feb,fri
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,-2.77555756156289e-16,7.105427357601e-15,aug,tue
3,6,92.4,124.1,680.7,8.5,17.2,58,1.3,-7.97972798949331e-17,-2.8421709430404e-14,apr,sun
9,9,85.8,48.3,313.4,3.9,18,42,2.7,9.0205620750794e-17,0.359999999999992,apr,tue
1,4,91,129.5,692.6,7,21.7,38,2.2,1.38777878078145e-17,0.430000000000005,aug,wed
1,2,90,51.3,296.3,8.7,16.6,53,5.4,4.37150315946155e-16,0.710000000000058,apr,sun
8,6,93.7,80.9,685.2,17.9,23.7,25,4.5,-1.97758476261356e-16,1.12000000000001,apr,tue
1,5,93.4,145.4,721.4,8.09999999999999,29.6,27,2.7,2.08166817117217e-17,1.46,feb,mon
6,3,90.6,50.1,100.4,7.8,15.2,31,8.5,3.05311331771918e-16,1.94000000000002,feb,fri
6,5,84.9,18.2,54.9999999999999,3.00000000000001,5.3,70,4.5,3.05311331771918e-16,2.14,feb,fri
6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,-4.85722573273506e-17,2.28999999999998,aug,tue
8,6,85.6,90.4,609.6,6.6,17.4,50,4,-1.17961196366423e-16,2.69,aug,tue
4,4,90.9,126.5,686.5,7,17.7,39,2.2,-2.77555756156289e-17,3.06999999999999,dec,mon
6,5,81.5,9.10000000000002,55.2000000000001,2.7,5.8,54,5.8,2.84494650060196e-16,4.61000000000001,apr,sun
2,5,90.2,99.6,631.2,6.3,19.2,44,2.7,5.55111512312578e-17,4.68999999999999,apr,sun
5,4,86.8,15.6,48.2999999999998,3.9,12.4,53,2.2,3.81639164714898e-16,6.38,feb,fri
2,5,91,129.5,692.6,7,17.6,46,3.1,-7.97972798949331e-17,7.03999999999998,aug,wed
8,6,89.3,51.3,102.2,9.6,11.5,39,5.8,2.08166817117217e-16,7.18999999999999,feb,fri
6,4,90.8,41.9,89.4000000000002,7.9,13.3,42,0.9,3.95516952522712e-16,7.39999999999999,feb,fri
6,5,91.2,48.3000000000001,97.8000000000001,12.5,11.7,33,4,2.67147415300428e-16,8.31,feb,fri
2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,7.28583859910259e-17,8.67999999999999,apr,tue
6,5,81.5,9.10000000000002,55.2000000000001,2.7,5.8,54,5.8,2.77555756156289e-16,10.93,apr,sun
4,5,92.9,137,706.4,9.2,21.5,15,0.9,-7.28583859910259e-17,11.06,apr,tue
3,4,91,129.5,692.6,7,13.9,59,6.3,-1.14491749414469e-16,11.24,aug,wed
0.999999999999998,5,91,129.5,692.6,7,21.6,33,2.2,-3.46944695195361e-18,11.53,aug,wed
6,5,90.1,37.6,83.7000000000001,7.20000000000001,12.4,54,3.6,3.33066907387547e-16,12.1,feb,fri
4,5,92.9,137,706.4,9.2,22.1,34,1.8,-6.24500451351651e-17,14.57,apr,tue
2,2,93.5,139.4,594.2,20.3,22.9,31,7.2,-1.14491749414469e-16,15.45,aug,tue
4,4,91.7,35.8,80.8000000000003,7.8,17,27,4.9,5.30825383648903e-16,28.66,feb,fri
4,4,91.7,35.8,80.8000000000003,7.8,17,27,4.9,5.30825383648903e-16,28.66,feb,fri
4,4,92.4,124.1,680.7,8.5,16.9,60,1.3,3.46944695195361e-18,29.48,apr,sun
6,5,90.1,39.7,86.6000000000003,6.2,15.2,27,3.1,4.19803081186387e-16,31.86,feb,mon
3,4,93.3,141.2,713.9,13.9,18.6,49,3.6,-1.42247325030098e-16,35.88,feb,fri
4,3,87.6,52.2000000000001,103.8,5,11,46,5.8,4.23272528138341e-16,36.85,feb,mon
2,2,88.3,150.3,309.9,6.80000000000001,13.4,79,3.6,2.08166817117217e-16,37.02,feb,fri
4,6,93.5,149.3,728.6,8.09999999999999,28.3,26,3.1,2.08166817117217e-17,64.1,apr,sun
8,6,92.2,81.8,480.8,11.9,16.4,43,4,5.89805981832114e-17,71.3,aug,tue
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,7.28583859910259e-17,196.48,apr,sun
6,5,92.5,121.1,674.4,8.60000000000001,25.1,27,4,1.38430933382949e-15,1090.84,feb,mon
6,3,88,17.2,43.5,3.8,15.2,51,2.7,5.55111512312578e-16,1.59872115546023e-14,apr,sun
4,4,83,23.3000000000001,85.3000000000001,2.3,16.7,20,3.1,4.78783679369599e-16,8.88178419700125e-15,apr,sun
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,-2.28983498828939e-16,0.0900000000000016,apr,sun
2,4,92.2,91.5999999999999,503.6,9.6,20.7,70,2.2,1.31838984174237e-16,0.750000000000007,aug,tue
8,6,93.1,157.3,666.7,13.5,28.7,28,2.7,-2.1163626406917e-16,-1.77635683940025e-15,aug,tue
8,5,93.1,157.3,666.7,13.5,26.8,25,3.1,-2.1163626406917e-16,0.679999999999986,aug,tue
2,5,87.5,77,694.8,5,22.3,46,4,2.08166817117217e-17,1.95399252334028e-14,apr,tue
4,3,94.2,117.2,581.1,11,21.4,44,2.7,5.89805981832114e-17,0.679999999999998,aug,tue
3,4,91.8,170.9,692.3,13.7,20.6,59,0.9,-1.90819582357449e-16,-8.88178419700125e-15,aug,tue
2,4,93.6,97.9,542,14.4,28.3,32,4,1.14491749414469e-16,8.85000000000002,apr,mon
3,4,91.6,112.4,573,8.9,11.2,84,7.6,-1.11022302462516e-16,3.3,feb,fri
4,4,94.3,167.6,684.4,13,21.8,53,3.1,-9.71445146547012e-17,6.53999999999998,feb,fri
2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,-8.32667268468867e-17,0.52000000000001,aug,tue
8,6,84,27.8,354.6,5.3,5.1,61,8,4.85722573273506e-17,11.19,apr,mon
4,4,85.4,25.4000000000001,349.7,2.6,4.6,21,8.5,1.66533453693773e-16,22.03,dec,mon
6,5,85.4,25.4000000000001,349.7,2.6,5.1,24,8.5,1.49186218934005e-16,24.77,apr,mon
6,3,84.9,27.5,353.5,3.4,4.2,51,4,1.49186218934005e-16,3.5527136788005e-15,feb,fri
7,6,93.1,180.4,430.8,11,26.9,28,5.4,5.55111512312578e-17,86.45,apr,tue
7,5,93.1,180.4,430.8,11,22.2,48,1.3,-5.55111512312578e-17,-2.48689957516035e-14,apr,sun
6,4,90.4,89.5,290.8,6.40000000000001,14.3,46,1.8,2.25514051876985e-16,0.899999999999993,apr,sun
6,5,90.4,93.3,298.1,7.5,19.1,39,5.4,1.35308431126191e-16,3.51999999999999,dec,mon
6,5,85.1,28,113.8,3.50000000000001,11.3,94,4.9,3.33066907387547e-16,5.32907051820075e-15,feb,fri
7,4,89.6,84.1,714.3,5.7,17.1,53,5.4,-7.97972798949331e-17,0.41,apr,sun
6,3,92.4,105.8,758.1,9.9,24.8,28,1.8,3.46944695195361e-18,14.29,apr,sun
6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,-1.17961196366423e-16,5.32907051820075e-15,aug,wed
6,5,92.8,119,783.5,7.5,16.8,28,4,-1.35308431126191e-16,1.00999999999998,apr,tue
1,4,92.2,102.3,751.5,8.4,24.2,27,3.1,7.63278329429795e-17,2.48689957516035e-14,feb,mon
6,5,92.2,102.3,751.5,8.4,21.2,32,2.2,-7.97972798949331e-17,-7.105427357601e-15,feb,mon
4,3,92.2,102.3,751.5,8.4,23.5,27,4,-2.08166817117217e-17,3.33000000000001,feb,mon
7,4,91.2,124.4,795.3,8.5,21.5,28,4.5,-1.21430643318377e-16,15.64,feb,mon
2,3,91.6,108.4,764,6.2,18,51,5.4,-5.55111512312578e-17,3.5527136788005e-15,dec,mon
6,3,91.6,108.4,764,6.2,23,34,2.2,1.07552855510562e-16,56.04,dec,mon
8,6,91.6,108.4,764,6.2,22.7,35,2.2,-1.73472347597681e-16,7.47999999999999,dec,mon
8,6,91.5,130.1,807.1,7.5,15.9,51,4.5,-1.97758476261356e-16,2.17999999999997,dec,mon
2,2,91.5,130.1,807.1,7.5,16.8,43,3.1,-6.59194920871187e-17,5.83,dec,mon
3,4,92.1,99,745.3,9.6,17.4,57,4.5,-9.36750677027476e-17,7.105427357601e-15,feb,fri
4,4,92.1,99,745.3,9.6,15.4,53,6.3,-1.14491749414469e-16,7.31,feb,fri
7,4,92.1,99,745.3,9.6,20.6,43,3.6,-8.67361737988404e-17,2.03,feb,fri
1,4,92.5,122,789.7,10.2,21.1,39,2.2,-4.5102810375397e-17,8.12,feb,fri
6,5,92.5,122,789.7,10.2,18.4,42,2.2,-1.31838984174237e-16,1.08999999999998,feb,fri
6,5,91.2,94.3,744.4,8.4,16.8,47,4.9,-1.35308431126191e-16,12.64,feb,mon
4,5,91,276.3,825.1,7.1,13.8,77,7.6,-4.47558656802016e-16,-4.79616346638068e-14,apr,sun
3,4,91.9,133.6,520.5,8,14.2,58,4,-4.16333634234434e-17,-1.77635683940025e-14,apr,tue
5,4,94.8,222.4,698.6,13.9,20.3,42,2.7,-2.25514051876985e-16,-2.66453525910038e-14,apr,tue
6,5,91.2,94.3,744.4,8.4,15.4,57,4.9,-1.17961196366423e-16,39.35,feb,mon
8,6,92.1,207,672.6,8.2,21.1,54,2.2,-2.1163626406917e-16,-3.90798504668055e-14,apr,mon
