X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month,day
7,5,86.2,26.2000000000001,94.3,5.1,8.2,51,6.7,2.63677968348475e-16,-3.5527136788005e-15,may,fri
7,4,90.6,43.6999999999999,686.9,6.69999999999999,14.6,33,1.3,-4.02455846426619e-16,-1.24344978758018e-14,jul,sat
8,6,91.5,145.4,608.2,10.7,8,86,2.2,4.16333634234434e-16,4.44089209850063e-14,jul,sat
7,5,92.5,88,698.6,7.1,22.8,40,4,-1.45716771982052e-16,-7.105427357601e-15,oct,mon
7,5,92.8,73.2000000000001,713,22.6,19.3,38,4,9.71445146547012e-17,-7.8159700933611e-14,oct,mon
6,4,89.2,27.9000000000001,70.8000000000001,6.3,15.9,35,4,-1.17961196366423e-16,-4.08562073062058e-14,jun,wed
7,4,90.2,110.9,537.4,6.2,19.5,43,5.8,2.08166817117217e-17,7.105427357601e-15,jul,sat
7,4,92.4,117.9,668,12.2,19,34,5.8,1.17961196366423e-16,-1.77635683940025e-14,may,fri
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,-4.64905891561784e-16,-3.19744231092045e-14,oct,mon
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,-2.0122792321331e-16,-1.77635683940025e-15,may,fri
6,3,88.6,91.7999999999999,709.9,7.10000000000001,11.2,78,7.6,3.7470027081099e-16,5.86197757002083e-14,may,mon
6,3,91.8,78.5,724.3,9.2,21.2,32,2.7,-3.05311331771918e-16,-1.95399252334028e-14,may,mon
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,-3.2612801348364e-16,-2.66453525910038e-14,jul,sat
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,1.17961196366423e-16,-1.77635683940025e-15,jul,sat
4,4,94.8,108.3,647.1,17,16.6,54,5.4,3.05311331771918e-16,-3.19744231092045e-14,jul,sat
5,6,90.9,126.5,686.5,7.00000000000001,14.7,70,3.6,1.87350135405495e-16,3.5527136788005e-14,may,mon
4,4,92.9,137,706.4,9.19999999999999,20.8,17,1.3,-4.5102810375397e-16,-2.30926389122033e-14,may,fri
4,3,92.6,46.4999999999999,691.8,8.8,13.8,50,2.7,-1.52655665885959e-16,-1.24344978758018e-14,jul,sat
2,2,84,9.30000000000003,33.9999999999995,2.09999999999999,13.9,40,5.4,-1.17961196366423e-16,-2.1316282072803e-14,may,mon
