age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
17.106926,2.925883,2.6276991,1.4024097,1.9184039,0.1567537,3.4906554,3.1323888,3.2088232,1.8304081,2.505465,3.2671986,5.680689,11.182274,11.015759,11.633144,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.631735,3.502624,3.0101852,1.2394872,2.4153094,0.030190637,4.014827,3.2942579,3.0795143,1.5312805,2.13732,3.6760373,3.7876627,12.112364,12.5188465,13.251846,GP,M,U,LE3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
17.032001,2.076228,1.8381959,1.5030227,2.6412244,0.054761264,3.853572,2.993912,3.1693296,1.0830313,1.7807012,3.1622713,5.2089424,12.207139,12.451482,13.532294,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.772127,3.349387,2.651887,1.3925531,2.3792522,0.0101662055,4.200699,3.377463,3.0062847,1.175758,1.8845257,3.447087,2.9665775,12.695142,13.376828,13.854553,GP,M,U,LE3,T,teacher,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.811672,2.6887174,2.6346529,1.4235089,2.196271,0.18640712,3.7105372,2.8262982,3.1124086,1.5330899,2.183959,3.5367799,4.719865,11.203781,11.588839,11.611371,GP,F,U,GT3,T,services,services,course,mother,no,yes,no,no,yes,yes,yes,no
17.027882,2.6599467,2.0319426,1.7458253,2.2234683,0.13229038,3.6333528,3.1947324,3.1243196,1.3280659,2.0708618,3.15897,5.9171996,11.796065,11.874752,12.554227,GP,F,U,LE3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.69143,2.9473956,2.9441698,1.2587402,1.9461753,0.27611867,3.8753307,3.0654097,3.1953962,1.87349,2.366943,3.550498,4.647462,10.894466,11.424873,12.003339,GP,M,U,GT3,T,services,services,home,mother,no,yes,no,no,yes,yes,yes,no
16.963821,2.97689,2.4503212,1.4422483,2.1775281,0.07875724,3.5329506,3.2149746,3.1274521,1.3199856,1.9322586,3.053593,4.2824674,11.795274,12.094735,13.3963375,GP,F,U,LE3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.928568,2.4380898,2.3515408,1.4488574,1.6851463,0.4494031,3.7377605,3.2287846,3.2477999,2.132793,2.7420425,3.799309,5.355569,10.212316,11.003846,10.272708,GP,M,U,LE3,A,services,services,course,mother,no,no,no,no,yes,yes,yes,yes
16.069021,3.5644796,3.3455036,1.2033855,2.200777,0.03815749,4.2215924,3.5581222,2.9251971,1.4800367,2.0945945,3.9616857,3.0705676,12.523222,12.815761,13.83336,GP,M,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.654934,3.4370935,3.2306764,1.2166495,2.0073025,0.12077055,3.9203055,3.3079357,3.0745096,1.8292737,2.3996446,3.7293224,5.631214,11.903229,12.256682,12.541018,GP,M,U,LE3,T,services,services,home,mother,no,yes,no,no,yes,yes,yes,no
16.58411,3.2144184,2.905477,1.2710311,2.2761292,0.06253826,3.901725,2.9994717,3.1076012,1.4774203,2.188533,3.3667293,4.641695,12.3541565,12.07084,13.274911,GP,F,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.525131,2.6215212,2.47947,1.1803192,1.8082612,0.02738527,4.0770755,3.064745,3.153528,1.2486926,2.1368926,3.4679368,3.1164596,12.31091,12.332735,12.489582,GP,M,U,GT3,T,other,other,home,mother,no,no,no,no,yes,yes,yes,no
16.584978,2.5601451,2.5557597,1.4951057,2.2508018,0.061476216,4.0454655,3.0108063,3.0583262,1.3475668,2.072619,3.4932473,3.5055568,12.242108,12.27317,12.57192,GP,F,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.317001,3.5605474,3.1517277,1.147398,2.31909,0.015591133,4.2302933,3.0833538,2.990635,1.1884083,1.997346,3.5394044,3.5146651,13.020926,13.438834,14.506721,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.53579,3.3562083,2.6829019,1.2912053,2.2282786,0.004037058,4.2543793,3.35305,3.094109,1.1420861,1.9323959,3.5739057,1.580489,14.030638,13.592323,14.846705,GP,M,U,GT3,T,teacher,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.885035,3.3664677,2.6241496,1.3272995,2.1656425,0.00838514,3.7220035,3.2711387,3.2363667,1.1863343,1.9402795,3.0059278,2.8234432,13.464581,12.871391,13.957669,GP,F,U,LE3,T,teacher,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.578297,2.0535357,1.9891351,1.2971315,2.6647263,0.03823512,3.9195085,2.5639434,2.942099,1.0792819,1.548049,3.3570945,4.3128614,12.948439,12.992376,13.397365,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.729624,2.567346,2.3519802,1.4115494,1.8627362,0.43781805,3.7810738,3.1423984,3.1543524,1.733548,2.2313108,3.6160657,5.852045,10.884333,11.145378,11.527276,GP,F,U,GT3,A,other,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.716623,2.3201344,2.2866998,1.4447724,2.1582782,0.3140228,3.6852944,3.0367935,3.0854363,1.3562776,1.7888398,3.5200486,4.143294,11.765762,11.81694,12.707418,GP,F,U,GT3,T,at_home,other,course,mother,yes,yes,no,yes,no,yes,yes,yes
15.942964,3.5169091,3.3508055,1.139018,2.392191,0.02992872,4.203,3.2516632,3.0222118,1.4017907,2.0237842,3.9578485,2.9577448,12.894776,13.472879,13.819303,GP,F,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
