age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
16.74828,2.3803694,2.106528,1.6072342,2.0938344,0.056699738,3.9532356,2.962352,3.1812649,1.1579391,1.8369118,3.0642738,3.1796818,11.817548,11.949037,12.252745,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.578539,2.9955351,2.6567914,1.3369691,2.1286433,0.12921764,3.9651415,3.138968,3.1516924,1.5914953,2.376175,3.6615098,4.648125,11.714609,11.734197,12.182477,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.874617,1.8810084,1.8272327,1.8959359,1.792629,0.14530638,3.9814055,3.17896,3.1913335,1.2678683,2.079066,3.4259102,2.2851493,10.958488,10.969676,11.291365,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.559858,2.9139082,2.384652,1.2505333,2.3081665,0.011494251,4.2011614,2.999428,3.2997391,1.0944334,1.7352934,3.265273,2.9467685,13.317553,13.2924385,13.951649,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.647903,2.9141476,2.3993826,1.3624381,2.3567781,0.031429008,3.9122677,2.9858298,3.2750366,1.2058383,1.9867446,3.3864157,3.8235466,12.319672,12.385235,13.135167,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.7889,2.7790275,2.6311588,1.5037563,2.1033535,0.2051517,3.8666463,3.155393,3.1290321,1.5872431,2.4248319,3.5475843,5.126384,11.351477,11.537235,11.796956,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.505917,3.219157,2.8792448,1.28022,2.0773191,0.10084739,3.9714715,3.1434407,3.0800571,1.5871121,2.2976031,3.6847646,3.9839838,11.962018,12.424561,12.698232,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.743639,2.9086385,2.2999759,1.3064952,2.379795,0.01995476,3.9938903,2.918249,3.1087472,1.1415219,1.8043356,3.1291075,4.205681,12.76097,12.951446,13.431728,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.76458,2.8135068,2.5495994,1.3853066,1.9280717,0.1837737,3.8870265,3.2488892,3.2149014,1.6238627,2.3939204,3.6336815,3.547872,11.25753,11.658965,11.454368,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.589281,3.3251085,2.9358754,1.2458162,2.0050118,0.081241556,4.0048294,3.2679346,3.100281,1.5155506,2.345432,3.7467623,4.149528,12.05668,12.223322,12.818564,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.954702,2.536286,2.407826,1.639755,2.0148525,0.42092556,3.7135007,3.166806,3.1344104,1.823815,2.5402188,3.557668,5.3840203,11.015591,10.877233,11.1369915,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.759407,2.8561091,2.5922828,1.4906901,2.071795,0.22901973,3.7983625,3.125879,3.1379535,1.6536707,2.369197,3.4906502,5.607664,11.462783,11.409558,12.008922,GP,F,U,GT3,T,other,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.943623,2.2370577,1.9922289,1.7349075,1.9808061,0.14344534,3.9043686,3.1207871,3.1528406,1.2858487,2.0635576,3.2300847,3.7010143,11.496727,11.174912,11.995255,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.616543,3.1253955,2.8419502,1.3156023,2.1596665,0.090300076,3.8921762,3.0254927,3.189629,1.4154834,2.2694893,3.5808272,4.3245583,12.029583,12.264505,12.841764,GP,F,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.4225,3.3763282,2.8424406,1.1333709,2.1618364,0.009934893,4.161049,3.1216123,3.1158447,1.124165,1.8262722,3.5553093,2.6047719,13.3157625,13.631959,14.147062,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.529686,2.972723,2.6462467,1.192467,2.187637,0.017597184,4.078599,3.0373044,3.1822584,1.1089096,1.7307453,3.5249531,2.315294,13.278254,13.212066,13.990374,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.601852,2.9602404,2.6327698,1.3558688,2.216204,0.067828104,4.0594015,3.0191386,3.2026854,1.3226305,2.117885,3.486411,3.9090493,12.266696,12.4733925,12.932412,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.537117,3.0542903,2.7275162,1.230906,2.2564383,0.030997971,3.9364576,3.0482445,3.026195,1.1926619,1.8577923,3.539308,3.5239122,12.675769,12.946178,13.418003,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.766754,2.711244,2.448681,1.3585031,2.310955,0.02530177,4.0679827,2.9383457,3.330404,1.132582,1.8578295,3.2747185,3.1064432,13.006161,13.443699,13.573205,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.850056,2.730614,2.4803734,1.534123,2.0818114,0.2867827,3.8117328,3.0679727,3.0837176,1.7349432,2.3980532,3.5030305,5.4383163,11.328795,11.023784,11.585743,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.616121,3.0117733,2.6657574,1.3633924,2.167902,0.120549805,3.9165876,3.0768082,3.1946585,1.5446124,2.2680035,3.5858688,4.2937317,11.892618,11.888979,12.525174,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.900307,2.5538418,2.3670087,1.623512,2.0081758,0.27525944,3.7988591,3.0635781,3.298872,1.5967726,2.4017324,3.5467017,4.902768,11.19831,11.389409,11.702251,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
17.139542,2.11409,2.0590475,1.5673532,1.8333728,0.25264972,3.9833188,3.3160331,3.3689454,1.5049734,2.3066034,3.5635004,3.388519,10.893274,10.626376,11.034442,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.613152,3.0398037,2.5183976,1.2371178,2.3293262,0.015316193,4.016877,3.016925,3.0157542,1.1152004,1.7576509,3.2496512,3.3448596,13.082664,13.0338545,13.84545,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.692305,3.0317078,2.7869766,1.2428856,1.9987389,0.07612054,4.022171,3.198137,3.2947965,1.3704616,2.2096572,3.6734138,3.7608013,12.3164425,12.3847885,12.511134,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.601143,3.1423864,2.7352252,1.2482058,2.166214,0.04398547,4.007592,2.9667249,3.1325324,1.223719,2.050322,3.4386642,3.8977647,12.892148,12.868081,13.3609495,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
