age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
16.646845,2.4513686,2.2792866,1.4745615,2.3635151,0.10377064,3.7252579,2.8665857,3.1255054,1.2924869,2.030418,3.59659,5.6562624,11.215996,11.994551,12.033851,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.30987,3.5274954,3.0757449,1.3262757,1.9123725,0.0759971,4.338094,3.5341449,3.2997904,1.4601965,2.269277,3.8522296,3.370008,12.5818615,13.206794,13.292859,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.056908,2.182128,2.1679814,1.3472537,2.2795208,0.06041943,3.812874,2.8387198,3.0283573,1.1336784,1.7010379,3.9717062,3.3439665,12.040474,13.070547,12.542528,GP,F,U,GT3,T,other,other,course,mother,yes,yes,no,yes,yes,yes,yes,no
16.214853,3.1338294,2.5199068,1.4830866,1.6557301,0.01164325,4.250021,3.4245825,3.1365364,1.2105521,2.0681224,4.044137,2.669387,13.753021,14.911794,14.403352,GP,M,U,LE3,T,teacher,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.313866,3.0097241,2.8094535,1.1857697,2.3325438,0.022635672,3.7593563,2.7101035,3.1678288,1.1694019,1.9687681,3.768994,4.1425943,12.731972,13.358504,13.143436,GP,F,U,GT3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.41232,3.3004189,3.0710151,1.2974813,2.2615583,0.05642039,3.9576552,3.0158825,3.0806987,1.4556371,2.0919251,3.738875,4.5274034,12.369375,12.741433,13.175235,GP,F,U,GT3,T,services,services,home,mother,no,yes,no,yes,yes,yes,yes,no
16.317276,3.3579946,3.2004995,1.2567034,1.8739505,0.18970236,3.9993422,3.2734172,3.2505412,2.0060844,2.5750432,3.942681,3.8241858,11.444803,11.346398,12.060149,GP,M,U,GT3,T,services,services,home,mother,yes,yes,yes,no,yes,yes,yes,no
16.829788,3.1185582,2.6944492,1.2727264,2.2487943,0.014621403,3.7003353,2.9971948,3.2255776,1.1961883,1.9820535,3.1070254,4.571459,12.887408,13.41417,13.391217,GP,F,U,LE3,T,services,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.477531,2.538087,2.2185118,1.4675956,1.6660041,0.049995564,3.7953992,2.9977722,3.1377704,1.5106539,2.452577,3.7696223,3.9074202,11.756189,12.618152,12.436279,GP,M,U,LE3,T,other,other,course,mother,no,no,no,no,yes,yes,yes,no
16.231647,3.5389428,3.1416273,1.2524672,2.0746546,0.027978227,4.25274,3.2845762,2.9983072,1.2380625,1.9178176,3.7477682,3.0556757,13.028845,13.871501,13.941735,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.33789,3.3630052,3.1152394,1.3292753,2.1102514,0.19372138,4.05065,3.449789,3.193892,2.0524473,2.6011014,3.7478604,4.0466065,11.481335,11.422332,12.006971,GP,M,U,GT3,T,services,services,course,mother,yes,yes,yes,yes,yes,yes,yes,no
16.412943,2.4408433,2.4567626,1.5006368,2.067327,0.13517551,3.8849163,3.1286404,3.2214818,1.3524213,2.0832882,3.6641362,3.4171934,11.361734,11.545734,12.134066,GP,F,R,GT3,T,at_home,other,course,mother,yes,yes,no,yes,yes,yes,yes,no
16.884096,2.3004513,1.9136064,1.5264823,1.8076537,0.018962087,4.054322,3.0173109,3.1905196,1.128551,1.8282293,3.1346982,3.4885714,12.68582,13.667214,12.941866,GP,F,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
15.916728,3.4145062,3.160774,1.0971606,2.28131,0.005440778,4.201329,2.8065019,3.1987517,1.1146076,1.7006347,4.126713,2.2464833,13.266784,13.981876,13.958545,GP,F,U,GT3,T,services,other,reputation,mother,yes,yes,no,yes,yes,yes,yes,no
15.977816,3.7025967,3.3853564,1.1985095,2.2005768,0.014009729,4.4320183,3.3878229,3.0833292,1.1673571,1.8575401,3.8673234,2.2610495,13.942931,14.190638,14.162878,GP,M,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.20652,3.432656,2.880735,1.3503187,1.6977682,0.024007812,4.4522934,3.5417995,3.3411624,1.2340435,2.0744781,4.118901,2.5957518,13.488569,14.551457,14.444576,GP,M,U,GT3,T,services,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.77861,3.178631,2.6401885,1.1683729,2.1433582,0.00821265,3.8640077,2.9049692,3.2382653,1.1089274,1.9506491,3.0392783,3.5821009,12.902677,13.350353,14.090151,GP,F,U,GT3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.960869,2.2748058,2.189763,1.4757928,2.1990278,0.09207691,3.9862902,2.9626617,3.3194468,1.2354538,2.0105672,3.526611,4.7328377,11.225498,11.956973,12.789239,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,no,yes,yes,no
16.83553,2.6703331,2.5263145,1.1860521,2.0087147,0.01844184,3.974472,2.7351427,3.3850677,1.1221907,1.9201515,3.6065865,3.9416692,11.726885,13.258459,13.329234,GP,F,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.664457,2.9671385,2.753667,1.5591893,1.8122363,0.50858253,4.0671673,3.6857417,3.2168615,2.2255414,2.736918,3.5393648,3.9525578,10.593979,11.137941,10.615261,GP,M,U,GT3,T,services,services,course,mother,yes,yes,yes,yes,yes,yes,yes,yes
16.225115,3.4280422,3.2355108,1.2859352,2.0422308,0.09198741,4.184683,3.3958938,3.2150614,1.5695685,2.340955,3.7577326,3.5843942,12.100486,12.379641,13.092454,GP,M,U,GT3,T,services,services,home,mother,no,yes,no,yes,yes,yes,yes,no
16.629953,2.5292747,2.3032408,1.3433056,2.2464566,0.062777534,3.670448,2.8370504,3.1718993,1.2591662,2.0446172,3.5992186,5.584653,11.770988,12.480606,12.222538,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
17.513374,2.3179162,2.1047218,2.0120192,1.6786705,0.94467974,3.8686259,3.5227716,3.450806,2.2350025,3.1294904,3.668437,5.4963136,9.164532,10.128268,10.04445,GP,M,R,GT3,T,at_home,other,course,mother,no,yes,no,yes,yes,yes,yes,yes
17.069815,1.7560039,1.6226014,1.6115785,2.0529392,0.102062136,3.701129,2.9675639,3.2926137,1.1371483,1.8889632,3.2302408,5.1622243,11.458125,11.58857,12.261996,GP,F,U,GT3,T,other,other,course,mother,no,no,no,no,yes,yes,no,no
16.165297,3.5346627,3.2594945,1.2601115,1.799649,0.12196954,4.3869543,3.768384,3.190976,1.6889873,2.523653,3.9731946,2.6457543,12.253522,12.920571,12.941753,GP,M,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.314796,3.0555112,2.8819773,1.4103794,2.249682,0.13331127,3.7339504,3.0109289,3.0816324,1.5217562,2.089692,3.5773747,4.807107,11.991381,12.248096,12.346113,GP,F,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.448637,2.1306021,2.1038952,1.6732867,2.1857665,0.29545447,3.625865,2.9528327,3.131484,1.4726137,1.99425,3.7344708,4.207362,11.020468,11.255317,10.955539,GP,F,R,GT3,T,other,other,course,mother,yes,yes,no,yes,yes,yes,yes,no
16.87356,2.33132,2.2255268,1.6489139,2.112691,0.33177662,3.7320347,3.0186877,3.2763455,1.6385777,2.3132963,3.4542468,5.179625,10.677011,10.840522,11.264668,GP,F,U,GT3,T,other,other,course,mother,yes,yes,no,yes,yes,yes,yes,yes
16.785975,1.6033225,1.7292513,1.851758,1.4687444,0.3751501,3.635546,2.821858,3.0056899,1.7517064,2.8576763,3.8876855,4.1829534,10.581121,10.512185,10.399797,GP,M,U,GT3,T,other,other,course,mother,no,no,no,no,yes,yes,no,no
16.346483,1.5554745,1.5635177,1.862314,2.2324698,0.15546407,3.9239206,3.1158772,3.037539,1.0724494,1.495039,3.5695062,3.1697721,12.023535,12.278635,12.300956,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,no,no
16.531757,2.9755802,2.497111,1.602186,1.6632454,0.2532143,4.1284995,3.756387,3.3476253,1.9430223,3.0485249,4.1811905,4.8205743,11.658194,12.104451,12.333251,GP,M,U,LE3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
17.10008,2.1785603,2.0187874,1.7762157,1.9999344,0.13182718,3.8395143,3.0982292,3.275659,1.359057,2.1211536,3.0367193,3.7601306,10.954812,11.441442,11.596218,GP,F,U,GT3,T,at_home,other,course,mother,no,no,no,yes,yes,yes,yes,yes
16.4105,2.9144914,2.7359283,1.2777913,1.6714779,0.079804644,3.9704323,2.9770372,2.9904885,1.5334504,2.1580951,3.8970354,4.3603787,12.082765,12.724352,12.311312,GP,M,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.700838,3.144917,2.7832546,1.2238021,2.0758758,0.021823356,3.7986465,2.9393888,3.2899613,1.2334656,2.0987227,3.1592827,4.419318,12.530948,13.104362,13.410623,GP,F,U,GT3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.875261,2.4466393,2.0975986,1.8585231,1.5272162,0.2052514,4.0708847,3.451802,3.2463768,1.5743735,2.8383229,4.0487533,3.4390798,11.533565,12.328827,12.246428,GP,M,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,no
17.228142,1.9591776,1.6953036,2.033503,1.380054,1.0334833,3.8889828,3.5285459,3.5610752,2.3841906,3.5343287,3.9802072,4.369885,8.900219,9.463857,9.28701,MS,M,R,GT3,T,at_home,other,course,mother,no,no,no,yes,yes,no,yes,no
17.285658,2.6063962,2.2192852,1.2486732,2.0005212,0.024866318,3.9107866,2.9582531,3.3707604,1.1474686,2.0227754,3.2657511,4.808492,11.973714,12.701277,13.3726015,GP,F,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,no
17.672289,2.0134552,1.8022525,2.0268998,1.3507253,1.0292081,4.0037603,3.665258,3.4842987,2.125792,2.958572,3.6549819,3.4884386,8.774378,10.025891,9.034868,MS,M,R,GT3,T,other,other,course,father,no,yes,no,no,no,no,yes,no
16.096884,3.6596382,3.2878025,1.2342709,1.6791513,0.076976635,4.5697823,3.8786728,3.5047932,1.5345724,2.5924468,4.146346,2.4924119,12.8857355,13.085393,13.514446,GP,M,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.750097,3.15368,2.602946,1.287658,2.3033388,0.014390867,3.9810228,2.907403,3.1130624,1.1242453,1.8985834,3.0316422,2.9259613,12.733166,12.569487,13.968861,GP,F,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.397593,3.3898952,2.93053,1.3837501,1.9840627,0.06400468,4.331153,3.5298169,3.3142192,1.3882202,2.2149327,3.8020096,2.914833,12.511599,12.955569,13.2389345,GP,M,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.658253,3.2004383,2.8182921,1.5332532,1.9227979,0.14755327,4.2821894,3.555822,3.2934334,1.6485018,2.4460158,3.8165305,3.7300322,11.7758045,12.623066,12.16818,GP,M,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.508217,2.9147744,2.428071,1.6591358,1.7591383,0.04348431,4.176469,3.4118636,3.1498575,1.3221115,2.1853647,3.9329586,3.2004244,12.951569,13.912551,13.616682,GP,M,U,LE3,T,services,other,course,mother,no,no,no,yes,yes,yes,yes,no
16.351254,3.363539,3.0308266,1.3948609,2.2845592,0.08438618,4.019146,3.2380774,3.0849307,1.4879653,2.1245093,3.6927567,4.104922,12.375502,12.572055,12.878995,GP,M,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.672188,3.0820315,2.756224,1.5505167,2.066064,0.3340639,3.993564,3.544537,3.1617475,2.086999,2.6828651,3.6942546,5.3912826,11.117992,11.015169,11.476269,GP,M,U,LE3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.058733,3.3173845,3.1352203,1.2008984,2.2687435,0.017816687,4.1565356,2.8442209,2.9814553,1.1775398,1.8737648,3.7642622,2.404759,12.676134,13.30239,13.292965,GP,F,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.994793,3.1216493,2.3191013,1.254038,2.1162605,0.0035664844,4.2441826,3.1251044,3.2800338,1.0503254,1.6725184,2.6466804,3.0871096,13.456465,14.5028515,14.597186,GP,F,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.740314,2.0594685,1.9159944,1.3156892,2.1126623,0.0481608,3.784418,2.8236384,3.1496146,1.1309564,1.8708302,3.5413609,4.666694,11.917097,12.563373,12.606921,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
