age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
16.658524,2.450273,2.3772357,1.6639588,2.2033434,0.034931988,3.787172,2.9706678,3.241259,1.1657195,1.8660381,3.3177395,2.8469312,12.08543,12.73723,12.903205,MS,F,U,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.044827,3.4801166,3.073881,1.2664037,1.8953354,0.04139421,4.3399982,3.5807977,3.3440816,1.4552683,2.319234,4.02656,2.4366128,13.425625,13.896042,14.014419,GP,M,U,LE3,T,teacher,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.368244,2.676244,2.3781497,1.5196105,2.6116729,0.023547709,3.962329,2.857615,3.0094,1.1574261,1.7132459,3.322884,3.7219837,12.889336,13.474711,13.631657,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.063145,3.4385142,3.0641,1.2978597,2.0289836,0.043883763,4.2623806,3.467936,3.3476005,1.4896636,2.3442447,4.066289,2.8100226,13.1295185,13.978316,13.913658,GP,M,U,LE3,T,teacher,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.398832,3.2915254,3.0181196,1.1816971,2.0775976,0.031747706,4.3535333,3.1424284,3.1887696,1.2197055,2.1140575,3.5431948,3.4462414,12.709226,13.879802,14.115805,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.81215,2.9738636,2.5928829,1.2289873,2.281691,0.04686605,4.2238226,2.9741483,3.2293572,1.2530922,2.0602715,3.4104288,4.297693,12.740644,13.25161,13.691905,GP,F,U,GT3,T,other,other,home,mother,no,yes,no,yes,yes,yes,yes,yes
16.568157,2.8701885,2.623392,1.4920384,2.0213454,0.1701837,3.886889,3.1642265,3.036305,1.63186,2.5145645,3.526574,4.7893047,11.607237,11.723887,12.22728,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.678654,3.2251418,2.7410207,1.4439073,2.3149712,0.018909823,3.8385317,3.0251982,3.0818481,1.4037846,2.2070608,3.3433216,2.993003,12.850403,13.468619,13.644011,GP,F,U,LE3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.44862,2.9520447,2.5258725,1.6400946,2.1701035,0.051278785,4.047806,3.305055,3.4186957,1.8254433,2.5302873,3.7245996,2.7743046,12.7387495,12.916411,12.749259,GP,M,U,LE3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
15.994586,3.4153965,3.0379457,1.2503798,2.2663343,0.0066296225,4.2293425,3.046152,2.9439507,1.2448142,1.9004184,3.7033982,2.0867536,13.3287,14.329554,14.644816,GP,M,U,LE3,T,teacher,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
