age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
17.005493,2.3979173,2.1309946,1.3956045,2.4923754,0.03631667,3.9282231,2.8251219,3.1322095,1.1274718,1.6421592,3.2083344,3.4756088,12.033059,12.74008,12.540648,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,yes
16.384544,3.0111847,2.8224332,1.3155446,2.1879191,0.008725104,3.9912758,3.2537982,3.2020388,1.1818311,1.9476016,3.381403,2.7686656,12.8662815,13.240843,13.822464,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.571676,2.706261,2.36616,1.3669916,2.1967273,0.08042863,3.8132694,2.9505486,3.0072935,1.2240286,2.0498312,3.538149,3.856216,12.253221,12.197756,12.434063,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.46733,3.0869093,2.7372713,1.2336125,1.7389734,0.028079804,4.0535736,3.3671727,3.2273302,1.2811942,2.3829556,3.6224341,2.4195545,13.292776,12.900925,12.907659,GP,M,U,LE3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.679695,2.8618577,2.6047325,1.4549894,2.2877164,0.05149346,3.8101134,2.90549,3.1620686,1.2858058,2.0555456,3.4302206,4.851874,12.205327,12.25977,12.884164,GP,F,U,GT3,T,services,services,course,mother,no,yes,no,no,yes,yes,yes,no
17.064554,2.2822647,1.9885067,1.6037166,2.2448788,0.12758684,3.8263779,3.0707479,3.2168515,1.2814199,1.961623,3.2641487,4.232959,11.044464,11.9849615,11.902233,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes
16.219574,3.0954108,2.7937496,1.2426133,2.1973696,0.049314126,3.9815557,2.750688,2.9798832,1.2021673,1.8819082,3.8572152,3.0526066,12.701982,12.247568,13.117984,GP,F,U,GT3,T,other,other,course,mother,yes,yes,no,no,yes,yes,yes,no
16.601965,3.177199,2.7331848,1.2772024,2.3579054,0.02158676,3.971241,3.1209345,3.1374779,1.2606351,2.0283356,3.3750448,3.8163207,12.616778,12.956534,13.422519,GP,F,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.918037,2.868014,2.5325089,1.4425004,1.7871017,0.38159573,4.0026402,3.3893576,3.2251768,1.9671144,2.7806146,3.8692327,4.267312,10.594757,10.727672,10.185507,GP,M,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,yes
15.915068,3.689827,3.301794,1.0666013,2.1798007,0.0041595884,4.3913326,3.2715514,3.0510771,1.0942379,1.794559,3.684526,1.6762606,14.039371,13.8696165,14.696482,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.508718,2.7063987,2.576937,1.5363126,2.0864978,0.08104337,4.0012336,2.9071019,3.082807,1.3473971,2.1725914,3.7049754,3.600783,12.269984,12.072475,12.494854,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.588432,2.879128,2.5729074,1.4166607,2.0445583,0.058993205,3.986873,3.1593134,3.1667953,1.4191813,2.3307662,3.511038,3.6450474,12.008869,12.094018,12.742955,GP,M,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.655622,2.8109713,2.4968038,1.4436681,1.7509643,0.09992838,3.9132826,3.233073,3.189687,1.5798062,2.580413,3.6399775,3.7837284,12.0184,11.568968,11.807063,GP,M,U,LE3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.363972,2.9790735,2.5858886,1.2222463,2.3827176,0.03757322,3.8399262,2.7566123,2.862512,1.153323,1.8403794,3.5901666,3.2897694,12.38223,12.80588,12.974855,GP,F,U,GT3,T,other,other,course,mother,yes,yes,no,no,yes,yes,yes,no
16.32069,3.549666,3.120823,1.1401451,2.0339198,0.014031397,4.33799,3.244606,3.246017,1.2448758,2.0051522,3.8101492,2.828012,13.188696,13.371056,13.680364,GP,M,U,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no
16.286018,3.3427393,3.1179805,1.2247194,1.6890526,0.15798205,4.1393304,3.4935756,3.2851775,1.7732239,2.695245,3.9235575,3.2127109,12.017506,12.258715,11.6124325,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.106354,2.6239648,2.19029,1.2904311,2.169729,0.005151484,4.15376,2.6736555,2.9305723,1.0424753,1.5571,3.5294492,1.50143,13.54817,12.975049,14.641357,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.705536,2.7896721,2.5259209,1.4757526,1.9976571,0.25364986,3.915135,2.994718,3.0420282,1.5066808,2.1532087,3.857364,4.230075,11.758418,11.067504,12.079201,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.624262,2.6297257,2.3518531,1.225264,2.331463,0.014020685,4.061113,2.9560099,3.0476232,1.0509757,1.5809537,3.4567204,1.987546,12.7284,13.546641,13.653974,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,yes
16.422874,3.1626828,2.8920152,1.2751441,1.5955932,0.44113192,4.1789618,3.4678,3.1819572,1.983792,2.8116841,4.1501346,3.1616282,10.767804,10.973604,10.469897,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.251678,3.3807323,2.9896245,1.1933855,1.8313549,0.14815712,4.064881,3.242382,2.9865344,1.4965811,2.1665702,4.006197,3.348345,12.088611,12.55491,12.406164,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.73819,2.5361779,2.2423005,1.5119895,2.4392185,0.066462055,3.687805,2.8729315,3.1155567,1.2025542,1.9376719,3.310998,4.967844,11.587409,12.101988,12.293751,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.720972,2.5021124,2.366786,1.6060779,1.9794612,0.15388164,3.8703883,3.1371539,3.1257982,1.5606338,2.3591728,3.469231,4.298969,11.768118,11.592126,11.992816,GP,M,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no
16.58688,2.534562,2.2667563,1.4755745,2.380771,0.039158415,3.8501167,2.7063794,3.1759465,1.1169345,1.8930025,3.4916267,3.8913913,11.872551,11.971323,12.820151,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.020786,3.5361497,3.1428611,1.1230557,2.0801616,0.011119809,4.0823755,2.97208,3.0388432,1.1772871,1.8467429,3.7810585,1.9349556,13.86201,13.531569,13.887374,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.744785,3.0696323,2.5819082,1.1611564,2.5905597,0.0043092896,4.1671114,2.9497423,3.2727034,1.051956,1.5004486,3.1765056,2.5400498,13.1070175,13.943317,14.059834,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes
17.222155,2.3664498,2.1529734,1.5707088,2.2612777,0.13574274,3.8010051,3.0399647,3.2162292,1.3302917,1.8910773,3.2439804,4.6384373,11.41496,11.649866,11.946952,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes
17.259256,2.1660113,1.9495633,1.6747949,2.2247539,0.20543742,3.7563524,3.093706,3.2253687,1.3412218,1.8679144,3.2304745,4.3296523,11.000135,11.220058,11.214708,MS,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes
16.548265,2.0796714,1.984251,1.6927775,1.8776634,0.1898481,3.9604692,2.8282878,2.9301023,1.3278502,2.0475016,3.7869549,2.9697127,11.447428,11.565972,11.511305,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,no,no
16.403,2.0770829,1.9917345,2.0503397,1.6617633,0.08582623,4.3183374,3.3715649,3.3039412,1.2637836,2.1185374,3.3407192,1.519707,11.609184,11.992671,11.575926,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.630064,3.3164957,2.9118683,1.3219743,1.8208191,0.23953253,4.0513983,3.5604703,3.2755153,1.9932294,2.893198,3.8987372,4.3259244,11.301499,11.750811,11.32566,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
17.352848,2.2004316,1.7770256,1.430724,2.0959115,0.0645115,3.8776495,3.208378,3.407463,1.180102,1.6819253,3.1551435,2.7251446,11.012863,11.414474,12.398144,GP,F,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,yes
15.91843,3.5887282,3.0015397,1.0904592,2.2816772,0.0031498277,4.118641,2.840671,2.8958073,1.0677747,1.6732109,3.6091976,1.4692878,14.371927,13.928016,14.362078,GP,F,U,GT3,T,services,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
