age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
16.735641,2.546057,2.2065282,1.5668545,1.7280768,0.2318603,3.9183335,3.3097956,3.2615862,1.5494816,2.288543,3.5428655,3.3671887,10.866446,11.037165,11.55371,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.391298,3.3276439,2.9475005,1.2356119,1.756686,0.10077848,4.2007256,3.5031335,3.1782444,1.6832182,2.5895839,3.9454074,3.392017,11.881642,12.30269,12.985277,GP,M,U,LE3,T,services,other,course,mother,no,no,no,yes,yes,yes,yes,no
16.85195,2.5418282,2.133725,1.5025597,2.1662512,0.08763959,3.855159,2.9549894,3.229631,1.1990552,1.8699659,3.1897128,3.4990606,12.256157,12.16421,12.628629,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.124872,3.5638611,3.2345734,1.1052842,1.776423,0.019692898,4.374344,3.695061,3.1186585,1.3678076,2.3420734,4.036998,2.346361,13.239034,13.4687395,13.598096,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.581055,3.004517,2.7478406,1.2391068,2.0325456,0.046225168,4.0757494,3.205577,3.1945887,1.4217925,2.1064289,3.7822535,3.8143847,12.137722,12.491817,12.92172,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.84,2.5611684,2.1532285,1.4471567,2.1324239,0.07003073,3.8596232,2.9755073,3.2245696,1.2425855,1.8584006,3.2987804,4.1539288,12.105963,12.169538,12.606788,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.475952,3.1253397,2.804582,1.2521178,1.8421013,0.060125872,4.2052956,3.316087,3.20906,1.4003357,2.1977682,3.8536568,3.1840467,12.31435,12.238307,13.271145,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.71266,2.7191334,2.3342903,1.3617041,2.2360532,0.049375527,3.8933556,3.146023,3.1927967,1.1938801,1.7973101,3.5344481,3.1108305,12.665151,12.099396,12.892567,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.605026,2.8543322,2.697981,1.4106493,1.7011065,0.2016301,4.063809,3.479781,3.2142904,1.7980745,2.603681,3.798384,3.2092998,11.474287,11.32655,11.797663,GP,M,U,GT3,T,services,other,course,mother,no,no,no,yes,yes,yes,yes,no
16.385075,3.1538408,2.901234,1.2023425,1.9728959,0.02260832,4.1465034,3.2285419,3.2536986,1.2162915,1.9302144,3.598905,3.5572045,12.755212,13.615238,13.58894,GP,F,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
