age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
16.715166,2.9066162,2.271769,1.3535104,2.1804621,0.04033997,3.95748,3.177389,3.1415727,1.2338632,1.828455,3.121679,2.9682772,12.347139,12.432732,12.972385,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.592182,2.937072,2.5918097,1.3892918,2.0057847,0.16187249,3.9858615,3.2934756,3.117654,1.5744066,2.3756895,3.697402,3.929632,11.704659,11.995442,12.4180765,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.56752,2.5763402,2.3590443,1.4063476,2.2709944,0.058779303,3.9741545,3.0635288,3.126932,1.2740538,1.9358652,3.231987,4.4308076,11.603073,12.1122265,12.987827,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.10884,3.7020156,3.3404276,1.0797845,1.9694356,0.018938964,4.4802966,3.7051332,3.303003,1.3656862,2.2259777,4.02346,1.7567708,13.5693445,13.5958185,13.90902,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.742455,2.4335282,2.2326205,1.5271415,2.0485644,0.15454605,3.8004346,3.060497,3.132452,1.4127445,2.1280322,3.1729248,4.329451,11.447077,11.577067,11.67479,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.978456,1.8746727,1.8900356,2.0764863,1.9905634,0.48148754,3.8055327,3.2307906,3.1350172,1.721159,2.4434214,3.2839122,4.643166,9.871494,10.090462,10.556446,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.691568,2.5732555,2.2126634,1.4548398,1.9656723,0.13599384,3.8745618,3.3261235,3.0874426,1.3789421,2.0211864,3.4036744,3.1442773,11.805967,11.761885,12.169417,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.732567,2.849603,2.3612144,1.301271,2.1152005,0.044854194,3.9852703,3.207266,3.0938575,1.2341807,1.7325357,3.4769711,2.5001965,12.540964,12.203095,12.620292,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.522343,2.9322352,2.6313708,1.3564496,2.060087,0.13753429,3.9084425,3.1925693,3.1421447,1.5089259,2.2992215,3.5649607,4.9246817,12.055157,12.064218,12.1391735,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.570578,2.8249211,2.603981,1.4252269,2.12602,0.14541896,3.88672,3.1544194,3.1638987,1.5484836,2.312421,3.5287964,5.3122864,11.648535,11.945373,12.125315,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.387018,3.150316,2.8040636,1.1799043,2.1495671,0.030885376,4.2103167,3.3340309,3.2932127,1.2573097,1.910799,3.4666164,2.7128675,12.773348,12.727653,13.537418,GP,F,U,GT3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.493904,3.1399672,2.7482643,1.2718948,2.104835,0.0537282,4.087944,3.170593,3.1840842,1.3828373,2.1067533,3.5341249,3.9201548,12.244268,12.461381,13.219322,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.469135,3.098573,2.5428896,1.2610221,2.0320394,0.039392404,4.07143,3.2901986,3.145793,1.2474151,1.7867143,3.4019291,2.337698,11.985776,12.673064,13.327093,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.527016,3.1535497,2.799986,1.2807454,2.140001,0.08754669,3.992173,3.3612232,3.065917,1.4991193,2.1775012,3.5850425,3.738402,12.279757,12.518797,12.901783,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,no,yes,yes,yes,no
16.547375,3.2470474,2.7953777,1.2034295,2.0140767,0.028392775,4.172304,3.3476403,3.0214,1.2390866,1.9488678,3.5803008,2.8159351,12.397656,13.494477,13.601881,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.392494,3.3963313,2.9499612,1.1503248,2.00127,0.051537182,4.1744394,3.462926,3.3363867,1.4970728,2.229773,3.7771022,2.6662931,12.8827095,12.8155775,12.914927,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.753788,2.6272483,2.3484347,1.3596001,2.206464,0.06363748,4.0390625,3.0811915,3.1653247,1.2565653,1.7749493,3.4363391,3.0773497,12.401276,12.038417,13.349675,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.263384,3.1380422,2.7640984,1.184275,2.178526,0.028584681,4.191494,3.1687744,3.147395,1.2045497,1.8913889,3.6867177,3.5676916,12.649333,12.873793,13.41885,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.757912,2.9962525,2.5621164,1.3986079,2.237674,0.08928405,3.8913124,3.1867604,3.0471907,1.468082,2.134933,3.3378332,5.02736,11.899572,12.410809,12.80067,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.617414,2.590132,2.581788,1.3972574,1.8840296,0.2423993,3.9210963,3.3672106,3.1715865,1.5987751,2.3399334,3.8730412,3.88416,11.882235,11.794488,11.95857,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.09507,3.6999946,3.3744273,1.0758151,1.9507737,0.017045788,4.42488,3.6434712,3.3192356,1.3475066,2.1719263,3.863086,1.6785536,13.72465,13.773099,14.144501,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.846298,2.4910579,2.399583,1.4785208,2.2343197,0.12990057,3.7051134,2.9572608,3.0293438,1.4658957,2.1043544,3.3351498,5.4059014,11.294512,11.487826,12.590848,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.753307,2.0705955,2.038566,1.9590127,1.943876,0.5364232,3.7874076,3.283999,3.1508133,1.775372,2.5210638,3.5646892,4.5757437,9.99324,10.53121,10.699152,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.523508,2.7536907,2.554425,1.5427005,2.1446455,0.1429016,3.8440113,3.2020762,3.178808,1.5016116,2.128317,3.3491104,3.800253,11.488714,12.041417,12.785069,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.574514,3.155705,2.631275,1.2503201,2.2059622,0.038508028,4.082138,3.1441572,3.0433116,1.3059419,1.9837544,3.5204716,3.7516267,12.054807,12.628982,13.14565,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.51635,3.2891083,2.8735306,1.2220204,2.130589,0.063257195,4.122743,3.261619,3.2986007,1.4614847,2.1748261,3.6142857,3.8501515,12.358406,12.315716,12.901432,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.837912,2.4347763,2.1718714,1.5394299,2.2136462,0.12926123,3.8043225,3.127293,3.1321123,1.4061192,1.9591043,3.217473,4.470215,11.585687,12.171621,11.995842,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.70326,2.0677004,2.117963,1.7391689,1.996258,0.2735907,3.75417,3.1554177,3.1920428,1.5016575,2.20258,3.3927815,4.266341,10.795042,11.195444,11.158652,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.738352,2.1393573,1.9291346,1.7379806,2.0452933,0.20110385,3.9478176,3.0957081,3.209187,1.3945647,1.9879348,3.2966433,3.5502803,11.250639,11.539111,11.83251,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.466948,2.0497358,1.9680145,1.944078,2.044001,0.1533987,4.0433717,3.1677432,3.2201357,1.2518246,1.8350897,3.2228503,3.0593853,11.537991,11.297072,11.912114,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
17.02932,2.4077113,2.1024854,1.4907238,1.8336375,0.28563905,3.9858296,3.2261212,3.3210902,1.7381419,2.6828823,3.7631018,3.7493753,10.3109665,10.111355,10.490385,MS,M,U,LE3,T,services,other,course,mother,no,no,no,yes,yes,yes,yes,yes
16.341835,2.4180267,2.0723202,1.3988779,2.2437868,0.025585145,4.09688,3.151033,3.1734734,1.1138934,1.5923115,3.0164685,2.1387072,12.28412,12.320396,13.362146,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.777298,2.6931493,2.3963783,1.3427361,2.2326255,0.053686302,3.8533607,3.051086,3.0137587,1.3385065,1.9914132,3.3889425,4.3324604,11.488955,12.682262,12.715423,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.503565,2.9564087,2.6447253,1.2696493,2.2261477,0.043863624,4.1028924,3.0603764,3.102778,1.271559,2.0054035,3.4294305,4.4553275,11.572501,12.345227,12.94954,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
17.026928,2.2497396,1.9872493,1.6858652,1.9329591,0.3920133,4.0052805,3.255511,3.1691341,1.8195134,2.4923801,3.6698074,3.8979993,10.199269,9.92409,10.252148,MS,F,U,LE3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,yes
17.183725,1.9339304,1.8341931,1.8382533,1.7777,0.5898057,3.9156127,3.313415,3.339305,1.8498073,2.6932607,3.6219902,3.3676274,9.506159,9.350255,9.255022,MS,M,U,LE3,T,at_home,other,course,mother,no,no,no,no,yes,yes,yes,yes
16.798704,2.6047163,2.4077744,1.4688911,2.2517679,0.10970248,3.8524084,3.1014543,3.0862253,1.4012234,2.1559377,3.4314053,5.3982463,11.467668,11.9210825,12.502632,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.766903,2.5134296,2.3251095,1.4866436,2.0948722,0.12939334,3.9526448,3.0479455,3.160965,1.3756396,2.1721473,3.6419404,4.7175922,11.411885,11.699328,12.346533,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.620436,3.1477964,2.8526278,1.3464692,2.1147304,0.17069538,4.028409,3.3759527,3.192564,1.7196212,2.4765215,3.6754663,4.391263,11.833727,12.2177105,12.707564,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.518648,3.2993593,2.7905986,1.1996717,2.1701035,0.05200199,4.146768,3.2977667,3.3620617,1.3529749,2.0718057,3.5912645,2.8163593,12.28796,12.645821,13.442005,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.476086,3.2605674,2.8489883,1.1756592,2.1118398,0.07962481,4.139908,3.421148,3.3698277,1.5188631,2.311051,3.7934697,3.3736422,12.553501,12.442139,12.967634,GP,M,U,LE3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
16.833088,2.7395225,2.473696,1.4248472,2.0481343,0.17489281,3.8070886,3.1917584,3.15397,1.543169,2.3210888,3.6090024,3.9572546,12.087339,11.906601,12.175281,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.808487,2.6709168,2.3096437,1.4332155,2.1169233,0.12097524,3.929683,3.2723732,3.3326912,1.5186536,2.1443436,3.3743727,3.767058,11.320593,11.246177,11.816246,GP,F,U,LE3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.622604,2.9866455,2.60655,1.383373,2.0288038,0.12136757,3.9366224,3.204777,3.1585035,1.5916501,2.2479944,3.4954865,4.249302,11.914494,12.289622,12.703583,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.82089,2.5267544,2.3753245,1.6468108,1.9607527,0.43039268,3.7627168,3.307878,3.139912,1.9047818,2.5265994,3.6718056,4.886381,11.012435,11.243341,11.467691,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.350883,3.292637,2.942618,1.2329454,2.147523,0.043683033,4.1780915,3.281047,3.1277716,1.3398192,2.1140342,3.6271548,3.5819097,12.358448,12.981253,13.321753,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.73511,2.9037557,2.520163,1.4326061,2.1190515,0.15034403,3.842764,3.163561,3.127027,1.5713079,2.1421907,3.4665864,4.0932875,11.894611,11.980822,12.717754,GP,F,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.4952,2.2809105,2.1521537,1.5585841,2.2216754,0.10563536,3.9634264,3.117346,3.028902,1.2618805,1.9338493,3.4768314,4.2102566,11.580763,12.010621,12.8079815,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.988995,2.2779152,2.1604557,1.7024086,2.1215777,0.19776064,3.799595,3.1713662,3.1076498,1.5244122,2.2071438,3.2177966,4.0395436,10.918897,11.398105,12.045694,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.567854,2.596621,2.2915757,1.3792442,2.2812715,0.060350455,3.964179,3.0821176,3.058914,1.2942812,1.9719546,3.3274276,4.9972205,11.543372,12.18197,13.096104,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.117092,3.3133967,3.139899,1.1519753,2.0081396,0.033207677,4.292824,3.3294387,3.217795,1.3055319,2.1197395,3.6759753,2.4185221,13.222777,13.487006,13.873775,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.658953,2.8860765,2.548546,1.3447748,2.000885,0.18571582,3.9879875,3.3250334,3.1445482,1.6441498,2.333415,3.680064,3.642284,11.562218,11.6051235,12.111273,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.357813,2.4609165,2.2616103,1.4225457,2.2083654,0.034960233,4.0972414,3.0320866,3.2397523,1.1245962,1.5484143,3.2267845,2.4363332,12.546264,12.803846,13.402703,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.785288,2.4397185,2.2736726,1.4756693,2.082707,0.23732597,3.8116608,3.1732898,3.1148703,1.5849369,2.3247404,3.5481513,4.536427,11.51358,11.088093,11.737934,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.860971,2.328167,2.2602093,1.6891826,2.2106996,0.19392762,3.7541633,3.2225072,3.0409577,1.4808668,2.1565301,3.3535461,5.0214524,11.341132,11.63418,12.307598,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.050594,3.6694381,3.2174938,1.0994092,2.0117333,0.007186589,4.439096,3.264844,3.1249447,1.164901,1.8096235,3.8245447,2.021112,13.478923,13.462631,14.125137,GP,M,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.989601,1.997209,2.0099363,1.855649,2.0283854,0.38542902,3.704049,3.114449,3.1492572,1.6302102,2.2894795,3.4017212,5.330761,10.741161,10.486739,11.437924,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.857746,2.491743,2.4150953,1.6218715,1.8768945,0.40964878,3.7903507,3.2201233,3.2404606,1.8588734,2.64155,3.7259212,4.9381976,10.739104,10.964799,11.179018,GP,M,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no
17.124197,2.3919125,2.2054825,1.6466686,1.9680766,0.3609265,3.7674434,3.1484504,3.250487,1.7343915,2.513578,3.5290062,4.8861403,10.372451,10.373774,10.967022,GP,F,U,LE3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.753378,2.0878334,2.1322525,1.717473,2.0117886,0.29095727,3.7790413,3.1122417,3.1259425,1.4717587,2.2426436,3.6732814,4.405811,11.406483,11.119602,11.245293,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.445442,3.0774832,2.5262456,1.2253891,2.3018801,0.020139184,4.1197567,3.1483517,3.09682,1.1974086,1.6975567,3.1734657,3.123797,12.327799,12.754203,13.527604,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.54987,2.073887,2.0027301,1.748904,2.0756147,0.11353386,4.011574,3.162425,3.1745954,1.2536234,1.917953,3.2076614,3.1375964,11.458657,11.7573805,11.970011,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.578236,2.3509889,2.0684812,1.6002383,2.0814486,0.075711936,3.9886937,3.178031,3.197049,1.2190149,1.7167848,3.2399945,2.942631,11.671851,12.113777,12.7495,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.783382,2.4382782,2.1884532,1.6059576,2.1669233,0.14851116,3.8127692,3.2079103,3.256411,1.429307,2.113392,3.149428,4.139799,11.052358,11.390874,12.474566,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.631054,2.23385,2.1179252,1.505961,2.2490575,0.066968895,3.9759512,3.1028328,3.0251842,1.2374982,1.8518286,3.28605,4.377556,11.807079,12.2099,13.0220995,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.830929,2.6791127,2.4373815,1.5406433,1.9197918,0.3368384,3.7880144,3.2455447,3.1928303,1.8664417,2.5881333,3.6561832,5.0213685,10.581074,11.445525,11.442223,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
16.491388,2.6476843,2.3069224,1.3572248,2.3763099,0.02673956,4.0301466,3.2086864,3.145213,1.1437693,1.6437932,3.0233853,2.8040302,12.533787,12.243115,13.700389,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.565397,2.7123456,2.5690513,1.3483411,2.1815069,0.09481518,4.056721,3.1297028,3.0256658,1.3781,2.0610843,3.578203,4.3912277,12.3969,12.071987,12.652183,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.619438,3.1549997,2.587739,1.188694,1.8435664,0.090432666,4.2209163,3.404385,3.5244746,1.5355002,2.3545623,3.9667664,2.3944054,12.115895,11.950942,12.847388,GP,M,U,LE3,A,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
17.270702,1.8100383,1.7981762,2.0935235,1.8549253,0.7715608,3.6989844,3.2608066,3.0987608,2.1180415,2.6497948,3.3784258,5.06455,9.606443,9.622299,9.788292,MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,no,no
16.825542,2.481401,2.1774254,1.6546052,2.0759134,0.20238665,3.818993,3.1493807,3.1612787,1.511646,2.2340534,3.311658,4.3195486,11.15991,11.517975,11.704654,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.362753,3.04475,2.590406,1.1520491,2.2256167,0.0063188863,4.261,3.1131334,3.0728042,1.1011785,1.6348184,3.3845806,2.5114443,13.013635,13.60953,14.004023,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.895164,2.5082436,2.3461032,1.4830489,2.1173983,0.1464138,3.858429,3.221648,3.1585336,1.5117021,2.1956997,3.445385,4.3524485,11.355181,11.580077,12.239626,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.611212,2.378103,2.2203367,1.4652998,2.2962332,0.06125335,3.9383905,3.142104,3.0853515,1.1951646,1.8086951,3.2993724,3.661704,11.924724,12.235535,12.924252,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.506367,2.4773045,2.210707,1.3692636,2.126086,0.046565805,4.0734663,3.2643094,3.3270774,1.1933148,1.9181206,3.2493365,2.5836148,12.171779,12.004164,12.420664,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.595188,3.0027478,2.7056384,1.3880217,2.1027355,0.14670882,3.9564672,3.2977593,3.132386,1.6127806,2.35785,3.5683315,4.2626805,11.915436,12.221341,12.477303,GP,M,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.575363,2.1532753,2.0399187,1.526578,2.2345893,0.086491734,3.987064,3.1503458,3.0973184,1.2235119,1.946673,3.2544966,3.667457,11.652784,11.627727,12.022182,GP,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.878807,1.9390019,1.7855587,2.0203278,1.8573464,0.5420892,3.8527503,3.2122374,3.1189976,1.7330031,2.4555404,3.6433218,3.6253903,10.218206,10.009223,10.192774,MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.532637,2.942182,2.6455767,1.2870424,2.1478846,0.069903634,4.0021076,3.2064865,3.060924,1.3287107,2.086454,3.549346,3.8868718,12.167042,12.710414,12.910109,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no
16.865047,2.5231142,2.3107712,1.5395576,2.2958689,0.15307793,3.7675076,3.0578368,3.0594318,1.5154493,2.1641355,3.3749871,5.865123,11.538022,11.619601,12.153102,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no
16.94583,2.3014278,2.0958982,1.6095775,2.1747906,0.23624338,3.7057934,3.1131823,3.1223056,1.5076171,2.0718768,3.3301084,4.8089647,11.193359,11.159668,11.566204,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no
16.995247,2.4633381,2.3254545,1.5404186,1.8393683,0.5279025,3.9208155,3.3481634,3.2761045,2.0255103,2.7847843,3.853624,4.5357347,10.577481,10.433329,10.760921,GP,M,U,GT3,T,services,other,course,mother,no,no,no,yes,yes,yes,yes,no
16.634525,3.0845282,2.6080527,1.3410249,2.0737586,0.101250544,4.017145,3.297392,3.1840103,1.4668096,2.156491,3.512524,3.7852192,12.214513,12.288322,12.545088,GP,M,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no
17.260904,2.0424743,2.017014,1.9460793,1.9411621,0.6844668,3.570695,3.141689,3.1180868,2.1338391,2.694149,3.4126654,6.810459,9.951189,10.25685,10.430545,MS,M,R,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,no
16.733963,2.9703538,2.639034,1.3446684,1.978854,0.1147798,3.9717593,3.2055802,3.2249403,1.6165988,2.4792595,3.8076978,4.080898,11.833073,11.725435,12.351397,GP,M,U,GT3,T,services,other,home,mother,no,yes,no,yes,yes,yes,yes,no
