duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
11,1967,25,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
12,7763,39,no checking,critical/other existing credit,repairs,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,none,no,good
12,2149,31,<0,critical/other existing credit,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
60,1238,34,no checking,critical/other existing credit,retraining,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,4,unskilled resident,1,none,no,good
12,1747,30,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,life insurance,bank,rent,1,unemp/unskilled non res,1,none,no,bad
24,9566,41,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
6,730,25,no checking,critical/other existing credit,retraining,>=1000,1<=X<4,1,male mar/wid,guarantor,2,real estate,none,own,4,unskilled resident,1,none,no,good
6,9157,42,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
36,12680,23,no checking,critical/other existing credit,retraining,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,4,unskilled resident,1,none,no,good
12,15857,44,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,2,real estate,stores,own,2,unskilled resident,1,none,no,good
42,5507,35,no checking,critical/other existing credit,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
40,5595,28,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,bad
12,1967,28,<0,all paid,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
21,8947,22,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
18,3394,30,>=200,existing paid,retraining,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,bad
24,763,27,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
18,1957,28,no checking,critical/other existing credit,repairs,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
13,4712,31,no checking,critical/other existing credit,repairs,>=1000,1<=X<4,3,male mar/wid,none,2,real estate,none,own,4,skilled,2,none,no,good
27,2360,23,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,2,real estate,stores,own,2,unskilled resident,1,none,no,good
12,1418,31,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,real estate,none,own,4,high qualif/self emp/mgmt,2,yes,no,good
4,5003,23,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,3,unemp/unskilled non res,1,yes,yes,bad
9,1209,26,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
21,1418,50,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,4,no known property,none,for free,4,high qualif/self emp/mgmt,2,yes,no,good
18,2745,21,<0,all paid,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
9,2978,49,<0,all paid,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,1922,59,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
18,1249,41,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unemp/unskilled non res,1,none,no,bad
27,2331,29,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
12,2579,36,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
26,5595,49,no checking,critical/other existing credit,retraining,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,4,unskilled resident,1,none,no,good
42,2746,39,<0,all paid,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
24,3124,23,>=200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,bad
11,918,26,no checking,critical/other existing credit,repairs,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
10,1743,30,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,4,no known property,none,for free,4,high qualif/self emp/mgmt,2,yes,no,good
18,783,45,no checking,critical/other existing credit,other,no known savings,unemployed,3,male single,co applicant,4,no known property,none,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
21,2384,38,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
15,3249,21,no checking,critical/other existing credit,repairs,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,4,unskilled resident,1,none,no,good
48,1028,29,>=200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,bad
24,3632,24,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
24,1372,27,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,real estate,none,own,4,skilled,2,yes,no,good
