duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
48,5951,22,>=200,existing paid,radio/tv,<100,1<=X<4,2,male mar/wid,guarantor,2,real estate,stores,rent,1,unskilled resident,1,none,yes,bad
12,2096,49,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,3,male mar/wid,guarantor,3,life insurance,stores,for free,3,unskilled resident,2,none,no,good
36,9055,35,>=200,all paid,education,no known savings,>=7,2,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
12,3059,61,>=200,existing paid,other,>=1000,<1,2,male div/sep,co applicant,3,real estate,none,rent,3,unskilled resident,1,none,no,good
48,4308,24,<0,no credits/all paid,furniture/equipment,100<=X<500,<1,1,female div/dep/mar,co applicant,4,life insurance,bank,rent,1,unskilled resident,1,none,yes,bad
24,2424,53,no checking,critical/other existing credit,retraining,no known savings,>=7,4,male single,none,4,life insurance,stores,own,4,skilled,1,yes,yes,good
6,2647,44,>=200,existing paid,retraining,500<=X<1000,1<=X<4,2,male mar/wid,guarantor,3,real estate,none,rent,3,unskilled resident,2,none,no,good
10,2241,48,<0,critical/other existing credit,new car,>=1000,<1,1,male single,guarantor,3,real estate,bank,own,3,unskilled resident,2,none,no,good
10,2069,26,>=200,critical/other existing credit,repairs,>=1000,4<=X<7,3,male mar/wid,guarantor,1,real estate,none,own,3,skilled,2,none,no,good
12,409,42,>=200,all paid,domestic appliance,500<=X<1000,<1,3,male div/sep,none,3,real estate,bank,rent,2,unskilled resident,1,none,no,good
60,6836,63,0<=X<200,delayed previously,business,100<=X<500,>=7,3,male single,none,4,no known property,stores,for free,2,high qualif/self emp/mgmt,2,yes,yes,bad
18,1913,36,0<=X<200,delayed previously,business,100<=X<500,<1,3,male div/sep,none,3,real estate,bank,rent,1,unskilled resident,1,yes,no,good
48,6110,31,>=200,all paid,education,>=1000,>=7,3,male div/sep,none,3,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
18,2100,37,>=200,all paid,other,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,stores,own,4,unskilled resident,1,none,yes,bad
9.00000000000001,458,24,>=200,existing paid,radio/tv,100<=X<500,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,bad
30,6187,24,0<=X<200,no credits/all paid,repairs,100<=X<500,4<=X<7,3,male mar/wid,guarantor,3,life insurance,none,rent,2,skilled,1,yes,no,good
36,2299,39,>=200,critical/other existing credit,retraining,500<=X<1000,>=7,4,male mar/wid,none,4,car,none,rent,4,skilled,1,yes,yes,good
11,7228,39,no checking,critical/other existing credit,new car,>=1000,>=7,1,female div/dep/mar,none,2,real estate,stores,own,3,unemp/unskilled non res,2,none,no,good
12,2073,28,>=200,existing paid,other,100<=X<500,1<=X<4,3,male mar/wid,co applicant,2,real estate,none,rent,4,unskilled resident,1,none,no,good
18,1961,23,>=200,existing paid,other,500<=X<1000,1<=X<4,3,male div/sep,co applicant,2,car,bank,own,4,high qualif/self emp/mgmt,1,yes,no,good
36,6229,23,<0,critical/other existing credit,other,>=1000,unemployed,4,male div/sep,co applicant,4,no known property,bank,rent,2,unskilled resident,1,none,yes,bad
15,1537,50,no checking,critical/other existing credit,repairs,no known savings,>=7,4,male single,guarantor,4,real estate,none,own,4,unskilled resident,2,none,no,good
27,5190,48,no checking,no credits/all paid,retraining,no known savings,>=7,4,male single,guarantor,4,real estate,none,own,4,unskilled resident,2,yes,yes,good
36,1819,37,<0,delayed previously,education,<100,1<=X<4,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,bad
8.00000000000001,1164,51,<0,all paid,other,100<=X<500,unemployed,3,male div/sep,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,no,bad
42,5954,41,0<=X<200,all paid,repairs,100<=X<500,<1,2,male div/sep,guarantor,1,real estate,bank,own,3,unskilled resident,1,none,yes,good
