duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
18,2333,28,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,car,stores,own,3,high qualif/self emp/mgmt,2,yes,no,good
15,2775,22,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
18,12204,36,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,585,24,<0,all paid,other,no known savings,unemployed,3,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
36,3414,39,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,real estate,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
27,2424,45,no checking,critical/other existing credit,used car,no known savings,>=7,4,male single,none,2,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
24,1337,29,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
36,7119,26,>=200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
6,14782,22,no checking,critical/other existing credit,radio/tv,>=1000,>=7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
12,454,29,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
24,1478,24,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
12,3804,52,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
24,3234,28,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
30,2746,30,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,3,real estate,none,rent,1,unskilled resident,1,none,no,good
18,7511,20,no checking,critical/other existing credit,other,no known savings,>=7,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
12,1516,47,0<=X<200,all paid,other,100<=X<500,<1,1,female div/dep/mar,co applicant,1,no known property,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
30,339,25,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
24,2320,36,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
6,2121,46,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
12,1410,42,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
21,5801,44,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
12,14782,42,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,3213,22,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
12,2606,38,<0,all paid,other,100<=X<500,unemployed,3,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
24,1534,38,0<=X<200,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,4,unemp/unskilled non res,1,yes,yes,bad
26,3643,26,no checking,critical/other existing credit,radio/tv,>=1000,>=7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
18,672,22,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
12,2337,39,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
15,7758,31,no checking,existing paid,retraining,>=1000,4<=X<7,1,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
18,1228,25,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
12,3062,27,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,640,29,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
22,1595,29,<0,all paid,other,100<=X<500,unemployed,3,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
48,750,27,>=200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
6,4736,36,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
24,1512,46,no checking,existing paid,retraining,>=1000,1<=X<4,1,male mar/wid,guarantor,3,real estate,none,own,1,unskilled resident,1,none,no,good
12,3844,46,<0,all paid,other,100<=X<500,unemployed,3,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
27,9034,37,>=200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
30,3651,32,no checking,existing paid,retraining,>=1000,4<=X<7,1,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
18,1898,31,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
60,1333,32,no checking,critical/other existing credit,other,no known savings,>=7,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
18,2424,29,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
30,754,29,>=200,critical/other existing credit,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
20,2326,23,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
36,1311,34,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
15,6468,37,>=200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
30,1274,66,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,918,25,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
30,888,25,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,no known property,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
18,1740,38,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,13756,48,0<=X<200,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,4,unemp/unskilled non res,1,yes,yes,bad
18,3384,34,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
8,3105,38,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
18,12976,24,no checking,critical/other existing credit,other,no known savings,>=7,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
15,9277,34,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,730,32,0<=X<200,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,2708,29,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,754,30,>=200,critical/other existing credit,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
39,10127,24,<0,all paid,other,no known savings,unemployed,3,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,1393,26,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
30,1928,35,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
15,2675,30,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
18,4153,29,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
12,781,26,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,4,unemp/unskilled non res,1,yes,yes,bad
18,3399,60,no checking,existing paid,retraining,>=1000,4<=X<7,1,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
15,2212,36,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,guarantor,1,real estate,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
36,3399,26,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
12,2764,21,no checking,existing paid,retraining,>=1000,4<=X<7,1,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
24,1283,36,<0,all paid,other,100<=X<500,unemployed,3,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
21,2331,34,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
24,9055,26,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
6,1038,33,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
12,7166,33,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,no known property,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
18,1953,43,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
10,2759,32,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
15,1455,33,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
30,640,53,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,life insurance,stores,own,2,skilled,2,yes,no,good
12,4933,28,no checking,critical/other existing credit,used car,no known savings,>=7,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
27,1388,43,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
30,2708,42,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
30,1364,42,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,3343,29,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
30,2301,35,<0,all paid,other,no known savings,unemployed,3,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,1919,43,<0,all paid,other,100<=X<500,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
36,3552,33,0<=X<200,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
21,951,30,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
6,2463,30,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
18,3660,55,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
6,2684,65,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
9,1299,24,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,3650,31,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
12,960,38,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,car,stores,own,3,skilled,2,yes,no,good
18,3447,24,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,car,stores,own,3,high qualif/self emp/mgmt,2,yes,no,good
18,763,20,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
12,1898,40,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
6,2820,42,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
36,3343,23,<0,all paid,other,100<=X<500,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
18,2346,50,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
12,1967,35,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
36,1007,52,no checking,existing paid,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
12,1345,21,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,guarantor,2,real estate,stores,own,2,unskilled resident,2,none,no,good
24,2872,63,no checking,existing paid,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
18,3905,32,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,unemp/unskilled non res,1,yes,yes,bad
12,1995,21,no checking,critical/other existing credit,used car,no known savings,>=7,4,male single,none,2,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
12,2415,41,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
24,4210,29,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
18,522,25,0<=X<200,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
21,7882,49,no checking,critical/other existing credit,used car,>=1000,>=7,2,male single,none,2,life insurance,stores,own,2,skilled,2,yes,no,good
6,1138,74,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
36,12749,30,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
12,1244,45,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,2,none,no,good
18,3378,29,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
24,1228,56,<0,all paid,other,100<=X<500,unemployed,3,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
15,781,50,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,3,real estate,none,own,1,unskilled resident,1,none,no,good
18,2080,35,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,no known property,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
9,1037,27,<0,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,1,yes,yes,bad
12,3149,37,no checking,critical/other existing credit,other,no known savings,>=7,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
13,5842,50,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
48,8978,27,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,real estate,stores,own,2,unskilled resident,2,yes,no,good
12,2415,66,no checking,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,3,real estate,none,rent,1,unskilled resident,1,none,no,good
18,1262,70,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
12,2899,34,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
13,9566,47,0<=X<200,all paid,other,100<=X<500,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,4,unemp/unskilled non res,1,none,yes,bad
6,7408,66,<0,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
27,2080,32,>=200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
18,741,38,no checking,critical/other existing credit,used car,no known savings,>=7,4,male single,none,2,no known property,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
12,1740,28,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,real estate,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
9,625,63,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,2,male single,none,2,life insurance,stores,own,2,unskilled resident,2,yes,no,good
12,2762,31,no checking,existing paid,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
21,5951,45,0<=X<200,all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,co applicant,1,no known property,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
60,3181,27,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,bank,rent,4,unemp/unskilled non res,1,none,yes,bad
24,900,30,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
21,2181,59,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
