duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
39.4022500862695,7358.34456761222,38.1802105333946,>=200,existing paid,radio/tv,100<=X<500,1<=X<4,3,male mar/wid,guarantor,2,car,none,rent,1,unskilled resident,1,none,yes,bad
14.961194200841,1874.36010135668,34.9839681621638,<0,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,3,life insurance,stores,own,4,unskilled resident,2,none,no,good
41.2683132646142,7777.04421508511,38.4242421425844,>=200,all paid,used car,no known savings,>=7,1,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
17.9269581436748,2539.8061225647,35.3718114870017,>=200,existing paid,furniture/equipment,>=1000,1<=X<4,3,male div/sep,guarantor,2,real estate,none,rent,1,skilled,2,none,no,good
35.8956407790604,6571.54586873004,37.7216389684183,<0,all paid,furniture/equipment,<100,<1,2,female div/dep/mar,co applicant,1,life insurance,bank,rent,1,skilled,1,none,yes,bad
21.8837482080928,3427.61454423111,35.8892547642988,no checking,critical/other existing credit,retraining,>=1000,>=7,4,male single,none,4,life insurance,none,for free,4,skilled,1,yes,yes,good
12.8787220261776,1407.10348565244,34.711635991542,<0,existing paid,retraining,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,3,real estate,none,rent,1,unskilled resident,2,none,no,good
14.2273379736906,1709.70043325464,34.8879992163619,<0,critical/other existing credit,repairs,>=1000,<1,1,male single,guarantor,3,real estate,stores,own,3,unemp/unskilled non res,2,none,no,good
12.3251411757259,1282.89327153875,34.6392422873415,no checking,critical/other existing credit,repairs,>=1000,4<=X<7,3,male mar/wid,guarantor,3,life insurance,none,own,2,skilled,2,none,no,good
10.7348988434389,926.081180902226,34.4312807349926,>=200,all paid,radio/tv,500<=X<1000,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,none,rent,4,unskilled resident,1,none,no,good
