duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
6,1169,67,no checking,critical/other existing credit,repairs,no known savings,>=7,4,male mar/wid,guarantor,4,real estate,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
42,7882,45,<0,existing paid,other,<100,>=7,4,male single,guarantor,3,no known property,bank,for free,3,unskilled resident,2,none,no,bad
24,4870,53,<0,delayed previously,other,100<=X<500,>=7,3,male single,co applicant,4,no known property,stores,for free,3,unskilled resident,2,none,no,bad
12,3059,61,>=200,critical/other existing credit,other,>=1000,1<=X<4,3,male div/sep,guarantor,3,real estate,none,rent,2,skilled,1,none,no,good
24,2424,53,no checking,critical/other existing credit,repairs,no known savings,>=7,4,male single,none,4,life insurance,none,own,4,skilled,2,yes,yes,good
6,426,39,0<=X<200,no credits/all paid,business,<100,1<=X<4,4,male mar/wid,guarantor,1,car,none,own,3,skilled,1,none,yes,bad
24,4020,27,<0,delayed previously,domestic appliance,<100,1<=X<4,2,male div/sep,none,2,car,stores,own,1,unskilled resident,1,none,yes,bad
48,6110,31,>=200,all paid,education,500<=X<1000,>=7,2,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
10,1225,37,>=200,existing paid,domestic appliance,500<=X<1000,1<=X<4,2,male div/sep,co applicant,3,car,none,own,1,unemp/unskilled non res,1,none,yes,bad
30,2333,30,no checking,all paid,retraining,500<=X<1000,4<=X<7,4,male single,none,3,car,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
12,1158,26,>=200,existing paid,domestic appliance,500<=X<1000,<1,3,male div/sep,co applicant,1,car,none,own,1,skilled,1,yes,yes,good
30,6187,24,no checking,critical/other existing credit,used car,100<=X<500,4<=X<7,1,female div/dep/mar,co applicant,4,car,none,rent,2,skilled,1,yes,no,good
11,1393,35,<0,critical/other existing credit,repairs,>=1000,unemployed,1,female div/dep/mar,none,4,car,stores,rent,4,unemp/unskilled non res,1,yes,yes,good
11,7228,39,no checking,critical/other existing credit,repairs,>=1000,1<=X<4,1,female div/dep/mar,none,2,life insurance,none,rent,3,unskilled resident,2,none,no,good
27,5965,30,0<=X<200,delayed previously,other,no known savings,unemployed,2,male single,none,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
36,2225,57,<0,delayed previously,other,100<=X<500,>=7,2,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
36,6229,23,<0,all paid,repairs,<100,unemployed,4,female div/dep/mar,co applicant,4,no known property,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
9,1391,27,0<=X<200,no credits/all paid,business,>=1000,<1,2,male mar/wid,guarantor,1,real estate,bank,own,3,high qualif/self emp/mgmt,1,yes,yes,good
15,1537,50,0<=X<200,critical/other existing credit,radio/tv,no known savings,>=7,4,male mar/wid,guarantor,4,real estate,none,own,4,high qualif/self emp/mgmt,2,yes,no,good
36,1953,61,0<=X<200,no credits/all paid,other,no known savings,>=7,2,male div/sep,none,1,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,3181,26,0<=X<200,existing paid,retraining,no known savings,<1,4,male mar/wid,none,1,life insurance,none,rent,4,skilled,1,yes,yes,good
36,8133,30,no checking,no credits/all paid,used car,>=1000,<1,1,female div/dep/mar,guarantor,2,life insurance,bank,rent,1,unskilled resident,1,none,no,good
12,1526,66,<0,critical/other existing credit,other,no known savings,>=7,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
42,3965,34,<0,existing paid,domestic appliance,<100,<1,4,male mar/wid,co applicant,3,life insurance,stores,own,1,skilled,1,none,yes,bad
18,1568,24,0<=X<200,delayed previously,education,100<=X<500,<1,2,female div/dep/mar,guarantor,4,life insurance,none,rent,4,unskilled resident,1,none,no,good
24,1755,58,0<=X<200,all paid,other,100<=X<500,unemployed,4,male mar/wid,guarantor,3,real estate,bank,for free,4,high qualif/self emp/mgmt,2,yes,no,good
36,12612,47,>=200,no credits/all paid,education,100<=X<500,>=7,2,male div/sep,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,no,bad
12,1108,28,<0,no credits/all paid,repairs,<100,unemployed,4,male single,co applicant,1,life insurance,bank,own,3,unemp/unskilled non res,1,none,yes,bad
12,1409,54,<0,critical/other existing credit,retraining,<100,>=7,4,male single,co applicant,3,life insurance,none,own,3,skilled,2,yes,no,good
12,797.000000000001,33,no checking,all paid,retraining,500<=X<1000,>=7,4,male single,guarantor,3,life insurance,stores,own,4,unskilled resident,2,none,yes,good
12,1318,54,>=200,all paid,radio/tv,>=1000,>=7,3,male div/sep,guarantor,1,real estate,stores,own,4,high qualif/self emp/mgmt,2,yes,no,good
12,2012,61,no checking,critical/other existing credit,education,500<=X<1000,4<=X<7,4,female div/dep/mar,none,2,car,none,rent,2,skilled,1,none,yes,good
18,2622,34,0<=X<200,no credits/all paid,business,100<=X<500,1<=X<4,2,male div/sep,co applicant,1,car,stores,rent,4,skilled,1,none,yes,bad
36,2337,36,0<=X<200,critical/other existing credit,repairs,<100,>=7,4,male mar/wid,guarantor,4,real estate,none,own,4,skilled,1,none,yes,good
24,1469,41,0<=X<200,existing paid,retraining,100<=X<500,>=7,1,female div/dep/mar,guarantor,4,real estate,none,rent,4,unskilled resident,2,none,no,good
9,1919,35,<0,no credits/all paid,retraining,500<=X<1000,4<=X<7,4,female div/dep/mar,co applicant,3,life insurance,none,rent,2,skilled,1,yes,yes,good
24,11938,39,<0,delayed previously,other,100<=X<500,unemployed,2,male div/sep,co applicant,3,no known property,bank,for free,4,unemp/unskilled non res,2,yes,yes,bad
18,6260,28,<0,all paid,retraining,>=1000,4<=X<7,3,male mar/wid,guarantor,3,real estate,none,rent,1,unskilled resident,2,none,no,good
12,1680,35,>=200,existing paid,domestic appliance,500<=X<1000,<1,3,male mar/wid,guarantor,1,real estate,none,own,1,skilled,1,none,yes,good
10,2132,27,<0,critical/other existing credit,other,>=1000,unemployed,1,male div/sep,co applicant,3,life insurance,none,rent,2,unemp/unskilled non res,2,none,no,good
33,4281,23,<0,all paid,retraining,500<=X<1000,4<=X<7,1,female div/dep/mar,none,3,car,none,rent,3,unemp/unskilled non res,1,none,yes,bad
12,2366,36,>=200,all paid,other,500<=X<1000,unemployed,3,male div/sep,co applicant,3,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
21,1835,25,<0,all paid,radio/tv,>=1000,1<=X<4,3,male mar/wid,co applicant,2,car,stores,own,2,unskilled resident,1,none,yes,bad
18,1924,27,0<=X<200,all paid,retraining,100<=X<500,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,skilled,1,none,yes,bad
12,701,40,0<=X<200,existing paid,radio/tv,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,stores,own,1,unskilled resident,1,none,no,bad
12,639,30,0<=X<200,delayed previously,repairs,100<=X<500,unemployed,4,male mar/wid,co applicant,1,car,stores,own,4,unemp/unskilled non res,1,none,yes,bad
15,2708,27,<0,no credits/all paid,retraining,>=1000,<1,2,male div/sep,guarantor,3,life insurance,bank,rent,2,unskilled resident,2,none,no,bad
60,10144,21,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,3,female div/dep/mar,co applicant,4,car,none,rent,4,skilled,1,none,yes,good
27,8613,27,no checking,delayed previously,used car,>=1000,1<=X<4,3,male single,none,2,car,stores,own,2,unskilled resident,1,none,yes,good
15,2728,35,0<=X<200,no credits/all paid,business,no known savings,4<=X<7,4,male mar/wid,guarantor,1,real estate,bank,own,3,unemp/unskilled non res,2,yes,no,good
36,4795,30,0<=X<200,existing paid,other,no known savings,<1,4,male mar/wid,guarantor,1,no known property,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
21,2288,23,<0,critical/other existing credit,furniture/equipment,>=1000,<1,1,female div/dep/mar,none,1,life insurance,none,rent,2,skilled,1,yes,yes,good
36,5371,28,<0,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,3,male mar/wid,guarantor,3,life insurance,none,own,2,unskilled resident,2,none,no,good
6,1346,42,>=200,all paid,other,100<=X<500,>=7,2,male div/sep,guarantor,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,no,good
10,1924,38,>=200,existing paid,new car,no known savings,4<=X<7,1,male single,guarantor,1,real estate,none,rent,1,unskilled resident,2,none,no,good
9,1288,48,no checking,critical/other existing credit,repairs,100<=X<500,>=7,3,male single,guarantor,4,real estate,none,own,4,unemp/unskilled non res,2,none,no,good
12,339,45,<0,all paid,retraining,500<=X<1000,<1,4,male mar/wid,guarantor,3,real estate,bank,rent,4,unskilled resident,2,none,yes,bad
