duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
6.81961563477093,967.820708108373,67.0912465412464,no checking,critical/other existing credit,repairs,>=1000,>=7,4,male single,co applicant,4,real estate,stores,for free,4,skilled,1,yes,yes,good
12.8817852342227,1879.56082839857,49.0981677866204,>=200,all paid,retraining,500<=X<1000,4<=X<7,2,male single,none,3,life insurance,stores,own,2,unskilled resident,2,none,no,good
20.1823978187849,3772.05204117468,52.5749922523283,no checking,existing paid,retraining,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,life insurance,none,rent,1,skilled,2,none,yes,good
35.734257638069,7013.22796531795,34.970415313764,0<=X<200,delayed previously,used car,500<=X<1000,unemployed,2,male div/sep,guarantor,2,car,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
14.065713661907,2551.95890155944,61.2299727077646,no checking,all paid,repairs,>=1000,1<=X<4,2,male div/sep,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,good
29.677942995635,5313.05071272219,27.9641458917012,0<=X<200,no credits/all paid,other,<100,unemployed,4,male mar/wid,guarantor,3,car,bank,own,3,unemp/unskilled non res,1,yes,yes,bad
12.7951824932933,1099.81796083591,25.0885264373867,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,none,1,life insurance,none,rent,1,skilled,1,none,yes,bad
37.1440281214176,6972.65968031345,22.79142143736,<0,no credits/all paid,domestic appliance,100<=X<500,<1,1,female div/dep/mar,none,4,life insurance,none,rent,4,skilled,1,none,yes,bad
13.5389453171978,1189.25717026456,22.1713284024906,>=200,existing paid,domestic appliance,>=1000,<1,1,female div/dep/mar,none,1,car,none,own,3,unemp/unskilled non res,1,none,yes,good
16.4164660860371,3060.42127861381,59.1557368957863,<0,no credits/all paid,education,<100,>=7,4,male single,co applicant,4,life insurance,bank,rent,4,unskilled resident,2,none,no,bad
35.6249929818963,6691.31366730269,25.626221770741,>=200,no credits/all paid,business,<100,<1,1,male div/sep,none,4,car,stores,own,3,unemp/unskilled non res,2,yes,yes,bad
40.5177189426892,8524.63248969279,45.8388921085205,0<=X<200,all paid,other,no known savings,unemployed,3,male div/sep,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,1,yes,yes,bad
12.2301561109156,1693.59557264648,48.2482798313351,<0,critical/other existing credit,new car,<100,<1,1,male single,co applicant,3,life insurance,none,rent,3,unskilled resident,2,none,no,good
12.6100168444675,1654.26791631881,44.0679122320248,0<=X<200,delayed previously,repairs,100<=X<500,4<=X<7,3,male mar/wid,co applicant,1,life insurance,none,rent,2,skilled,2,yes,no,good
9.90939925827531,922.149772900349,41.7672566521223,>=200,all paid,retraining,>=1000,4<=X<7,4,female div/dep/mar,co applicant,3,real estate,bank,rent,2,unskilled resident,1,none,yes,good
16.3727736514793,2312.41190803941,35.8188434068013,0<=X<200,all paid,business,>=1000,<1,3,male mar/wid,guarantor,1,real estate,bank,own,3,unskilled resident,1,yes,no,bad
10.6821210174046,1587.48084793612,56.8532825707056,no checking,all paid,repairs,100<=X<500,>=7,3,male single,none,4,no known property,stores,for free,4,unskilled resident,2,none,yes,good
40.3496089623965,7987.83173764037,30.1482937955926,>=200,all paid,education,500<=X<1000,>=7,1,male single,none,1,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
23.6672115368214,3887.41873565259,29.2949804527929,>=200,all paid,retraining,500<=X<1000,unemployed,4,male single,none,2,car,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
31.8666937346698,5728.80946801442,24.20781612701,no checking,no credits/all paid,retraining,100<=X<500,4<=X<7,3,male mar/wid,co applicant,4,life insurance,none,rent,2,unemp/unskilled non res,1,yes,no,good
11.8483544007424,1184.76661550361,35.0944459836232,no checking,critical/other existing credit,domestic appliance,>=1000,unemployed,1,female div/dep/mar,co applicant,1,life insurance,none,own,3,unemp/unskilled non res,1,yes,yes,good
26.0508267150628,4741.08083820918,37.8923739226068,>=200,all paid,retraining,500<=X<1000,>=7,4,male single,none,2,car,none,for free,4,unemp/unskilled non res,1,none,yes,good
8.66371107294757,129.177055774145,26.2965468348516,>=200,all paid,retraining,500<=X<1000,1<=X<4,1,male div/sep,guarantor,2,real estate,stores,own,4,unskilled resident,2,none,no,good
11.3471227114761,814.885459176872,27.2613015421099,0<=X<200,delayed previously,repairs,100<=X<500,<1,3,male mar/wid,guarantor,1,real estate,bank,own,3,high qualif/self emp/mgmt,1,yes,yes,bad
23.9397016656942,4913.26841847094,59.6573456352958,0<=X<200,no credits/all paid,repairs,<100,>=7,3,male div/sep,guarantor,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
