duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
15,1228,39,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
24,1301,24,no checking,critical/other existing credit,other,no known savings,>=7,2,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
48,2360,30,<0,all paid,furniture/equipment,<100,<1,1,female div/dep/mar,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
36,1817,43,<0,all paid,furniture/equipment,<100,<1,1,female div/dep/mar,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
12,2235,27,<0,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
48,2812,24,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
24,2278,29,<0,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
18,750,43,<0,all paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
36,1553,36,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,car,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
6,1198,27,no checking,critical/other existing credit,domestic appliance,>=1000,4<=X<7,4,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
24,1512,29,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,1322,33,<0,existing paid,domestic appliance,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
12,4455,42,no checking,existing paid,domestic appliance,>=1000,1<=X<4,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
12,685,44,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
48,1371,24,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
12,2631,46,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,2,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
6,1715,39,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
18,1715,22,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,4,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
24,1237,21,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
36,1967,32,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,4,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
28,5800,26,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
15,1655,32,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
10,2753,36,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
24,701,27,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,6361,32,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
36,1657,26,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
18,1963,27,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
12,11816,43,no checking,existing paid,domestic appliance,>=1000,1<=X<4,4,male mar/wid,guarantor,2,real estate,none,own,1,unskilled resident,1,none,no,good
48,797,30,<0,all paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
21,4151,44,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,2,car,none,own,4,unskilled resident,1,yes,no,good
9,1755,22,<0,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
27,2862,24,<0,existing paid,domestic appliance,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,5848,47,<0,all paid,furniture/equipment,<100,<1,1,female div/dep/mar,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
48,2404,23,no checking,critical/other existing credit,retraining,no known savings,>=7,2,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,1,yes,no,good
9,2629,45,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,1455,35,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
36,1823,36,no checking,critical/other existing credit,other,no known savings,>=7,2,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
7,730,35,no checking,critical/other existing credit,domestic appliance,>=1000,4<=X<7,4,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
24,1768,34,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
18,3349,26,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
18,5150,61,<0,all paid,furniture/equipment,<100,<1,1,female div/dep/mar,guarantor,1,real estate,bank,rent,1,unemp/unskilled non res,1,none,no,bad
24,484,25,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
21,3763,30,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,2,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
30,12612,35,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
12,8613,39,<0,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
36,1961,39,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
27,3660,31,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
21,2463,37,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
15,3016,61,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
6,1965,32,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,2197,30,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
24,2622,31,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
48,1331,48,<0,all paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
14,13756,63,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,4,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
48,2753,39,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
14,1322,36,no checking,critical/other existing credit,retraining,no known savings,4<=X<7,2,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,1,yes,no,good
24,900,42,no checking,existing paid,domestic appliance,>=1000,4<=X<7,4,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
48,3868,26,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,2718,25,<0,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
18,3650,23,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
30,2331,44,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,2,car,none,own,4,unskilled resident,1,none,no,good
45,3660,28,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,708,61,<0,existing paid,domestic appliance,>=1000,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,2221,31,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,2,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
12,1386,24,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
30,6615,50,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,2,none,yes,bad
21,2002,30,<0,all paid,other,100<=X<500,unemployed,2,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
12,2476,50,<0,all paid,other,100<=X<500,unemployed,1,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,7855,39,0<=X<200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
28,1715,46,no checking,critical/other existing credit,retraining,no known savings,>=7,2,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,1,yes,no,good
