duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
8.62108897823894,551.024234123065,67.0436349058082,no checking,critical/other existing credit,repairs,no known savings,>=7,4,male single,none,4,life insurance,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
41.0675498970748,8101.84433618289,44.9844769205663,<0,existing paid,domestic appliance,500<=X<1000,>=7,1,male single,guarantor,3,no known property,bank,for free,3,skilled,2,none,no,bad
25.6058945237793,4491.37725712887,53.026734329458,<0,all paid,other,<100,>=7,2,male single,co applicant,4,no known property,stores,for free,3,unskilled resident,2,yes,yes,bad
15.6874245082481,2189.61364817572,61.0613868595946,>=200,critical/other existing credit,education,>=1000,1<=X<4,3,male div/sep,guarantor,1,real estate,none,rent,2,skilled,1,none,no,good
20.4231706063973,3267.31127339596,52.9404542863758,no checking,critical/other existing credit,repairs,>=1000,>=7,3,male single,none,3,life insurance,none,own,4,skilled,2,yes,yes,good
7.34198131667492,109.600236829074,39.0223408014133,>=200,no credits/all paid,business,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,stores,own,4,skilled,1,none,no,bad
24.0789832481904,4001.37807083347,27.0013148834793,0<=X<200,no credits/all paid,business,100<=X<500,1<=X<4,2,male mar/wid,co applicant,2,car,stores,own,1,unskilled resident,1,none,yes,bad
40.4589752625405,7887.95205592736,30.8744598497617,>=200,all paid,education,500<=X<1000,>=7,2,male div/sep,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
11.0549927220756,976.263714878798,37.0175631229761,>=200,no credits/all paid,domestic appliance,500<=X<1000,4<=X<7,2,male div/sep,co applicant,3,car,none,own,1,skilled,1,none,yes,good
23.4712810570925,3872.28009405056,29.8913123367856,no checking,all paid,retraining,500<=X<1000,4<=X<7,3,male single,guarantor,3,no known property,stores,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
12.0284813341243,1151.28493827764,26.0004741465636,>=200,no credits/all paid,domestic appliance,500<=X<1000,<1,3,male div/sep,guarantor,1,life insurance,none,own,1,skilled,1,yes,yes,good
31.7006132401773,5786.04536691269,24.0283111711076,no checking,critical/other existing credit,used car,>=1000,4<=X<7,1,female div/dep/mar,none,4,car,none,rent,4,unemp/unskilled non res,1,yes,no,good
11.9317863138926,1173.31216576695,35.0155120289229,<0,critical/other existing credit,repairs,>=1000,unemployed,1,female div/dep/mar,none,4,car,stores,rent,4,unemp/unskilled non res,1,yes,yes,good
24.2531443255175,4103.29798383952,39.2206333738028,no checking,critical/other existing credit,repairs,>=1000,>=7,1,female div/dep/mar,guarantor,4,real estate,none,rent,4,unemp/unskilled non res,2,none,no,good
29.6677501036068,5336.02291180044,30.0444117027148,0<=X<200,delayed previously,other,no known savings,unemployed,3,male single,none,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
25.9562227321462,4593.02756447038,56.8327949647343,<0,delayed previously,other,<100,unemployed,2,male div/sep,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
34.7985864434552,6512.25801562049,22.9799993179126,<0,critical/other existing credit,repairs,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,none,rent,3,unemp/unskilled non res,1,none,yes,bad
11.0124128967653,916.532169466934,27.0335018947951,>=200,no credits/all paid,business,>=1000,<1,3,male div/sep,guarantor,1,real estate,stores,own,1,skilled,1,yes,yes,bad
14.0777160748872,1754.44745016649,49.9846461632799,no checking,critical/other existing credit,radio/tv,no known savings,>=7,3,male mar/wid,guarantor,1,real estate,stores,own,4,high qualif/self emp/mgmt,2,yes,no,good
25.3377218053196,4466.85190966604,60.8224983933823,0<=X<200,no credits/all paid,other,100<=X<500,>=7,2,male div/sep,co applicant,1,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
22.3118052938523,3579.02670765567,25.9718955679871,>=200,existing paid,radio/tv,no known savings,<1,4,male mar/wid,none,1,life insurance,none,rent,4,skilled,1,yes,yes,good
