duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
48,5951,22,>=200,existing paid,radio/tv,100<=X<500,1<=X<4,2,male mar/wid,guarantor,2,real estate,stores,rent,1,skilled,1,none,yes,bad
42,7882,45,<0,existing paid,domestic appliance,<100,4<=X<7,1,male single,guarantor,3,no known property,none,for free,3,unskilled resident,2,none,no,bad
36,6948,35,0<=X<200,delayed previously,used car,>=1000,unemployed,1,male div/sep,none,2,car,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
30,5234,28,0<=X<200,all paid,other,>=1000,unemployed,4,male mar/wid,guarantor,2,car,stores,own,3,unemp/unskilled non res,1,yes,yes,bad
24,1199,60,<0,no credits/all paid,repairs,>=1000,>=7,4,male single,guarantor,4,no known property,bank,for free,3,unskilled resident,2,none,no,bad
24,1282,32,<0,all paid,radio/tv,>=1000,<1,3,male mar/wid,guarantor,2,car,stores,rent,1,unskilled resident,1,none,yes,bad
30,8072,25,>=200,no credits/all paid,business,500<=X<1000,4<=X<7,2,male div/sep,none,1,car,bank,rent,3,unemp/unskilled non res,2,none,yes,bad
24,3430,31,no checking,existing paid,domestic appliance,500<=X<1000,>=7,3,male single,none,2,car,bank,own,4,skilled,2,yes,yes,good
12,1804,44,no checking,delayed previously,domestic appliance,100<=X<500,4<=X<7,3,female div/dep/mar,none,3,car,none,rent,4,skilled,2,yes,yes,good
10,2069,26,no checking,critical/other existing credit,furniture/equipment,>=1000,1<=X<4,1,male mar/wid,guarantor,2,real estate,none,rent,2,unskilled resident,1,none,no,good
6,1374,36,<0,all paid,retraining,<100,1<=X<4,1,male div/sep,guarantor,2,real estate,bank,rent,1,unskilled resident,2,none,no,good
6,426,39,<0,no credits/all paid,repairs,500<=X<1000,>=7,4,male mar/wid,guarantor,4,real estate,bank,rent,4,skilled,1,none,yes,bad
12,409,42,>=200,all paid,education,>=1000,1<=X<4,2,female div/dep/mar,co applicant,2,car,stores,rent,3,unemp/unskilled non res,1,none,yes,bad
60,6836,63,<0,no credits/all paid,business,100<=X<500,>=7,3,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
24,4020,27,<0,all paid,furniture/equipment,>=1000,1<=X<4,2,male div/sep,none,2,car,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
12,1264,57,>=200,no credits/all paid,retraining,no known savings,>=7,1,male single,none,4,no known property,bank,for free,4,unskilled resident,2,yes,no,good
12,1474,33,>=200,all paid,furniture/equipment,500<=X<1000,<1,2,male div/sep,none,1,life insurance,bank,own,1,unemp/unskilled non res,1,yes,yes,bad
45,4746,25,>=200,all paid,domestic appliance,>=1000,<1,4,female div/dep/mar,guarantor,3,life insurance,stores,own,2,unskilled resident,2,none,no,bad
48,6110,31,0<=X<200,all paid,education,100<=X<500,>=7,1,male single,none,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
10,1225,37,>=200,existing paid,domestic appliance,500<=X<1000,4<=X<7,3,male single,none,1,life insurance,none,own,1,skilled,1,yes,yes,good
30,2333,30,no checking,all paid,other,500<=X<1000,>=7,3,male single,co applicant,2,car,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
