duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
24,4351,43,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
4,1444,43,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
36,2779,34,<0,all paid,repairs,<100,<1,1,male div/sep,guarantor,1,life insurance,bank,rent,1,unskilled resident,1,none,no,bad
18,2279,30,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,1,male mar/wid,guarantor,1,real estate,stores,own,1,unskilled resident,1,none,no,good
24,1577,23,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,1444,29,<0,all paid,repairs,100<=X<500,<1,1,male mar/wid,guarantor,1,life insurance,stores,rent,1,unskilled resident,1,none,no,bad
12,1474,54,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,4165,23,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
15,1285,35,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,1,yes,yes,good
18,1047,25,<0,all paid,repairs,100<=X<500,<1,1,male mar/wid,guarantor,1,life insurance,stores,rent,1,unskilled resident,1,none,no,bad
6,4796,47,no checking,critical/other existing credit,used car,>=1000,>=7,3,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
8,806,41,no checking,delayed previously,radio/tv,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,4,skilled,1,none,no,good
18,1169,36,>=200,critical/other existing credit,other,no known savings,unemployed,3,male single,none,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,good
4,1237,22,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,none,2,car,none,own,4,skilled,1,yes,no,good
