duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
15,1291,23,no checking,delayed previously,other,>=1000,>=7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
48,902,42,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,2,real estate,stores,own,4,skilled,1,yes,no,good
12,11560,28,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
6,2384,40,no checking,delayed previously,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
27,1236,20,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
24,804,24,no checking,delayed previously,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
24,932,36,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unskilled resident,1,none,no,bad
9,7472,47,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unemp/unskilled non res,1,none,no,bad
24,1473,29,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,2360,28,<0,all paid,other,no known savings,unemployed,1,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
27,3872,22,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
15,1766,58,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,629,35,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
4,1478,26,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,2,car,stores,own,4,skilled,1,yes,no,good
24,3349,33,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
10,3650,36,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
12,1382,26,no checking,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
18,2390,27,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
9,1282,48,no checking,delayed previously,other,>=1000,>=7,3,male single,co applicant,2,car,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
9,5804,57,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
54,2251,48,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male single,guarantor,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
12,12749,28,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male single,guarantor,2,car,stores,own,4,skilled,1,yes,no,good
6,7418,21,no checking,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
24,2366,31,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,1136,39,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,930,64,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
42,1037,63,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
18,4210,27,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
6,1743,49,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,3448,64,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
12,4351,38,no checking,critical/other existing credit,business,>=1000,4<=X<7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
24,1503,30,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,1262,42,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
36,1224,30,no checking,delayed previously,other,no known savings,unemployed,3,male single,co applicant,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
18,2957,31,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,no known property,bank,rent,3,unemp/unskilled non res,1,none,no,bad
6,1521,34,no checking,delayed previously,used car,>=1000,4<=X<7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
24,6314,33,no checking,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
18,590,36,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
12,2576,29,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
20,930,24,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
6,1238,28,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,1207,31,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
18,1386,56,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unemp/unskilled non res,1,none,no,bad
10,3832,35,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
15,3114,38,no checking,delayed previously,other,no known savings,unemployed,3,male single,co applicant,2,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
6,5511,55,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
18,5771,54,<0,existing paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,14896,43,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
42,684,36,no checking,delayed previously,used car,>=1000,4<=X<7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
36,11590,26,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
36,2964,32,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,1943,31,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,1,none,no,bad
24,1516,34,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,2,real estate,stores,own,4,skilled,1,none,no,good
12,4042,38,<0,existing paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
48,1299,47,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male single,guarantor,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
12,1657,45,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
21,2762,33,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
12,6331,32,no checking,critical/other existing credit,business,>=1000,4<=X<7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
9,1346,30,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
42,4151,22,no checking,delayed previously,other,no known savings,unemployed,3,male single,co applicant,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
18,428,24,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male single,guarantor,2,car,stores,own,4,skilled,1,yes,no,good
15,15653,26,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,no known property,bank,rent,3,unemp/unskilled non res,1,none,no,bad
18,3595,57,no checking,delayed previously,used car,>=1000,4<=X<7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
24,1433,44,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,2,real estate,stores,own,4,unskilled resident,1,none,no,good
48,3527,33,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unemp/unskilled non res,1,none,no,bad
6,900,34,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
12,3527,33,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,590,46,<0,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
24,1245,36,no checking,delayed previously,other,>=1000,>=7,3,male single,co applicant,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
6,2439,29,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,none,yes,bad
24,1098,34,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
15,1213,34,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,3,male mar/wid,guarantor,2,real estate,stores,own,4,skilled,1,yes,no,good
24,4576,60,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
24,1747,26,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
