duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
15,3578,35,no checking,critical/other existing credit,used car,no known savings,>=7,3,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
10,7408,43,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,1,yes,yes,bad
12,585,22,<0,critical/other existing credit,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
48,1246,24,no checking,delayed previously,business,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,stores,own,2,unskilled resident,1,none,no,good
12,3552,31,no checking,delayed previously,business,>=1000,>=7,3,male single,none,2,car,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
60,783,31,no checking,delayed previously,business,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,stores,own,2,unskilled resident,1,none,no,good
12,4272,24,0<=X<200,no credits/all paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,stores,own,2,unskilled resident,1,none,no,good
14,1323,57,<0,critical/other existing credit,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
24,1597,23,0<=X<200,no credits/all paid,retraining,>=1000,1<=X<4,1,male mar/wid,guarantor,2,real estate,stores,own,2,unskilled resident,1,none,no,good
36,484,32,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
15,3868,26,0<=X<200,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
21,8858,36,no checking,delayed previously,business,>=1000,4<=X<7,3,male single,none,2,car,stores,own,4,skilled,2,yes,yes,good
47,7685,39,no checking,critical/other existing credit,used car,no known savings,>=7,3,male single,none,2,car,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
24,3190,41,no checking,delayed previously,business,>=1000,4<=X<7,3,male mar/wid,none,2,real estate,stores,own,4,unskilled resident,2,none,no,good
18,1271,53,no checking,critical/other existing credit,used car,no known savings,>=7,2,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
24,2835,44,<0,critical/other existing credit,other,no known savings,unemployed,2,male single,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
36,8648,46,<0,all paid,other,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,1,yes,yes,bad
36,947,39,0<=X<200,existing paid,retraining,>=1000,<1,1,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
12,522,28,no checking,delayed previously,business,>=1000,4<=X<7,3,male single,none,2,car,stores,own,4,skilled,2,yes,yes,good
