duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
48,1943,31,>=200,all paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
21,2051,41,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,2,none,yes,bad
15,1953,35,no checking,delayed previously,other,no known savings,unemployed,3,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
27,6560,39,<0,all paid,other,<100,unemployed,4,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
48,2028,39,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
15,5800,33,>=200,all paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unemp/unskilled non res,1,none,no,bad
24,1108,40,<0,all paid,other,<100,unemployed,4,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
36,1413,47,no checking,critical/other existing credit,domestic appliance,500<=X<1000,>=7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,yes,good
12,5324,38,no checking,critical/other existing credit,domestic appliance,500<=X<1000,>=7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,yes,good
9,6872,40,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
36,6143,27,>=200,all paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unemp/unskilled non res,1,none,no,bad
15,2241,37,no checking,critical/other existing credit,domestic appliance,500<=X<1000,<1,2,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
6,1647,22,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
36,3124,32,no checking,delayed previously,other,no known savings,unemployed,3,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
24,1258,39,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
12,888,48,no checking,delayed previously,other,no known savings,>=7,3,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
6,1198,40,<0,all paid,furniture/equipment,<100,<1,2,male div/sep,co applicant,1,real estate,stores,rent,1,unemp/unskilled non res,1,none,no,bad
9,5954,51,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
12,666,33,<0,all paid,other,no known savings,unemployed,3,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
10,1670,27,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,2,real estate,none,own,2,skilled,1,none,no,good
18,4788,23,no checking,critical/other existing credit,used car,500<=X<1000,>=7,3,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
15,1414,50,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,2,yes,yes,bad
18,1278,24,no checking,critical/other existing credit,domestic appliance,500<=X<1000,>=7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,no,good
4,2397,49,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,2,yes,yes,bad
18,1278,36,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
24,3652,23,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
24,1414,27,>=200,existing paid,domestic appliance,>=1000,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
10,2820,22,<0,all paid,other,<100,unemployed,4,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
12,7763,33,<0,all paid,other,<100,<1,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,1,none,yes,bad
24,2753,30,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,1,none,yes,bad
24,433,22,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
36,2051,28,<0,all paid,other,<100,unemployed,4,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
48,1126,25,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
6,1092,26,<0,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
24,1453,32,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,3,real estate,none,own,2,unskilled resident,1,none,no,good
12,1893,34,no checking,critical/other existing credit,domestic appliance,500<=X<1000,>=7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,yes,good
36,1231,22,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
48,5248,22,>=200,existing paid,retraining,>=1000,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
18,1238,55,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,1,unemp/unskilled non res,2,none,yes,bad
6,3973,36,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,2600,51,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,stores,rent,1,unskilled resident,1,none,no,bad
18,1927,38,no checking,delayed previously,other,no known savings,unemployed,3,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
12,2028,22,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,no,good
12,2331,31,no checking,critical/other existing credit,used car,500<=X<1000,>=7,3,male single,none,2,car,none,own,4,high qualif/self emp/mgmt,2,yes,yes,good
36,1935,47,<0,all paid,other,<100,unemployed,4,male div/sep,co applicant,4,no known property,bank,for free,1,unemp/unskilled non res,2,yes,yes,bad
12,2743,66,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male single,guarantor,2,car,none,own,4,skilled,2,yes,no,good
12,3060,38,no checking,critical/other existing credit,domestic appliance,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,2,car,none,own,4,skilled,1,none,no,good
48,2331,47,>=200,existing paid,furniture/equipment,<100,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
