duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
9.63852237007597,648.298116777762,35.1932231578473,no checking,critical/other existing credit,used car,>=1000,>=7,4,male single,none,4,no known property,stores,for free,4,skilled,2,yes,yes,good
14.0945577612227,1742.09327203413,35.3747458867453,no checking,critical/other existing credit,radio/tv,>=1000,>=7,4,male single,none,4,real estate,none,own,4,skilled,2,none,no,good
21.6751359887735,3602.85042755646,35.6835511644644,no checking,critical/other existing credit,repairs,>=1000,>=7,4,female div/dep/mar,none,4,real estate,none,rent,4,unskilled resident,2,none,no,good
35.621031215371,7026.06216076488,36.2516563827235,0<=X<200,delayed previously,other,100<=X<500,unemployed,2,male div/sep,co applicant,2,car,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
16.3425110386774,2293.88431234047,35.4663193545345,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male mar/wid,guarantor,1,real estate,stores,own,4,unskilled resident,1,none,no,good
28.9695006563074,5393.35252946384,35.9806971392604,0<=X<200,delayed previously,other,100<=X<500,unemployed,2,male div/sep,co applicant,2,car,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
11.8940856374208,1201.9571337366,35.2851066290387,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unemp/unskilled non res,1,none,no,bad
35.9533178494215,7107.62648388561,36.2651925356699,<0,all paid,domestic appliance,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,none,rent,1,unemp/unskilled non res,1,none,no,bad
12.378305322102,1320.81551314631,35.304831983717,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,2,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18.5021833819848,2824.00558353685,35.5542965770811,<0,critical/other existing credit,education,no known savings,>=7,4,male single,none,4,no known property,none,for free,4,skilled,2,none,yes,bad
