duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
48,5951,22,>=200,no credits/all paid,repairs,500<=X<1000,1<=X<4,2,male mar/wid,guarantor,2,real estate,none,rent,1,unskilled resident,1,none,yes,bad
12,2096,49,>=200,no credits/all paid,retraining,>=1000,4<=X<7,2,male mar/wid,none,3,real estate,stores,for free,3,unskilled resident,2,none,no,good
24,4870,53,<0,no credits/all paid,education,>=1000,>=7,3,male single,none,4,no known property,bank,for free,3,skilled,2,none,no,bad
36,9055,35,>=200,no credits/all paid,education,no known savings,>=7,2,male single,none,4,no known property,bank,for free,3,unskilled resident,2,yes,yes,good
24,2835,53,no checking,existing paid,domestic appliance,500<=X<1000,4<=X<7,3,female div/dep/mar,none,4,car,none,rent,4,skilled,1,none,yes,good
36,6948,35,0<=X<200,no credits/all paid,other,100<=X<500,unemployed,3,male div/sep,co applicant,2,car,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
12,3059,61,no checking,delayed previously,repairs,>=1000,1<=X<4,3,male div/sep,guarantor,2,real estate,stores,own,3,unskilled resident,1,none,no,good
24,1199,60,<0,no credits/all paid,new car,<100,>=7,4,male single,guarantor,4,car,bank,own,4,unskilled resident,2,none,no,bad
24,1282,32,0<=X<200,all paid,repairs,500<=X<1000,1<=X<4,4,male mar/wid,guarantor,2,car,bank,rent,4,unskilled resident,1,none,yes,bad
30,8072.00000000001,25,>=200,no credits/all paid,business,500<=X<1000,4<=X<7,2,male single,co applicant,3,car,stores,rent,3,unemp/unskilled non res,2,none,yes,bad
24,3430,31,no checking,all paid,radio/tv,500<=X<1000,>=7,3,male single,none,2,car,bank,own,4,unskilled resident,2,yes,yes,good
9,2134,48,>=200,critical/other existing credit,repairs,500<=X<1000,unemployed,2,male single,none,4,car,none,for free,3,unemp/unskilled non res,2,yes,no,good
12,1804,44,0<=X<200,delayed previously,retraining,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,life insurance,none,rent,4,high qualif/self emp/mgmt,1,yes,no,good
