duration,credit_amount,age,checking_status,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
36,1163,23,>=200,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
12,433,45,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,guarantor,3,real estate,stores,own,2,unskilled resident,2,none,no,good
24,6468,29,0<=X<200,all paid,other,no known savings,unemployed,4,male single,co applicant,4,no known property,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,bad
30,1154,42,no checking,all paid,other,no known savings,>=7,4,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
30,1941,26,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male mar/wid,none,3,real estate,stores,own,2,unskilled resident,2,none,no,good
24,1569,46,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
36,1376,30,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,3,male mar/wid,guarantor,2,real estate,none,own,2,unskilled resident,1,none,no,good
6,11590,24,no checking,delayed previously,retraining,no known savings,>=7,4,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
24,5129,55,>=200,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
18,2859,27,0<=X<200,all paid,other,100<=X<500,unemployed,1,male div/sep,co applicant,4,no known property,bank,for free,3,unemp/unskilled non res,2,yes,yes,bad
18,1934,39,no checking,critical/other existing credit,retraining,>=1000,>=7,4,male single,none,3,car,stores,own,4,skilled,2,yes,yes,good
24,3621,37,no checking,delayed previously,retraining,no known savings,>=7,4,male single,none,4,no known property,stores,for free,4,high qualif/self emp/mgmt,2,yes,yes,good
15,1262,39,<0,all paid,other,<100,unemployed,1,male div/sep,co applicant,1,no known property,bank,for free,3,unemp/unskilled non res,1,yes,yes,bad
18,1880,29,>=200,no credits/all paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unemp/unskilled non res,1,none,no,bad
12,4844,24,>=200,existing paid,domestic appliance,>=1000,<1,1,male mar/wid,guarantor,1,real estate,none,own,1,unskilled resident,1,none,no,good
24,3565,31,>=200,existing paid,domestic appliance,500<=X<1000,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,good
24,882,42,no checking,critical/other existing credit,retraining,>=1000,4<=X<7,4,male single,none,3,car,stores,own,2,unskilled resident,2,yes,yes,good
15,2670,46,<0,no credits/all paid,other,<100,<1,1,male div/sep,guarantor,1,no known property,bank,rent,1,unemp/unskilled non res,1,none,no,bad
20,3398,20,0<=X<200,all paid,other,no known savings,unemployed,4,male single,none,4,no known property,bank,for free,4,high qualif/self emp/mgmt,2,yes,yes,bad
12,9283,31,>=200,existing paid,domestic appliance,<100,<1,1,male mar/wid,guarantor,1,real estate,none,rent,1,unskilled resident,1,none,no,bad
