checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,7,critical/other existing credit,retraining,870,<100,unemployed,2,male single,guarantor,4,real estate,29,bank,for free,4,unskilled resident,2,none,yes,good
no checking,51,critical/other existing credit,other,388,>=1000,1<=X<4,2,male mar/wid,co applicant,1,no known property,36,none,for free,4,high qualif/self emp/mgmt,2,none,no,bad
no checking,54,critical/other existing credit,other,342,>=1000,>=7,1,male mar/wid,co applicant,4,car,74,stores,for free,2,high qualif/self emp/mgmt,2,none,no,bad
no checking,33,critical/other existing credit,radio/tv,13356,100<=X<500,4<=X<7,3,male mar/wid,co applicant,2,no known property,69,none,rent,2,unskilled resident,2,none,yes,bad
no checking,32,no credits/all paid,radio/tv,1270,>=1000,>=7,2,female div/dep/mar,co applicant,4,car,66,stores,rent,2,unskilled resident,2,none,yes,bad
>=200,7,no credits/all paid,other,15500,100<=X<500,>=7,2,female div/dep/mar,co applicant,2,no known property,31,bank,own,2,unemp/unskilled non res,1,none,no,bad
no checking,7,delayed previously,retraining,1352,no known savings,unemployed,4,male mar/wid,none,2,car,22,stores,rent,2,unskilled resident,1,none,yes,bad
0<=X<200,24,no credits/all paid,business,675,no known savings,>=7,4,female div/dep/mar,co applicant,4,real estate,28,bank,rent,2,unskilled resident,2,none,yes,good
>=200,6,delayed previously,other,1508,100<=X<500,<1,4,male single,co applicant,1,no known property,22,none,rent,2,unskilled resident,2,yes,no,bad
no checking,12,all paid,radio/tv,1804,<100,unemployed,4,male mar/wid,guarantor,4,no known property,22,none,own,4,unemp/unskilled non res,2,none,yes,good
0<=X<200,11,no credits/all paid,new car,14991,<100,4<=X<7,3,male single,co applicant,4,no known property,21,stores,rent,4,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,5,critical/other existing credit,other,14514,100<=X<500,unemployed,2,male mar/wid,co applicant,4,no known property,24,bank,own,4,unemp/unskilled non res,2,none,no,bad
>=200,57,delayed previously,other,2796,500<=X<1000,>=7,4,male single,co applicant,2,no known property,38,none,rent,2,unskilled resident,2,none,yes,bad
0<=X<200,20,no credits/all paid,other,3247,<100,unemployed,2,female div/dep/mar,co applicant,4,real estate,74,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,55,all paid,radio/tv,382,>=1000,>=7,4,male single,co applicant,3,no known property,34,bank,for free,4,high qualif/self emp/mgmt,2,yes,no,good
no checking,5,critical/other existing credit,other,254,>=1000,unemployed,1,male mar/wid,co applicant,2,no known property,21,bank,rent,4,unskilled resident,2,yes,no,bad
>=200,11,all paid,other,1132,>=1000,unemployed,4,male single,guarantor,1,no known property,22,bank,for free,4,unskilled resident,2,yes,yes,bad
>=200,59,no credits/all paid,education,2105,500<=X<1000,unemployed,1,female div/dep/mar,guarantor,4,car,21,none,rent,2,unskilled resident,2,none,no,bad
>=200,38,delayed previously,retraining,3361,no known savings,>=7,4,male div/sep,none,2,real estate,28,stores,rent,2,high qualif/self emp/mgmt,2,none,yes,bad
no checking,20,critical/other existing credit,radio/tv,5243,<100,>=7,2,female div/dep/mar,guarantor,4,real estate,28,bank,rent,4,unskilled resident,2,none,yes,good
no checking,26,all paid,domestic appliance,4134,<100,>=7,2,male mar/wid,guarantor,4,real estate,22,none,rent,4,unemp/unskilled non res,2,none,yes,bad
no checking,38,critical/other existing credit,domestic appliance,5611,>=1000,>=7,4,male mar/wid,co applicant,4,real estate,66,stores,rent,2,unemp/unskilled non res,2,none,no,bad
no checking,22,delayed previously,radio/tv,5792,500<=X<1000,>=7,3,female div/dep/mar,guarantor,1,no known property,36,stores,rent,2,unskilled resident,2,none,no,bad
no checking,11,critical/other existing credit,furniture/equipment,1401,500<=X<1000,<1,4,male mar/wid,co applicant,1,no known property,28,stores,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,40,critical/other existing credit,radio/tv,6941,<100,>=7,1,male mar/wid,co applicant,4,no known property,28,bank,rent,2,unskilled resident,1,none,yes,good
>=200,30,delayed previously,other,6195,no known savings,>=7,4,female div/dep/mar,co applicant,3,real estate,24,none,rent,1,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,22,critical/other existing credit,radio/tv,6943,<100,unemployed,2,male mar/wid,co applicant,4,no known property,33,stores,rent,2,unskilled resident,1,none,no,good
>=200,53,delayed previously,other,1815,no known savings,unemployed,4,male div/sep,none,2,car,27,none,for free,2,unskilled resident,2,none,no,bad
0<=X<200,40,critical/other existing credit,radio/tv,8112,no known savings,<1,4,female div/dep/mar,co applicant,1,real estate,36,stores,rent,2,unskilled resident,2,none,yes,bad
no checking,55,no credits/all paid,radio/tv,11467,<100,4<=X<7,2,male single,none,4,car,28,bank,rent,4,unskilled resident,2,yes,yes,bad
no checking,10,no credits/all paid,repairs,1454,>=1000,>=7,1,female div/dep/mar,co applicant,2,car,27,stores,rent,2,unemp/unskilled non res,2,none,yes,bad
no checking,59,delayed previously,retraining,5935,<100,4<=X<7,2,male mar/wid,guarantor,3,car,73,bank,for free,4,unskilled resident,2,none,no,bad
no checking,56,critical/other existing credit,other,3764,>=1000,>=7,3,male mar/wid,none,4,no known property,45,none,rent,2,high qualif/self emp/mgmt,2,none,no,bad
>=200,5,critical/other existing credit,new car,1625,<100,4<=X<7,4,female div/dep/mar,co applicant,2,car,32,none,rent,2,unskilled resident,2,none,yes,bad
no checking,55,delayed previously,retraining,1148,<100,4<=X<7,4,male single,guarantor,4,car,66,bank,rent,4,high qualif/self emp/mgmt,1,yes,no,bad
no checking,10,critical/other existing credit,new car,336,<100,>=7,1,male single,co applicant,4,car,67,stores,rent,2,unskilled resident,2,yes,no,bad
no checking,29,critical/other existing credit,domestic appliance,1122,<100,unemployed,4,male mar/wid,none,3,real estate,66,stores,rent,2,unskilled resident,2,none,no,bad
no checking,22,delayed previously,repairs,2058,>=1000,>=7,4,female div/dep/mar,co applicant,4,real estate,43,none,rent,2,high qualif/self emp/mgmt,2,none,yes,bad
no checking,23,no credits/all paid,retraining,994,<100,>=7,1,male mar/wid,co applicant,4,car,37,stores,rent,2,unskilled resident,2,none,no,bad
>=200,35,delayed previously,radio/tv,3571,no known savings,>=7,4,female div/dep/mar,co applicant,2,car,26,none,rent,2,high qualif/self emp/mgmt,2,none,yes,bad
no checking,11,delayed previously,retraining,606,no known savings,unemployed,1,female div/dep/mar,co applicant,2,real estate,24,stores,rent,2,unskilled resident,2,none,yes,good
0<=X<200,32,critical/other existing credit,radio/tv,17312,>=1000,<1,1,male single,co applicant,3,car,21,bank,rent,4,unskilled resident,2,yes,yes,good
0<=X<200,31,no credits/all paid,education,3305,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,20,none,rent,4,high qualif/self emp/mgmt,1,none,yes,bad
>=200,5,existing paid,retraining,5150,>=1000,<1,2,female div/dep/mar,co applicant,2,real estate,22,none,for free,2,unskilled resident,2,yes,no,bad
no checking,5,critical/other existing credit,education,1000,<100,>=7,2,male mar/wid,co applicant,4,no known property,31,stores,rent,2,unemp/unskilled non res,2,none,no,bad
no checking,51,critical/other existing credit,education,1198,>=1000,>=7,4,female div/dep/mar,co applicant,2,no known property,39,stores,rent,2,unskilled resident,2,none,no,bad
0<=X<200,22,no credits/all paid,repairs,3293,500<=X<1000,4<=X<7,4,male mar/wid,co applicant,1,no known property,26,bank,own,2,unemp/unskilled non res,2,none,yes,bad
no checking,30,all paid,other,1399,<100,<1,4,male mar/wid,none,2,no known property,30,none,own,4,high qualif/self emp/mgmt,2,none,yes,good
no checking,51,critical/other existing credit,other,3822,>=1000,<1,2,male mar/wid,co applicant,4,no known property,36,none,rent,4,high qualif/self emp/mgmt,2,none,no,bad
0<=X<200,21,no credits/all paid,radio/tv,1677,<100,>=7,2,female div/dep/mar,co applicant,4,no known property,36,stores,rent,2,unemp/unskilled non res,2,none,no,bad
>=200,24,all paid,domestic appliance,17538,500<=X<1000,unemployed,1,male single,guarantor,1,real estate,21,bank,rent,4,unemp/unskilled non res,2,none,yes,good
>=200,5,no credits/all paid,other,14627,no known savings,>=7,2,male mar/wid,none,3,no known property,27,bank,own,1,unemp/unskilled non res,2,none,no,bad
>=200,38,delayed previously,radio/tv,4683,100<=X<500,4<=X<7,4,female div/dep/mar,co applicant,2,car,26,bank,rent,2,high qualif/self emp/mgmt,2,none,yes,bad
>=200,21,no credits/all paid,radio/tv,14147,no known savings,>=7,1,male mar/wid,guarantor,2,car,28,bank,rent,2,unemp/unskilled non res,1,none,yes,bad
no checking,7,delayed previously,retraining,295,no known savings,>=7,1,male single,guarantor,1,real estate,27,stores,for free,2,unskilled resident,1,none,no,good
no checking,7,no credits/all paid,domestic appliance,16394,500<=X<1000,>=7,1,male mar/wid,guarantor,4,no known property,22,bank,for free,4,unskilled resident,1,yes,yes,bad
no checking,36,delayed previously,radio/tv,5470,100<=X<500,>=7,4,male mar/wid,guarantor,2,no known property,27,stores,rent,2,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,10,critical/other existing credit,radio/tv,308,>=1000,>=7,2,male mar/wid,co applicant,4,no known property,36,bank,rent,4,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,5,critical/other existing credit,education,15319,<100,unemployed,2,male mar/wid,guarantor,3,no known property,36,bank,rent,4,unemp/unskilled non res,2,none,no,bad
>=200,52,critical/other existing credit,business,1675,<100,4<=X<7,3,female div/dep/mar,co applicant,1,car,29,bank,rent,2,unskilled resident,2,none,no,bad
no checking,13,no credits/all paid,new car,1739,500<=X<1000,>=7,4,female div/dep/mar,guarantor,2,no known property,21,none,rent,2,unskilled resident,2,none,yes,bad
no checking,8,all paid,retraining,640,<100,unemployed,4,male mar/wid,co applicant,3,car,38,stores,rent,4,high qualif/self emp/mgmt,2,none,no,bad
>=200,10,no credits/all paid,radio/tv,3545,no known savings,>=7,1,male single,none,1,car,21,none,rent,1,unskilled resident,2,none,no,bad
0<=X<200,20,critical/other existing credit,radio/tv,4576,>=1000,4<=X<7,4,female div/dep/mar,guarantor,4,no known property,55,stores,rent,4,unskilled resident,2,yes,no,bad
0<=X<200,23,all paid,domestic appliance,4754,<100,unemployed,4,male mar/wid,guarantor,4,car,22,none,rent,4,unemp/unskilled non res,2,none,no,bad
no checking,25,delayed previously,repairs,1310,>=1000,<1,4,female div/dep/mar,co applicant,2,real estate,26,none,rent,2,unskilled resident,2,yes,yes,bad
