checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,15,all paid,used car,1244,no known savings,>=7,4,female div/dep/mar,guarantor,1,life insurance,39,none,rent,1,skilled,1,none,yes,good
<0,16,no credits/all paid,domestic appliance,13813,no known savings,4<=X<7,2,female div/dep/mar,none,2,car,22,stores,own,2,skilled,1,none,yes,good
<0,11,all paid,used car,4154,no known savings,>=7,1,female div/dep/mar,guarantor,2,real estate,41,stores,for free,1,unskilled resident,1,yes,no,good
<0,22,existing paid,domestic appliance,853,no known savings,4<=X<7,1,male mar/wid,co applicant,2,real estate,19,stores,rent,4,unskilled resident,2,none,yes,good
no checking,17,all paid,business,2407,no known savings,>=7,2,female div/dep/mar,none,4,life insurance,22,none,for free,1,skilled,1,yes,yes,good
<0,19,delayed previously,radio/tv,15190,500<=X<1000,4<=X<7,1,female div/dep/mar,none,1,car,35,none,own,2,skilled,1,none,no,bad
<0,11,existing paid,domestic appliance,755,500<=X<1000,<1,4,female div/dep/mar,co applicant,3,real estate,59,none,for free,1,unemp/unskilled non res,2,yes,no,good
<0,6,all paid,domestic appliance,291,<100,4<=X<7,4,female div/dep/mar,none,2,car,50,none,rent,4,skilled,2,none,yes,bad
no checking,30,existing paid,radio/tv,1294,no known savings,4<=X<7,4,female div/dep/mar,guarantor,2,car,22,none,rent,3,skilled,2,none,no,bad
>=200,12,delayed previously,radio/tv,3989,no known savings,>=7,2,female div/dep/mar,none,3,life insurance,43,none,rent,2,skilled,2,yes,no,good
<0,13,delayed previously,used car,1113,no known savings,<1,4,female div/dep/mar,guarantor,2,car,70,none,rent,1,skilled,1,yes,yes,bad
>=200,12,delayed previously,business,4189,100<=X<500,unemployed,2,female div/dep/mar,none,3,real estate,46,none,rent,1,unemp/unskilled non res,2,none,no,good
>=200,62,delayed previously,radio/tv,10274,>=1000,4<=X<7,2,female div/dep/mar,co applicant,4,no known property,65,stores,for free,2,skilled,1,yes,no,good
>=200,9,delayed previously,business,1315,no known savings,4<=X<7,2,female div/dep/mar,none,2,life insurance,41,none,own,1,high qualif/self emp/mgmt,2,none,no,good
<0,15,all paid,retraining,5040,500<=X<1000,<1,1,female div/dep/mar,co applicant,4,car,51,none,rent,1,high qualif/self emp/mgmt,1,none,no,good
0<=X<200,24,delayed previously,used car,6263,no known savings,<1,2,female div/dep/mar,none,1,real estate,25,stores,rent,1,skilled,1,yes,no,bad
0<=X<200,24,all paid,furniture/equipment,3732,>=1000,unemployed,3,female div/dep/mar,co applicant,4,real estate,53,none,rent,1,high qualif/self emp/mgmt,2,none,yes,good
>=200,28,existing paid,domestic appliance,3781,no known savings,4<=X<7,1,male mar/wid,co applicant,3,real estate,22,stores,rent,1,unskilled resident,2,none,no,bad
0<=X<200,7,existing paid,domestic appliance,459,no known savings,1<=X<4,2,male mar/wid,none,2,car,30,none,rent,1,skilled,2,none,no,bad
0<=X<200,15,critical/other existing credit,business,456,500<=X<1000,1<=X<4,1,female div/dep/mar,co applicant,4,real estate,41,none,for free,1,skilled,1,none,no,good
>=200,15,all paid,business,2690,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,1,no known property,47,none,for free,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,57,delayed previously,used car,2281,no known savings,1<=X<4,1,female div/dep/mar,co applicant,2,car,21,stores,rent,2,unemp/unskilled non res,2,yes,no,bad
0<=X<200,15,existing paid,repairs,1684,no known savings,unemployed,1,male div/sep,guarantor,1,real estate,22,none,for free,3,high qualif/self emp/mgmt,1,none,no,good
<0,19,all paid,repairs,2230,500<=X<1000,4<=X<7,1,female div/dep/mar,co applicant,1,car,36,none,own,3,skilled,2,none,no,bad
0<=X<200,10,all paid,domestic appliance,1133,500<=X<1000,1<=X<4,1,male mar/wid,co applicant,1,car,70,stores,for free,3,skilled,1,yes,no,good
>=200,61,all paid,repairs,5065,500<=X<1000,<1,4,male mar/wid,co applicant,4,real estate,22,none,for free,4,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,14,critical/other existing credit,domestic appliance,11194,no known savings,>=7,4,female div/dep/mar,co applicant,4,life insurance,41,stores,own,2,skilled,2,yes,no,good
no checking,30,existing paid,domestic appliance,4203,no known savings,unemployed,2,female div/dep/mar,none,4,no known property,30,stores,for free,1,unskilled resident,1,yes,no,good
>=200,9,critical/other existing credit,education,292,no known savings,>=7,2,male mar/wid,none,1,car,65,none,own,3,skilled,2,none,yes,good
0<=X<200,10,all paid,radio/tv,3040,no known savings,unemployed,2,female div/dep/mar,none,2,car,35,none,rent,1,unskilled resident,1,yes,yes,good
<0,17,existing paid,repairs,395,500<=X<1000,4<=X<7,1,female div/dep/mar,guarantor,3,life insurance,20,none,rent,4,unemp/unskilled non res,2,yes,yes,bad
>=200,66,critical/other existing credit,radio/tv,15929,500<=X<1000,>=7,4,female div/dep/mar,guarantor,4,no known property,54,stores,own,1,skilled,2,yes,no,bad
>=200,10,delayed previously,radio/tv,6300,500<=X<1000,4<=X<7,2,male div/sep,none,4,car,43,none,rent,1,unemp/unskilled non res,1,none,no,good
no checking,68,all paid,domestic appliance,3784,no known savings,unemployed,1,female div/dep/mar,co applicant,2,real estate,40,none,for free,1,skilled,1,yes,no,good
<0,11,no credits/all paid,repairs,1726,500<=X<1000,4<=X<7,4,female div/dep/mar,none,3,life insurance,33,none,own,2,skilled,2,yes,no,good
<0,14,critical/other existing credit,domestic appliance,1170,100<=X<500,4<=X<7,2,male mar/wid,none,2,real estate,25,none,rent,1,unemp/unskilled non res,1,none,no,good
>=200,13,delayed previously,business,4041,no known savings,>=7,2,female div/dep/mar,none,2,life insurance,44,none,rent,2,unemp/unskilled non res,2,yes,no,good
no checking,15,critical/other existing credit,other,15158,no known savings,>=7,4,female div/dep/mar,guarantor,4,real estate,30,stores,rent,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,15,delayed previously,used car,15895,500<=X<1000,1<=X<4,1,female div/dep/mar,none,2,real estate,23,none,for free,1,high qualif/self emp/mgmt,2,yes,no,good
<0,9,all paid,repairs,2292,no known savings,<1,4,female div/dep/mar,none,2,no known property,19,stores,own,1,skilled,2,yes,no,bad
0<=X<200,16,critical/other existing credit,used car,5103,no known savings,1<=X<4,4,male mar/wid,guarantor,2,car,29,none,own,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,66,no credits/all paid,domestic appliance,2961,500<=X<1000,1<=X<4,4,male mar/wid,guarantor,2,car,65,none,rent,2,unskilled resident,1,yes,no,bad
0<=X<200,67,critical/other existing credit,domestic appliance,4790,500<=X<1000,1<=X<4,3,female div/dep/mar,co applicant,1,no known property,26,none,rent,3,skilled,1,yes,yes,bad
0<=X<200,64,all paid,business,3676,no known savings,1<=X<4,3,female div/dep/mar,guarantor,2,no known property,22,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,62,all paid,business,3688,no known savings,1<=X<4,2,female div/dep/mar,none,2,real estate,21,none,rent,4,high qualif/self emp/mgmt,1,yes,yes,good
>=200,11,existing paid,business,1399,no known savings,4<=X<7,2,female div/dep/mar,none,2,life insurance,41,none,own,1,skilled,2,none,no,good
<0,26,existing paid,business,3811,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,32,stores,rent,2,skilled,2,none,yes,good
<0,65,existing paid,radio/tv,5032,100<=X<500,>=7,4,male div/sep,guarantor,1,real estate,55,stores,rent,4,unskilled resident,1,yes,no,good
<0,6,critical/other existing credit,radio/tv,735,100<=X<500,>=7,2,female div/dep/mar,none,4,car,69,none,for free,4,unskilled resident,1,none,no,good
no checking,69,all paid,radio/tv,3704,no known savings,1<=X<4,2,female div/dep/mar,co applicant,1,car,22,none,for free,3,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,62,critical/other existing credit,used car,712,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,24,bank,for free,2,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,14,all paid,used car,1650,500<=X<1000,>=7,4,female div/dep/mar,guarantor,1,car,45,none,rent,1,skilled,1,none,yes,good
0<=X<200,36,existing paid,other,13805,100<=X<500,1<=X<4,2,male mar/wid,none,4,no known property,36,none,rent,1,skilled,2,none,no,good
>=200,11,delayed previously,business,2541,500<=X<1000,4<=X<7,4,female div/dep/mar,guarantor,2,car,39,none,rent,4,unskilled resident,2,none,no,good
<0,11,critical/other existing credit,other,1243,500<=X<1000,<1,1,male mar/wid,none,2,real estate,30,none,rent,1,high qualif/self emp/mgmt,1,none,no,good
>=200,27,existing paid,other,4903,no known savings,>=7,2,female div/dep/mar,none,1,life insurance,48,none,own,2,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,7,critical/other existing credit,used car,1449,no known savings,1<=X<4,1,female div/dep/mar,co applicant,1,no known property,21,bank,for free,1,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,14,delayed previously,radio/tv,1806,no known savings,>=7,4,female div/dep/mar,guarantor,1,life insurance,41,stores,own,2,high qualif/self emp/mgmt,1,none,no,good
<0,71,existing paid,retraining,380,no known savings,<1,2,male mar/wid,none,4,life insurance,39,stores,for free,3,unskilled resident,2,yes,no,good
0<=X<200,16,critical/other existing credit,radio/tv,416,no known savings,4<=X<7,2,female div/dep/mar,guarantor,4,life insurance,21,none,rent,3,unemp/unskilled non res,2,yes,yes,bad
>=200,64,delayed previously,radio/tv,11769,500<=X<1000,4<=X<7,2,female div/dep/mar,co applicant,4,no known property,55,stores,for free,1,skilled,1,yes,no,good
<0,6,all paid,retraining,466,>=1000,4<=X<7,4,female div/dep/mar,none,2,car,55,stores,for free,3,skilled,2,none,yes,bad
<0,16,no credits/all paid,domestic appliance,11654,no known savings,>=7,2,female div/dep/mar,guarantor,2,car,20,stores,own,2,skilled,2,none,no,good
0<=X<200,69,all paid,business,3697,no known savings,1<=X<4,2,female div/dep/mar,co applicant,1,car,19,none,for free,1,high qualif/self emp/mgmt,1,none,no,good
no checking,18,all paid,domestic appliance,3232,no known savings,4<=X<7,4,male mar/wid,guarantor,3,life insurance,35,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,14,delayed previously,business,15566,500<=X<1000,>=7,1,female div/dep/mar,co applicant,4,no known property,55,stores,for free,1,unskilled resident,2,none,no,bad
<0,56,existing paid,retraining,1509,500<=X<1000,1<=X<4,1,female div/dep/mar,co applicant,2,life insurance,20,none,rent,1,high qualif/self emp/mgmt,2,none,yes,bad
>=200,11,all paid,business,2214,no known savings,unemployed,2,female div/dep/mar,none,3,real estate,45,stores,rent,4,unskilled resident,1,none,no,good
no checking,16,critical/other existing credit,domestic appliance,15782,no known savings,<1,2,female div/dep/mar,co applicant,2,life insurance,50,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,26,critical/other existing credit,domestic appliance,5124,no known savings,>=7,1,male mar/wid,co applicant,1,car,73,stores,for free,1,unskilled resident,1,none,no,bad
>=200,10,critical/other existing credit,radio/tv,14438,500<=X<1000,4<=X<7,2,female div/dep/mar,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,20,critical/other existing credit,radio/tv,2296,100<=X<500,<1,4,male mar/wid,none,4,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,none,no,good
