checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,6,critical/other existing credit,domestic appliance,6136,<100,1<=X<4,2,female div/dep/mar,co applicant,1,real estate,35,stores,for free,3,high qualif/self emp/mgmt,1,none,yes,bad
<0,16,delayed previously,domestic appliance,8941,no known savings,4<=X<7,2,female div/dep/mar,none,2,car,22,stores,own,2,skilled,2,yes,no,good
>=200,4,existing paid,radio/tv,4057,no known savings,>=7,2,female div/dep/mar,none,2,life insurance,41,none,own,1,unskilled resident,2,none,no,good
no checking,29,existing paid,radio/tv,1129,no known savings,1<=X<4,4,male mar/wid,none,2,real estate,19,none,rent,3,unemp/unskilled non res,2,none,no,good
0<=X<200,19,all paid,repairs,5008,500<=X<1000,<1,2,female div/dep/mar,none,4,real estate,26,none,rent,2,high qualif/self emp/mgmt,1,yes,no,good
no checking,26,critical/other existing credit,domestic appliance,5075,no known savings,4<=X<7,1,female div/dep/mar,none,1,life insurance,62,stores,rent,2,unemp/unskilled non res,2,yes,no,bad
>=200,7,critical/other existing credit,business,2233,no known savings,>=7,2,female div/dep/mar,none,2,life insurance,42,none,own,1,skilled,2,yes,yes,good
no checking,10,existing paid,business,1433,no known savings,4<=X<7,1,female div/dep/mar,guarantor,3,life insurance,22,none,rent,2,unskilled resident,2,none,yes,bad
0<=X<200,17,existing paid,business,1504,no known savings,4<=X<7,3,female div/dep/mar,guarantor,2,no known property,22,stores,own,1,unskilled resident,2,none,yes,bad
0<=X<200,10,all paid,radio/tv,1642,>=1000,<1,2,male div/sep,none,1,real estate,22,none,for free,4,skilled,1,yes,yes,good
0<=X<200,18,delayed previously,business,979,no known savings,1<=X<4,1,female div/dep/mar,none,2,no known property,26,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
>=200,61,existing paid,domestic appliance,5060,no known savings,1<=X<4,4,female div/dep/mar,guarantor,1,life insurance,21,stores,rent,2,skilled,2,none,no,bad
<0,72,all paid,domestic appliance,2009,no known savings,unemployed,2,female div/dep/mar,co applicant,2,car,38,stores,for free,2,skilled,2,none,no,bad
no checking,6,existing paid,domestic appliance,1719,no known savings,>=7,1,female div/dep/mar,guarantor,1,car,22,none,rent,1,skilled,1,none,no,good
