checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,69,delayed previously,used car,2749,<100,<1,2,male div/sep,co applicant,2,life insurance,50,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,30,all paid,retraining,2808,no known savings,unemployed,2,male single,co applicant,2,no known property,39,stores,for free,1,unskilled resident,2,yes,no,bad
0<=X<200,4,existing paid,radio/tv,9681,>=1000,>=7,2,male div/sep,none,2,real estate,20,stores,own,1,skilled,1,none,no,bad
0<=X<200,4,delayed previously,radio/tv,9735,>=1000,<1,4,male div/sep,none,1,real estate,20,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,59,all paid,education,1441,no known savings,4<=X<7,2,male mar/wid,none,2,real estate,47,bank,for free,3,unskilled resident,1,yes,no,bad
<0,44,all paid,business,3893,>=1000,1<=X<4,2,female div/dep/mar,co applicant,2,real estate,53,stores,own,1,unskilled resident,2,none,no,bad
>=200,52,all paid,education,7837,>=1000,4<=X<7,2,female div/dep/mar,none,2,car,50,bank,own,3,unemp/unskilled non res,2,yes,yes,good
no checking,4,all paid,new car,679,no known savings,1<=X<4,4,female div/dep/mar,guarantor,2,car,36,stores,for free,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,71,all paid,radio/tv,1897,<100,<1,4,male mar/wid,co applicant,1,real estate,47,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,11,all paid,education,3743,>=1000,<1,2,male mar/wid,none,2,no known property,42,stores,for free,1,unskilled resident,2,yes,no,bad
>=200,19,all paid,radio/tv,398,<100,<1,2,female div/dep/mar,none,2,life insurance,36,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,4,all paid,business,952,100<=X<500,>=7,4,male div/sep,none,1,no known property,32,bank,for free,1,high qualif/self emp/mgmt,2,none,no,good
<0,43,existing paid,education,1199,>=1000,<1,4,male div/sep,guarantor,2,real estate,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,35,all paid,retraining,3835,no known savings,<1,2,male div/sep,none,1,real estate,25,bank,rent,3,high qualif/self emp/mgmt,1,yes,no,good
>=200,10,no credits/all paid,used car,1210,no known savings,unemployed,2,female div/dep/mar,co applicant,2,life insurance,67,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,20,all paid,radio/tv,1260,<100,unemployed,2,female div/dep/mar,guarantor,2,car,21,stores,for free,1,unskilled resident,1,yes,no,bad
0<=X<200,28,delayed previously,repairs,3857,500<=X<1000,unemployed,1,female div/dep/mar,none,2,no known property,45,stores,rent,3,unskilled resident,2,yes,no,good
<0,19,existing paid,radio/tv,3979,>=1000,<1,2,female div/dep/mar,none,3,car,22,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
>=200,4,no credits/all paid,repairs,1893,>=1000,<1,4,female div/dep/mar,none,1,life insurance,70,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,40,all paid,business,1899,no known savings,1<=X<4,4,female div/dep/mar,co applicant,3,real estate,30,stores,for free,4,skilled,2,none,no,good
0<=X<200,4,all paid,education,334,no known savings,<1,4,female div/dep/mar,none,2,real estate,27,bank,for free,2,unemp/unskilled non res,1,yes,no,good
0<=X<200,40,all paid,education,3148,no known savings,>=7,2,female div/dep/mar,co applicant,1,car,28,stores,own,3,high qualif/self emp/mgmt,1,yes,yes,good
