checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,66,existing paid,used car,9203,100<=X<500,unemployed,1,female div/dep/mar,guarantor,2,real estate,25,none,for free,4,unskilled resident,1,yes,yes,bad
>=200,6,delayed previously,new car,3438,<100,1<=X<4,3,male single,co applicant,2,car,52,stores,for free,2,unskilled resident,1,yes,no,good
no checking,62,delayed previously,used car,15465,100<=X<500,>=7,1,female div/dep/mar,co applicant,4,no known property,70,bank,rent,2,unemp/unskilled non res,1,none,no,bad
<0,11,all paid,education,3840,100<=X<500,4<=X<7,1,male single,none,3,real estate,46,none,for free,4,unskilled resident,2,yes,yes,good
0<=X<200,5,all paid,retraining,827,<100,unemployed,2,male mar/wid,guarantor,1,no known property,71,none,rent,2,skilled,1,yes,no,good
0<=X<200,11,critical/other existing credit,retraining,783,<100,>=7,2,female div/dep/mar,none,1,real estate,37,stores,own,2,skilled,2,none,yes,good
0<=X<200,8,all paid,education,2148,<100,1<=X<4,2,male single,none,2,car,33,bank,rent,2,unskilled resident,1,none,no,good
>=200,11,existing paid,used car,3094,100<=X<500,4<=X<7,1,male single,none,1,real estate,61,none,own,4,skilled,1,none,yes,good
0<=X<200,5,all paid,used car,2599,100<=X<500,4<=X<7,1,male mar/wid,guarantor,1,car,20,none,rent,4,skilled,2,yes,no,bad
>=200,8,existing paid,furniture/equipment,1326,500<=X<1000,>=7,4,male single,none,1,real estate,70,bank,own,1,skilled,1,none,yes,good
0<=X<200,67,no credits/all paid,business,11716,<100,unemployed,2,male single,guarantor,3,no known property,62,stores,own,2,skilled,1,yes,no,good
0<=X<200,5,no credits/all paid,business,2155,>=1000,4<=X<7,4,male single,co applicant,1,no known property,24,none,rent,1,unskilled resident,1,none,no,bad
0<=X<200,58,all paid,furniture/equipment,12004,<100,unemployed,4,male mar/wid,co applicant,1,car,35,none,own,1,unskilled resident,1,none,no,good
no checking,39,existing paid,used car,774,<100,unemployed,4,female div/dep/mar,guarantor,2,car,20,bank,own,1,unskilled resident,2,none,no,bad
0<=X<200,8,all paid,retraining,727,100<=X<500,>=7,4,male div/sep,co applicant,1,car,19,stores,rent,1,skilled,1,none,yes,good
