checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,25,all paid,furniture/equipment,2756,100<=X<500,4<=X<7,1,male single,guarantor,1,real estate,26,none,own,3,skilled,2,yes,yes,bad
no checking,69,existing paid,used car,508,>=1000,>=7,1,male mar/wid,none,1,car,61,none,rent,4,skilled,1,yes,no,good
no checking,5,no credits/all paid,other,15288,<100,4<=X<7,3,female div/dep/mar,guarantor,1,no known property,20,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,4,existing paid,furniture/equipment,545,>=1000,1<=X<4,1,male mar/wid,guarantor,1,no known property,24,none,own,4,skilled,1,yes,no,good
0<=X<200,27,all paid,education,1320,500<=X<1000,>=7,1,female div/dep/mar,guarantor,2,car,34,none,own,4,skilled,1,none,yes,bad
>=200,16,all paid,education,1522,500<=X<1000,unemployed,4,male div/sep,guarantor,2,life insurance,60,none,own,4,skilled,1,yes,no,good
no checking,5,all paid,used car,2671,500<=X<1000,4<=X<7,1,female div/dep/mar,guarantor,1,real estate,20,none,own,4,skilled,1,yes,yes,good
0<=X<200,5,existing paid,education,1593,100<=X<500,1<=X<4,4,female div/dep/mar,guarantor,2,car,29,none,rent,2,unskilled resident,1,yes,no,bad
>=200,29,all paid,radio/tv,1378,100<=X<500,unemployed,4,female div/dep/mar,guarantor,1,real estate,58,bank,rent,4,unskilled resident,1,yes,yes,bad
>=200,4,critical/other existing credit,repairs,1207,100<=X<500,4<=X<7,4,female div/dep/mar,guarantor,1,car,70,bank,own,2,skilled,1,none,yes,good
>=200,11,all paid,business,15492,<100,unemployed,4,male div/sep,co applicant,3,no known property,72,none,own,1,skilled,1,yes,no,bad
<0,8,delayed previously,repairs,3146,100<=X<500,>=7,2,female div/dep/mar,guarantor,4,car,58,bank,rent,4,unskilled resident,1,yes,yes,bad
no checking,4,all paid,radio/tv,281,<100,unemployed,2,male mar/wid,guarantor,1,no known property,19,bank,rent,4,skilled,1,yes,yes,bad
>=200,16,no credits/all paid,radio/tv,1576,<100,unemployed,1,male single,guarantor,3,car,59,none,own,4,skilled,2,yes,yes,good
0<=X<200,8,all paid,radio/tv,681,>=1000,unemployed,4,male div/sep,none,2,real estate,19,none,rent,4,skilled,1,none,yes,good
no checking,5,existing paid,used car,6010,<100,unemployed,1,female div/dep/mar,none,3,car,22,none,own,4,skilled,1,yes,no,bad
0<=X<200,4,no credits/all paid,retraining,3970,100<=X<500,4<=X<7,1,male div/sep,none,1,car,26,none,for free,1,unemp/unskilled non res,1,yes,yes,bad
no checking,8,no credits/all paid,repairs,2778,100<=X<500,unemployed,2,female div/dep/mar,none,2,car,28,none,for free,4,skilled,2,yes,no,bad
0<=X<200,8,no credits/all paid,retraining,1060,<100,unemployed,4,female div/dep/mar,guarantor,2,car,20,none,rent,4,unskilled resident,1,none,yes,good
>=200,5,critical/other existing credit,education,1320,100<=X<500,>=7,1,female div/dep/mar,guarantor,2,real estate,20,none,rent,4,skilled,2,none,yes,good
