checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,all paid,furniture/equipment,1802,<100,unemployed,4,male mar/wid,guarantor,3,real estate,64,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,7,no credits/all paid,retraining,14286,<100,1<=X<4,1,female div/dep/mar,guarantor,3,car,22,bank,for free,4,high qualif/self emp/mgmt,1,yes,no,good
no checking,13,critical/other existing credit,radio/tv,1596,500<=X<1000,<1,4,male single,none,2,life insurance,54,bank,rent,4,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,36,no credits/all paid,radio/tv,15654,<100,<1,1,male single,guarantor,4,car,21,none,rent,4,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,28,all paid,radio/tv,16960,>=1000,>=7,3,female div/dep/mar,none,4,real estate,37,stores,rent,1,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,33,all paid,retraining,16974,no known savings,>=7,4,male single,guarantor,2,car,38,none,rent,1,unskilled resident,2,yes,no,good
0<=X<200,17,no credits/all paid,other,4025,no known savings,>=7,2,female div/dep/mar,none,4,real estate,31,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,25,existing paid,domestic appliance,4160,<100,>=7,2,male single,none,1,real estate,32,none,rent,1,high qualif/self emp/mgmt,2,yes,no,good
no checking,17,all paid,radio/tv,5421,500<=X<1000,4<=X<7,3,male single,none,4,car,21,bank,rent,1,unemp/unskilled non res,2,yes,yes,good
0<=X<200,4,all paid,furniture/equipment,2124,<100,unemployed,4,male mar/wid,guarantor,1,car,64,stores,rent,2,unemp/unskilled non res,2,yes,yes,good
>=200,7,all paid,other,530,<100,>=7,1,male single,guarantor,4,car,39,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,delayed previously,other,1093,>=1000,>=7,1,female div/dep/mar,co applicant,1,no known property,20,stores,for free,1,unskilled resident,2,none,yes,good
no checking,11,no credits/all paid,retraining,5158,500<=X<1000,>=7,2,male div/sep,guarantor,1,no known property,36,bank,for free,4,unskilled resident,2,none,no,good
0<=X<200,18,all paid,education,1587,<100,unemployed,4,female div/dep/mar,co applicant,2,real estate,65,bank,rent,1,high qualif/self emp/mgmt,2,none,yes,good
>=200,20,critical/other existing credit,business,1818,>=1000,>=7,4,male div/sep,none,3,car,71,bank,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,7,critical/other existing credit,retraining,1136,>=1000,unemployed,1,male single,none,3,real estate,69,stores,for free,1,unskilled resident,1,none,no,bad
no checking,7,delayed previously,radio/tv,2777,<100,unemployed,2,male single,guarantor,4,no known property,74,bank,for free,1,unskilled resident,1,yes,yes,good
