checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,9,all paid,new car,288,no known savings,<1,2,female div/dep/mar,none,2,real estate,36,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,4,no credits/all paid,business,641,>=1000,1<=X<4,4,female div/dep/mar,guarantor,2,car,36,stores,for free,2,unskilled resident,1,yes,no,bad
0<=X<200,25,existing paid,business,251,<100,<1,4,female div/dep/mar,co applicant,1,real estate,28,none,own,1,high qualif/self emp/mgmt,1,none,no,good
0<=X<200,4,existing paid,radio/tv,9183,<100,<1,2,male single,none,1,car,20,stores,own,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,69,all paid,repairs,1137,>=1000,<1,1,male div/sep,none,4,car,22,stores,for free,1,unskilled resident,1,yes,no,bad
<0,40,all paid,business,4002,500<=X<1000,1<=X<4,2,female div/dep/mar,co applicant,2,real estate,51,stores,own,1,unskilled resident,2,none,no,bad
0<=X<200,4,existing paid,other,2287,500<=X<1000,>=7,2,male div/sep,none,3,real estate,42,stores,own,2,high qualif/self emp/mgmt,1,yes,no,bad
<0,4,no credits/all paid,business,790,>=1000,unemployed,4,female div/dep/mar,none,2,car,36,stores,own,2,unskilled resident,1,yes,no,good
>=200,66,all paid,other,1880,no known savings,<1,4,male single,co applicant,2,real estate,49,bank,for free,2,unemp/unskilled non res,1,yes,yes,good
<0,60,no credits/all paid,repairs,9440,>=1000,4<=X<7,2,male div/sep,none,4,real estate,52,bank,for free,3,unemp/unskilled non res,2,yes,yes,good
>=200,9,all paid,radio/tv,1304,500<=X<1000,unemployed,2,female div/dep/mar,guarantor,1,real estate,36,bank,own,1,high qualif/self emp/mgmt,1,none,no,bad
>=200,4,existing paid,domestic appliance,3824,no known savings,1<=X<4,4,male div/sep,guarantor,2,real estate,35,bank,own,2,high qualif/self emp/mgmt,2,yes,no,bad
<0,69,existing paid,furniture/equipment,1492,>=1000,<1,2,male mar/wid,guarantor,2,life insurance,74,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,4,existing paid,used car,2525,>=1000,<1,4,male single,none,2,real estate,33,none,own,2,unskilled resident,1,yes,yes,good
<0,4,delayed previously,radio/tv,1024,no known savings,<1,3,female div/dep/mar,none,2,real estate,36,stores,for free,1,unskilled resident,2,none,no,bad
0<=X<200,12,existing paid,radio/tv,940,no known savings,unemployed,2,male div/sep,guarantor,2,no known property,46,stores,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
>=200,4,delayed previously,retraining,4738,no known savings,>=7,2,male mar/wid,none,2,no known property,67,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
>=200,4,delayed previously,radio/tv,9725,no known savings,<1,4,male div/sep,none,3,real estate,27,bank,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
>=200,11,delayed previously,used car,304,500<=X<1000,<1,2,male mar/wid,none,4,car,31,none,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,4,existing paid,education,2221,no known savings,<1,1,female div/dep/mar,none,2,real estate,27,bank,own,2,high qualif/self emp/mgmt,1,none,no,bad
>=200,4,no credits/all paid,education,267,no known savings,<1,4,female div/dep/mar,none,2,car,27,bank,for free,2,unemp/unskilled non res,1,yes,no,good
<0,19,existing paid,new car,1878,no known savings,<1,4,male div/sep,guarantor,4,car,27,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,4,existing paid,retraining,387,no known savings,<1,1,male mar/wid,guarantor,2,no known property,50,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,good
>=200,17,existing paid,radio/tv,1189,<100,1<=X<4,3,male mar/wid,guarantor,2,car,33,bank,own,2,unskilled resident,2,yes,no,good
0<=X<200,30,existing paid,radio/tv,3073,no known savings,unemployed,2,male single,guarantor,2,real estate,39,bank,for free,1,unskilled resident,2,yes,no,bad
<0,4,delayed previously,furniture/equipment,9738,no known savings,4<=X<7,3,male div/sep,none,1,no known property,27,stores,own,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,40,no credits/all paid,radio/tv,4479,<100,1<=X<4,2,male mar/wid,none,1,no known property,71,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,38,all paid,repairs,341,no known savings,<1,3,male div/sep,co applicant,2,no known property,64,bank,for free,4,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,17,existing paid,business,2291,500<=X<1000,>=7,4,male div/sep,none,2,real estate,24,stores,own,4,skilled,1,none,yes,good
0<=X<200,38,existing paid,business,2859,no known savings,1<=X<4,3,male single,guarantor,1,car,26,stores,own,2,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,4,no credits/all paid,retraining,1379,no known savings,1<=X<4,2,male mar/wid,guarantor,4,real estate,46,bank,own,2,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,4,delayed previously,retraining,1276,>=1000,<1,1,male mar/wid,none,2,life insurance,68,bank,for free,2,unskilled resident,1,yes,no,bad
0<=X<200,59,delayed previously,repairs,9769,>=1000,<1,2,male div/sep,co applicant,2,real estate,65,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
