checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,19,existing paid,business,3206,<100,1<=X<4,2,female div/dep/mar,co applicant,2,car,32,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,16,all paid,domestic appliance,14369,100<=X<500,4<=X<7,2,male mar/wid,none,2,car,30,stores,own,2,skilled,2,yes,no,good
>=200,9,existing paid,business,4098,no known savings,>=7,2,female div/dep/mar,none,2,life insurance,41,none,own,1,unskilled resident,2,none,yes,good
<0,6,existing paid,radio/tv,2283,no known savings,<1,4,female div/dep/mar,co applicant,2,car,20,none,rent,1,high qualif/self emp/mgmt,2,yes,no,bad
no checking,65,all paid,radio/tv,3706,no known savings,1<=X<4,4,male mar/wid,guarantor,2,real estate,33,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,5,delayed previously,domestic appliance,1019,500<=X<1000,1<=X<4,1,female div/dep/mar,co applicant,3,real estate,51,stores,rent,2,unskilled resident,2,none,yes,bad
no checking,7,all paid,repairs,3687,100<=X<500,unemployed,1,female div/dep/mar,none,2,real estate,72,none,for free,4,unemp/unskilled non res,1,yes,no,good
no checking,10,no credits/all paid,radio/tv,1744,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,real estate,26,none,rent,1,unskilled resident,2,none,yes,good
0<=X<200,56,existing paid,repairs,1515,no known savings,4<=X<7,3,female div/dep/mar,guarantor,2,life insurance,22,none,rent,1,high qualif/self emp/mgmt,2,none,yes,bad
>=200,6,critical/other existing credit,domestic appliance,948,<100,>=7,4,female div/dep/mar,guarantor,4,car,50,none,rent,3,unemp/unskilled non res,2,none,yes,good
<0,15,existing paid,radio/tv,802,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,41,none,rent,1,skilled,1,yes,yes,bad
0<=X<200,5,all paid,domestic appliance,1513,100<=X<500,<1,1,male div/sep,co applicant,1,car,47,stores,rent,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,28,delayed previously,domestic appliance,2472,no known savings,>=7,2,male mar/wid,none,1,life insurance,34,none,for free,1,high qualif/self emp/mgmt,2,none,no,bad
<0,5,existing paid,domestic appliance,1242,500<=X<1000,>=7,1,female div/dep/mar,guarantor,2,car,22,none,rent,1,unemp/unskilled non res,1,none,no,good
<0,8,all paid,domestic appliance,324,500<=X<1000,<1,3,female div/dep/mar,co applicant,4,real estate,48,none,rent,1,unskilled resident,1,yes,no,good
no checking,19,delayed previously,radio/tv,2286,100<=X<500,4<=X<7,4,male mar/wid,none,4,car,26,stores,rent,1,skilled,2,yes,yes,bad
>=200,61,critical/other existing credit,domestic appliance,3796,500<=X<1000,>=7,4,female div/dep/mar,none,4,real estate,21,stores,for free,2,unskilled resident,1,yes,yes,good
<0,18,existing paid,radio/tv,1896,no known savings,1<=X<4,4,female div/dep/mar,guarantor,2,car,24,none,own,1,skilled,2,yes,yes,bad
0<=X<200,15,all paid,business,2307,500<=X<1000,1<=X<4,4,male mar/wid,co applicant,2,car,28,none,own,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,15,critical/other existing credit,repairs,354,no known savings,unemployed,1,female div/dep/mar,none,4,real estate,41,none,for free,2,skilled,1,none,no,good
<0,15,no credits/all paid,repairs,3702,no known savings,>=7,1,female div/dep/mar,co applicant,4,real estate,73,none,rent,2,unemp/unskilled non res,1,none,yes,good
<0,59,critical/other existing credit,business,5019,no known savings,1<=X<4,2,male mar/wid,guarantor,1,car,26,stores,rent,3,high qualif/self emp/mgmt,2,none,no,good
>=200,20,critical/other existing credit,domestic appliance,1296,500<=X<1000,4<=X<7,4,female div/dep/mar,co applicant,4,life insurance,57,none,for free,1,unskilled resident,1,yes,no,good
no checking,28,existing paid,used car,2191,no known savings,4<=X<7,1,female div/dep/mar,co applicant,1,car,23,none,rent,2,skilled,2,yes,no,bad
no checking,8,critical/other existing credit,repairs,1682,500<=X<1000,4<=X<7,4,female div/dep/mar,guarantor,3,no known property,33,none,rent,1,skilled,2,none,yes,good
<0,14,delayed previously,repairs,2059,no known savings,1<=X<4,4,male div/sep,none,4,real estate,25,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,14,delayed previously,business,3775,500<=X<1000,>=7,4,female div/dep/mar,none,1,car,70,stores,rent,1,high qualif/self emp/mgmt,2,yes,yes,bad
<0,18,critical/other existing credit,used car,2268,no known savings,4<=X<7,4,female div/dep/mar,guarantor,4,car,22,stores,own,2,skilled,2,yes,no,good
<0,26,all paid,retraining,1324,500<=X<1000,>=7,4,male mar/wid,guarantor,4,real estate,19,none,for free,3,skilled,2,none,no,good
