checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,all paid,domestic appliance,1799,<100,unemployed,4,male mar/wid,none,2,real estate,64,none,rent,4,high qualif/self emp/mgmt,2,none,yes,bad
no checking,19,critical/other existing credit,radio/tv,412,no known savings,unemployed,4,male single,none,1,no known property,22,stores,rent,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,20,critical/other existing credit,other,964,>=1000,unemployed,4,male single,none,3,car,69,stores,rent,2,high qualif/self emp/mgmt,1,none,no,good
0<=X<200,35,critical/other existing credit,radio/tv,12758,100<=X<500,<1,2,male mar/wid,guarantor,2,real estate,36,none,rent,1,unskilled resident,1,yes,no,bad
no checking,23,delayed previously,retraining,1199,<100,unemployed,2,male mar/wid,none,4,car,66,stores,rent,1,skilled,1,none,yes,bad
no checking,5,existing paid,retraining,18183,<100,unemployed,2,female div/dep/mar,guarantor,3,real estate,22,bank,rent,4,unskilled resident,2,yes,no,good
0<=X<200,30,all paid,retraining,4130,no known savings,4<=X<7,3,male single,co applicant,4,car,22,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,18,delayed previously,radio/tv,3318,no known savings,>=7,2,female div/dep/mar,co applicant,4,real estate,34,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,6,delayed previously,other,3680,>=1000,<1,1,male single,guarantor,1,no known property,22,bank,for free,1,high qualif/self emp/mgmt,1,none,no,good
no checking,19,all paid,furniture/equipment,1826,<100,unemployed,4,male mar/wid,none,3,car,64,none,rent,2,unemp/unskilled non res,1,none,yes,good
0<=X<200,54,existing paid,other,15424,<100,4<=X<7,2,male mar/wid,none,3,car,70,stores,for free,3,unemp/unskilled non res,1,none,no,bad
>=200,32,delayed previously,radio/tv,1630,>=1000,unemployed,4,male single,guarantor,4,no known property,44,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
no checking,11,critical/other existing credit,retraining,17977,500<=X<1000,unemployed,3,male single,guarantor,2,real estate,67,stores,rent,1,unskilled resident,2,yes,no,bad
0<=X<200,53,all paid,other,1137,<100,unemployed,4,female div/dep/mar,none,1,real estate,64,stores,rent,1,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,20,critical/other existing credit,radio/tv,1794,500<=X<1000,unemployed,4,male div/sep,none,3,life insurance,71,bank,rent,2,unemp/unskilled non res,1,none,yes,bad
no checking,4,existing paid,retraining,7004,no known savings,<1,2,female div/dep/mar,none,1,car,71,bank,for free,1,unskilled resident,1,yes,yes,bad
0<=X<200,7,critical/other existing credit,retraining,1150,<100,unemployed,4,male single,co applicant,1,life insurance,21,stores,for free,2,unskilled resident,1,yes,yes,bad
0<=X<200,7,existing paid,retraining,509,no known savings,>=7,4,male div/sep,guarantor,4,real estate,74,bank,rent,1,unemp/unskilled non res,1,yes,no,bad
>=200,52,delayed previously,retraining,3814,no known savings,4<=X<7,4,female div/dep/mar,co applicant,2,car,21,stores,for free,1,unemp/unskilled non res,1,none,no,bad
no checking,38,delayed previously,radio/tv,12707,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,car,21,bank,rent,3,high qualif/self emp/mgmt,2,none,no,good
no checking,4,delayed previously,furniture/equipment,5833,>=1000,unemployed,2,male single,co applicant,4,car,28,bank,rent,1,high qualif/self emp/mgmt,2,yes,yes,bad
0<=X<200,12,critical/other existing credit,other,1657,>=1000,unemployed,4,male div/sep,co applicant,3,real estate,52,bank,rent,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,6,all paid,radio/tv,4748,>=1000,>=7,2,male single,none,3,no known property,36,bank,rent,4,unskilled resident,2,none,yes,good
no checking,59,critical/other existing credit,education,1354,>=1000,unemployed,4,male single,guarantor,2,car,24,stores,rent,1,unskilled resident,2,yes,yes,good
no checking,23,critical/other existing credit,other,6921,<100,>=7,2,male mar/wid,none,4,no known property,72,none,for free,3,unemp/unskilled non res,1,none,yes,good
0<=X<200,17,delayed previously,used car,1549,no known savings,unemployed,4,male div/sep,co applicant,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,no,bad
no checking,7,critical/other existing credit,repairs,14986,>=1000,unemployed,1,female div/dep/mar,none,3,real estate,22,bank,for free,2,unemp/unskilled non res,1,yes,yes,bad
>=200,23,delayed previously,retraining,6912,<100,>=7,4,female div/dep/mar,none,3,real estate,27,bank,rent,1,skilled,1,yes,no,good
<0,54,critical/other existing credit,business,14370,no known savings,4<=X<7,2,male single,co applicant,1,car,28,stores,rent,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,21,critical/other existing credit,radio/tv,13892,no known savings,>=7,2,male div/sep,none,1,life insurance,36,stores,rent,2,unskilled resident,1,none,yes,bad
no checking,38,delayed previously,radio/tv,14283,500<=X<1000,<1,2,male single,none,1,real estate,22,bank,rent,3,unskilled resident,2,yes,yes,good
no checking,12,no credits/all paid,other,1637,no known savings,unemployed,4,male mar/wid,guarantor,2,car,67,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,58,all paid,business,14370,<100,<1,4,male single,none,2,no known property,42,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
no checking,8,critical/other existing credit,business,589,no known savings,>=7,4,male single,none,1,car,27,none,rent,2,unskilled resident,2,yes,yes,bad
no checking,38,no credits/all paid,repairs,2191,100<=X<500,4<=X<7,4,male single,co applicant,3,car,64,bank,rent,4,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,6,delayed previously,domestic appliance,6138,<100,unemployed,4,male single,none,4,no known property,75,none,rent,2,high qualif/self emp/mgmt,2,yes,no,good
no checking,58,delayed previously,retraining,1061,<100,>=7,3,male single,none,4,car,54,stores,rent,1,unskilled resident,1,yes,no,good
