checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,61,no credits/all paid,used car,4522,100<=X<500,>=7,2,male mar/wid,guarantor,4,car,52,none,rent,4,unskilled resident,1,none,yes,good
>=200,13,critical/other existing credit,radio/tv,1593,100<=X<500,unemployed,4,female div/dep/mar,none,3,real estate,53,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,11,all paid,used car,12991,<100,unemployed,2,male single,co applicant,4,no known property,70,bank,rent,2,unskilled resident,1,yes,no,bad
no checking,27,no credits/all paid,retraining,1376,>=1000,1<=X<4,4,male mar/wid,none,2,real estate,19,none,rent,2,unskilled resident,1,none,yes,good
>=200,5,existing paid,retraining,738,<100,>=7,3,male single,co applicant,2,car,60,none,rent,2,unskilled resident,1,yes,yes,bad
0<=X<200,4,existing paid,retraining,2652,500<=X<1000,>=7,4,male single,none,4,car,71,none,own,1,unskilled resident,1,yes,yes,good
no checking,8,all paid,repairs,2671,<100,unemployed,1,male single,guarantor,2,car,33,bank,rent,4,unskilled resident,1,yes,yes,good
>=200,11,critical/other existing credit,radio/tv,1545,100<=X<500,unemployed,4,female div/dep/mar,none,3,real estate,53,stores,own,1,unskilled resident,2,yes,no,bad
<0,4,no credits/all paid,retraining,2660,>=1000,>=7,1,male div/sep,co applicant,1,car,25,none,own,3,skilled,1,yes,no,bad
no checking,22,existing paid,domestic appliance,2292,500<=X<1000,>=7,4,male div/sep,none,4,car,59,none,own,4,skilled,2,yes,no,good
0<=X<200,50,delayed previously,other,10619,<100,>=7,2,male single,none,4,no known property,53,stores,rent,2,skilled,1,yes,no,bad
>=200,38,all paid,education,3146,500<=X<1000,4<=X<7,4,female div/dep/mar,none,1,real estate,24,bank,own,2,unemp/unskilled non res,2,none,yes,good
<0,23,existing paid,other,6320,<100,>=7,4,male mar/wid,guarantor,2,car,35,none,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,70,all paid,education,927,<100,4<=X<7,4,male mar/wid,none,3,real estate,59,none,own,2,unskilled resident,2,none,yes,good
0<=X<200,8,all paid,retraining,742,<100,>=7,4,female div/dep/mar,none,4,no known property,20,stores,rent,2,skilled,1,none,yes,bad
0<=X<200,65,critical/other existing credit,furniture/equipment,9165,>=1000,unemployed,1,male mar/wid,none,2,real estate,26,bank,rent,4,skilled,1,yes,yes,good
no checking,5,critical/other existing credit,education,1205,>=1000,4<=X<7,4,female div/dep/mar,guarantor,2,no known property,70,none,own,4,skilled,1,none,yes,good
>=200,11,existing paid,business,2847,no known savings,1<=X<4,2,male single,none,4,real estate,70,none,for free,2,unskilled resident,1,none,no,good
<0,16,no credits/all paid,radio/tv,14579,100<=X<500,4<=X<7,2,male mar/wid,none,1,real estate,27,stores,own,1,unskilled resident,1,none,no,good
0<=X<200,5,delayed previously,education,2192,<100,4<=X<7,2,male single,none,4,real estate,36,none,rent,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,35,all paid,education,6031,100<=X<500,4<=X<7,1,male single,guarantor,4,no known property,32,none,rent,4,skilled,1,yes,yes,bad
no checking,40,existing paid,education,2185,>=1000,>=7,4,female div/dep/mar,none,4,car,53,none,rent,4,skilled,2,yes,no,good
>=200,62,all paid,used car,2106,>=1000,1<=X<4,4,female div/dep/mar,none,1,real estate,20,bank,own,4,skilled,1,yes,yes,good
0<=X<200,63,all paid,other,1393,<100,unemployed,4,female div/dep/mar,guarantor,2,no known property,51,none,own,2,unemp/unskilled non res,2,yes,yes,bad
no checking,5,existing paid,education,792,100<=X<500,unemployed,4,female div/dep/mar,guarantor,2,real estate,59,none,own,4,unskilled resident,1,yes,no,good
0<=X<200,51,critical/other existing credit,used car,11126,<100,unemployed,2,male single,none,4,no known property,37,none,own,1,skilled,2,yes,no,good
<0,44,no credits/all paid,furniture/equipment,2757,<100,4<=X<7,3,female div/dep/mar,guarantor,1,no known property,24,bank,own,3,unemp/unskilled non res,1,yes,yes,good
<0,31,critical/other existing credit,radio/tv,4017,100<=X<500,>=7,1,female div/dep/mar,none,2,real estate,19,bank,own,2,unskilled resident,1,none,yes,good
0<=X<200,6,existing paid,furniture/equipment,2621,<100,>=7,2,female div/dep/mar,guarantor,1,life insurance,24,none,rent,1,skilled,1,yes,no,bad
<0,11,existing paid,business,4510,>=1000,unemployed,1,female div/dep/mar,none,1,no known property,20,none,rent,4,unskilled resident,1,yes,yes,good
no checking,61,all paid,used car,13675,100<=X<500,>=7,1,female div/dep/mar,co applicant,1,no known property,51,none,rent,4,unemp/unskilled non res,1,yes,yes,good
>=200,51,delayed previously,radio/tv,435,100<=X<500,4<=X<7,1,male mar/wid,co applicant,1,car,57,bank,rent,4,unskilled resident,1,yes,yes,bad
>=200,10,existing paid,new car,864,100<=X<500,unemployed,4,male single,co applicant,2,real estate,25,bank,own,3,unskilled resident,2,yes,no,good
0<=X<200,41,all paid,furniture/equipment,1416,>=1000,>=7,1,male div/sep,none,4,car,61,none,rent,4,unskilled resident,1,yes,yes,good
