checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,71,delayed previously,retraining,2749,<100,<1,2,male mar/wid,co applicant,2,life insurance,50,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,27,delayed previously,radio/tv,2367,no known savings,unemployed,2,male mar/wid,none,4,life insurance,46,stores,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,4,delayed previously,radio/tv,4408,<100,<1,4,male mar/wid,none,1,real estate,20,stores,own,1,skilled,1,yes,no,good
0<=X<200,4,existing paid,new car,9735,500<=X<1000,<1,4,male div/sep,none,1,real estate,20,stores,own,1,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,55,no credits/all paid,repairs,365,no known savings,<1,1,male div/sep,co applicant,4,car,26,stores,rent,1,unskilled resident,1,yes,no,good
<0,39,critical/other existing credit,business,3942,500<=X<1000,unemployed,2,female div/dep/mar,none,4,life insurance,73,stores,for free,1,unskilled resident,2,none,no,bad
0<=X<200,48,existing paid,education,9579,500<=X<1000,>=7,2,female div/dep/mar,none,4,no known property,36,stores,for free,1,unskilled resident,1,yes,no,bad
<0,51,existing paid,education,386,no known savings,<1,2,male mar/wid,co applicant,2,life insurance,64,stores,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,51,all paid,other,1897,no known savings,<1,4,male single,guarantor,2,real estate,47,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,4,delayed previously,radio/tv,2148,no known savings,<1,4,male mar/wid,none,1,car,40,stores,own,2,unskilled resident,2,yes,no,good
<0,17,existing paid,used car,1312,500<=X<1000,<1,2,male div/sep,co applicant,2,car,33,none,own,2,unskilled resident,1,none,yes,bad
>=200,11,no credits/all paid,radio/tv,840,>=1000,1<=X<4,4,male mar/wid,none,2,no known property,26,stores,rent,3,unemp/unskilled non res,2,yes,no,good
no checking,40,existing paid,education,3840,no known savings,<1,2,male single,none,2,real estate,75,none,rent,1,unemp/unskilled non res,1,yes,yes,bad
<0,11,existing paid,radio/tv,3614,500<=X<1000,<1,4,male mar/wid,guarantor,2,real estate,26,stores,own,2,high qualif/self emp/mgmt,2,none,yes,good
>=200,32,all paid,retraining,1194,500<=X<1000,unemployed,4,female div/dep/mar,co applicant,2,life insurance,70,stores,for free,1,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,4,critical/other existing credit,repairs,1301,no known savings,unemployed,2,female div/dep/mar,guarantor,2,car,22,bank,for free,2,unemp/unskilled non res,1,yes,no,good
>=200,54,existing paid,other,251,no known savings,<1,3,female div/dep/mar,co applicant,1,car,71,bank,for free,3,unskilled resident,2,yes,yes,bad
0<=X<200,23,all paid,radio/tv,5707,no known savings,>=7,2,male div/sep,co applicant,3,real estate,27,bank,own,2,unskilled resident,1,yes,yes,good
<0,4,all paid,repairs,1198,<100,<1,3,female div/dep/mar,none,4,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
<0,46,no credits/all paid,furniture/equipment,10083,>=1000,unemployed,4,female div/dep/mar,co applicant,1,no known property,28,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,all paid,education,568,<100,<1,4,female div/dep/mar,none,2,no known property,27,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,66,existing paid,education,9918,>=1000,<1,1,female div/dep/mar,none,2,car,23,bank,for free,3,unskilled resident,1,none,no,good
