checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,52,existing paid,used car,3113,500<=X<1000,4<=X<7,4,male mar/wid,guarantor,2,no known property,32,bank,for free,1,skilled,1,none,yes,bad
<0,11,no credits/all paid,domestic appliance,3467,500<=X<1000,4<=X<7,1,male single,none,4,no known property,29,bank,rent,2,skilled,2,none,no,good
0<=X<200,21,existing paid,business,10813,>=1000,4<=X<7,2,male mar/wid,co applicant,2,no known property,36,none,for free,1,unskilled resident,2,none,no,bad
<0,37,delayed previously,retraining,2340,no known savings,<1,1,female div/dep/mar,none,1,no known property,66,none,rent,1,unemp/unskilled non res,2,yes,yes,bad
0<=X<200,28,no credits/all paid,furniture/equipment,3392,no known savings,4<=X<7,2,male single,none,4,car,24,none,rent,1,unemp/unskilled non res,1,none,yes,good
>=200,16,no credits/all paid,domestic appliance,13792,100<=X<500,1<=X<4,2,female div/dep/mar,guarantor,1,no known property,22,stores,for free,2,unemp/unskilled non res,1,yes,no,good
0<=X<200,19,existing paid,other,2430,500<=X<1000,1<=X<4,1,male mar/wid,guarantor,1,no known property,40,stores,rent,1,unskilled resident,1,none,no,good
0<=X<200,14,delayed previously,business,860,<100,<1,1,female div/dep/mar,guarantor,1,no known property,36,none,rent,1,unemp/unskilled non res,2,none,no,bad
0<=X<200,25,existing paid,education,3250,100<=X<500,1<=X<4,2,male single,guarantor,1,no known property,26,stores,rent,1,unskilled resident,1,none,yes,bad
no checking,4,no credits/all paid,domestic appliance,13637,>=1000,4<=X<7,2,male mar/wid,guarantor,4,no known property,20,stores,for free,2,unemp/unskilled non res,1,yes,no,bad
no checking,52,no credits/all paid,retraining,2318,no known savings,1<=X<4,1,male mar/wid,none,4,life insurance,46,stores,rent,4,unemp/unskilled non res,1,none,yes,good
0<=X<200,9,no credits/all paid,furniture/equipment,1211,<100,<1,2,male div/sep,guarantor,4,no known property,38,stores,rent,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,55,no credits/all paid,business,2141,no known savings,>=7,1,male mar/wid,none,2,life insurance,43,stores,for free,1,unemp/unskilled non res,1,none,no,good
>=200,43,no credits/all paid,business,3970,>=1000,1<=X<4,1,male single,none,1,real estate,34,stores,for free,3,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,19,existing paid,used car,390,<100,1<=X<4,1,male single,guarantor,4,real estate,30,stores,rent,4,high qualif/self emp/mgmt,2,none,no,good
<0,18,no credits/all paid,domestic appliance,365,100<=X<500,<1,2,male single,guarantor,3,real estate,24,none,rent,4,unskilled resident,1,none,no,bad
>=200,70,critical/other existing credit,retraining,4569,>=1000,1<=X<4,2,male mar/wid,guarantor,2,real estate,63,none,own,1,unemp/unskilled non res,1,none,no,good
<0,52,delayed previously,retraining,3320,no known savings,4<=X<7,2,female div/dep/mar,none,1,real estate,33,none,rent,1,unskilled resident,2,none,no,bad
0<=X<200,31,no credits/all paid,business,8169,<100,1<=X<4,4,male div/sep,none,1,no known property,20,bank,for free,2,skilled,1,none,yes,good
0<=X<200,4,delayed previously,other,2850,>=1000,>=7,1,female div/dep/mar,guarantor,4,real estate,22,bank,for free,2,unemp/unskilled non res,1,none,no,good
0<=X<200,35,existing paid,used car,3385,100<=X<500,4<=X<7,3,male single,none,2,life insurance,26,bank,rent,1,unemp/unskilled non res,1,yes,yes,good
<0,51,no credits/all paid,business,7108,>=1000,<1,2,female div/dep/mar,guarantor,4,car,29,none,for free,4,unemp/unskilled non res,2,none,no,good
0<=X<200,12,critical/other existing credit,domestic appliance,1478,<100,1<=X<4,2,male single,none,2,no known property,60,stores,rent,3,high qualif/self emp/mgmt,2,none,no,good
<0,23,existing paid,business,1351,100<=X<500,>=7,4,male single,none,1,no known property,37,bank,rent,2,skilled,1,none,yes,good
>=200,44,delayed previously,furniture/equipment,575,no known savings,>=7,1,male single,guarantor,1,real estate,21,bank,rent,1,unemp/unskilled non res,1,yes,no,good
>=200,9,no credits/all paid,retraining,14876,500<=X<1000,>=7,2,male mar/wid,guarantor,4,no known property,20,stores,for free,1,unemp/unskilled non res,2,none,no,bad
<0,42,no credits/all paid,domestic appliance,4025,>=1000,1<=X<4,1,male single,none,2,no known property,34,stores,for free,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,11,delayed previously,furniture/equipment,910,<100,>=7,4,male single,guarantor,4,no known property,43,stores,own,2,skilled,1,yes,no,good
<0,37,existing paid,furniture/equipment,2802,no known savings,1<=X<4,1,male div/sep,guarantor,2,no known property,28,bank,rent,1,unskilled resident,1,none,no,bad
<0,4,delayed previously,furniture/equipment,906,500<=X<1000,4<=X<7,3,male single,none,2,real estate,19,bank,rent,1,unemp/unskilled non res,1,yes,yes,good
<0,4,no credits/all paid,other,11956,100<=X<500,4<=X<7,1,female div/dep/mar,guarantor,4,no known property,28,stores,rent,2,skilled,1,none,no,good
>=200,13,delayed previously,business,1326,<100,<1,1,male single,none,2,car,60,stores,rent,2,skilled,2,yes,no,bad
<0,4,no credits/all paid,new car,6804,100<=X<500,4<=X<7,2,male mar/wid,none,1,no known property,74,bank,for free,1,unemp/unskilled non res,2,none,no,good
0<=X<200,22,existing paid,furniture/equipment,6205,<100,4<=X<7,2,male single,none,4,life insurance,30,bank,for free,4,unemp/unskilled non res,2,none,yes,good
>=200,4,delayed previously,education,3030,100<=X<500,4<=X<7,1,male mar/wid,guarantor,1,real estate,32,stores,rent,1,skilled,1,none,yes,good
0<=X<200,4,critical/other existing credit,domestic appliance,4091,100<=X<500,4<=X<7,3,male single,guarantor,1,real estate,67,none,for free,1,unemp/unskilled non res,1,none,no,bad
>=200,36,no credits/all paid,furniture/equipment,2873,<100,1<=X<4,1,male div/sep,none,2,life insurance,31,stores,for free,1,unemp/unskilled non res,2,none,yes,good
<0,4,no credits/all paid,retraining,816,500<=X<1000,>=7,2,male mar/wid,guarantor,2,car,23,stores,for free,2,unskilled resident,1,none,no,bad
no checking,21,critical/other existing credit,business,1944,no known savings,<1,4,male single,co applicant,1,real estate,62,none,rent,4,skilled,2,none,no,good
<0,37,delayed previously,furniture/equipment,2365,no known savings,>=7,1,male div/sep,guarantor,1,real estate,43,stores,rent,4,unemp/unskilled non res,1,yes,no,bad
0<=X<200,29,delayed previously,education,2448,no known savings,1<=X<4,1,male mar/wid,guarantor,4,no known property,38,none,for free,4,skilled,1,none,no,bad
>=200,56,delayed previously,used car,13835,no known savings,<1,4,female div/dep/mar,guarantor,4,life insurance,57,stores,rent,2,unemp/unskilled non res,1,yes,yes,good
<0,5,delayed previously,other,2637,>=1000,>=7,3,male mar/wid,guarantor,4,real estate,19,stores,for free,1,unemp/unskilled non res,2,none,no,bad
>=200,4,existing paid,new car,13884,100<=X<500,4<=X<7,4,male div/sep,guarantor,3,real estate,22,stores,for free,2,skilled,1,yes,yes,good
no checking,41,critical/other existing credit,retraining,346,100<=X<500,>=7,4,male single,guarantor,1,no known property,36,none,rent,4,unemp/unskilled non res,1,none,yes,bad
0<=X<200,5,existing paid,other,1006,<100,>=7,1,male div/sep,guarantor,2,real estate,43,stores,rent,3,unskilled resident,1,none,yes,bad
>=200,42,existing paid,furniture/equipment,4682,<100,4<=X<7,2,male single,none,2,no known property,30,bank,rent,4,high qualif/self emp/mgmt,2,yes,yes,good
>=200,48,delayed previously,new car,2737,>=1000,4<=X<7,3,male mar/wid,guarantor,2,no known property,20,bank,rent,1,skilled,2,yes,yes,good
0<=X<200,10,no credits/all paid,other,10936,500<=X<1000,1<=X<4,1,male div/sep,guarantor,4,life insurance,29,stores,for free,2,skilled,1,yes,no,good
<0,4,delayed previously,education,2422,500<=X<1000,<1,2,male mar/wid,co applicant,1,no known property,43,none,rent,1,skilled,1,none,yes,good
<0,22,delayed previously,new car,7885,no known savings,<1,3,male div/sep,co applicant,2,life insurance,24,none,for free,1,skilled,1,yes,no,bad
no checking,29,no credits/all paid,other,2312,>=1000,1<=X<4,1,male mar/wid,guarantor,4,car,21,stores,rent,1,unemp/unskilled non res,1,none,yes,bad
>=200,32,no credits/all paid,retraining,538,>=1000,4<=X<7,4,male mar/wid,none,4,no known property,24,none,rent,1,skilled,1,none,yes,good
0<=X<200,4,critical/other existing credit,domestic appliance,999,>=1000,4<=X<7,1,male single,guarantor,2,no known property,26,stores,own,4,unemp/unskilled non res,2,none,no,bad
<0,11,critical/other existing credit,new car,3688,no known savings,4<=X<7,1,male mar/wid,co applicant,1,no known property,44,bank,rent,4,skilled,2,none,no,good
>=200,4,no credits/all paid,domestic appliance,260,>=1000,1<=X<4,4,male mar/wid,co applicant,2,no known property,44,bank,own,3,unemp/unskilled non res,1,none,yes,good
<0,4,no credits/all paid,used car,7635,500<=X<1000,4<=X<7,2,male mar/wid,guarantor,4,car,28,stores,rent,3,skilled,1,none,no,bad
0<=X<200,4,existing paid,domestic appliance,1134,no known savings,1<=X<4,2,male div/sep,guarantor,1,car,28,none,for free,3,skilled,1,yes,no,good
0<=X<200,36,existing paid,new car,10637,no known savings,4<=X<7,1,male single,guarantor,1,real estate,62,bank,rent,1,unskilled resident,2,yes,no,good
0<=X<200,43,existing paid,other,1725,100<=X<500,1<=X<4,1,male single,guarantor,2,no known property,38,bank,rent,4,unskilled resident,1,none,no,good
no checking,22,delayed previously,retraining,2805,<100,1<=X<4,4,male mar/wid,guarantor,4,no known property,21,none,rent,1,skilled,1,yes,no,good
no checking,48,no credits/all paid,other,10600,>=1000,4<=X<7,1,male single,guarantor,4,life insurance,52,stores,for free,2,skilled,1,none,no,bad
0<=X<200,13,no credits/all paid,used car,909,100<=X<500,1<=X<4,2,male single,none,2,no known property,69,bank,rent,2,unskilled resident,1,none,no,good
0<=X<200,39,critical/other existing credit,retraining,10885,no known savings,<1,1,male mar/wid,guarantor,1,no known property,68,bank,for free,4,unemp/unskilled non res,1,yes,no,bad
