checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,37,no credits/all paid,other,5239,no known savings,unemployed,3,male single,none,4,no known property,39,none,rent,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,critical/other existing credit,other,377,100<=X<500,4<=X<7,4,male mar/wid,none,1,life insurance,25,bank,for free,4,unemp/unskilled non res,2,none,no,bad
no checking,20,no credits/all paid,furniture/equipment,16763,>=1000,>=7,1,male mar/wid,co applicant,2,real estate,55,bank,rent,2,unemp/unskilled non res,2,none,yes,good
no checking,55,no credits/all paid,radio/tv,15907,100<=X<500,4<=X<7,2,male mar/wid,co applicant,3,real estate,26,bank,rent,4,unskilled resident,2,yes,no,good
>=200,12,no credits/all paid,education,1776,<100,unemployed,4,male mar/wid,guarantor,2,no known property,39,bank,rent,1,unemp/unskilled non res,1,none,yes,good
>=200,37,delayed previously,other,14594,no known savings,>=7,2,male single,guarantor,2,car,27,stores,rent,1,unemp/unskilled non res,2,yes,yes,bad
0<=X<200,28,no credits/all paid,furniture/equipment,4156,500<=X<1000,4<=X<7,3,female div/dep/mar,guarantor,4,real estate,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,14,delayed previously,retraining,4771,no known savings,>=7,2,male single,none,3,real estate,35,none,rent,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,56,delayed previously,retraining,3756,<100,4<=X<7,3,male single,guarantor,4,real estate,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,14,all paid,domestic appliance,4480,no known savings,unemployed,4,male mar/wid,none,1,car,21,none,rent,4,unemp/unskilled non res,2,yes,no,bad
no checking,40,no credits/all paid,radio/tv,15152,500<=X<1000,<1,1,male single,co applicant,1,real estate,29,stores,for free,2,unskilled resident,2,yes,no,good
no checking,21,no credits/all paid,radio/tv,11442,no known savings,unemployed,4,male mar/wid,co applicant,4,no known property,28,stores,for free,1,unskilled resident,1,yes,no,good
no checking,20,no credits/all paid,radio/tv,8347,no known savings,unemployed,2,female div/dep/mar,guarantor,3,real estate,32,stores,rent,1,unemp/unskilled non res,1,none,yes,good
no checking,11,delayed previously,education,1072,<100,unemployed,1,female div/dep/mar,none,2,real estate,64,stores,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,20,critical/other existing credit,radio/tv,2171,<100,>=7,1,male div/sep,co applicant,1,car,23,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,20,critical/other existing credit,radio/tv,1814,>=1000,unemployed,1,female div/dep/mar,none,3,car,71,bank,rent,2,unskilled resident,1,none,no,bad
no checking,4,critical/other existing credit,business,15378,<100,unemployed,4,male single,none,4,no known property,69,bank,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,7,critical/other existing credit,retraining,13273,<100,unemployed,1,male single,none,3,no known property,22,bank,for free,4,skilled,2,yes,no,good
>=200,21,delayed previously,furniture/equipment,13870,no known savings,>=7,1,male mar/wid,guarantor,3,car,64,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
no checking,11,no credits/all paid,used car,1363,<100,>=7,4,female div/dep/mar,none,4,car,29,stores,rent,1,unskilled resident,1,none,yes,good
>=200,20,no credits/all paid,new car,1707,<100,unemployed,4,male mar/wid,none,2,real estate,64,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
>=200,14,no credits/all paid,furniture/equipment,1814,>=1000,unemployed,4,male div/sep,none,2,real estate,32,none,rent,3,unemp/unskilled non res,1,none,yes,good
<0,7,no credits/all paid,other,779,>=1000,unemployed,1,male single,none,1,car,22,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
no checking,11,delayed previously,retraining,1223,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,21,bank,rent,1,unskilled resident,2,none,yes,good
no checking,24,existing paid,other,4542,no known savings,>=7,4,male mar/wid,none,4,no known property,72,none,for free,3,high qualif/self emp/mgmt,1,none,yes,good
>=200,36,delayed previously,retraining,4900,<100,unemployed,4,female div/dep/mar,co applicant,3,car,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
no checking,25,delayed previously,radio/tv,4551,no known savings,>=7,4,male mar/wid,co applicant,4,no known property,66,stores,for free,3,skilled,1,none,yes,good
0<=X<200,6,no credits/all paid,other,14871,>=1000,>=7,2,female div/dep/mar,co applicant,4,car,38,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,58,no credits/all paid,education,8253,500<=X<1000,<1,2,male single,co applicant,1,car,33,stores,own,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,57,no credits/all paid,other,17858,no known savings,<1,2,male mar/wid,none,1,no known property,26,none,rent,1,high qualif/self emp/mgmt,1,yes,no,bad
no checking,58,delayed previously,radio/tv,14286,<100,<1,3,male single,co applicant,1,car,67,stores,rent,1,unskilled resident,1,yes,no,good
0<=X<200,13,existing paid,education,1758,>=1000,4<=X<7,4,male mar/wid,guarantor,2,car,66,bank,rent,4,high qualif/self emp/mgmt,1,none,yes,bad
no checking,21,critical/other existing credit,other,14703,>=1000,>=7,3,male single,guarantor,3,no known property,74,stores,for free,2,unskilled resident,1,yes,no,good
>=200,7,all paid,radio/tv,4578,500<=X<1000,<1,2,female div/dep/mar,none,1,car,75,bank,for free,1,skilled,2,none,no,bad
0<=X<200,37,delayed previously,retraining,2159,<100,>=7,2,male single,none,3,car,20,bank,own,4,unskilled resident,1,none,no,bad
>=200,22,critical/other existing credit,furniture/equipment,824,<100,>=7,4,male div/sep,none,4,real estate,39,bank,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,19,all paid,education,1762,>=1000,4<=X<7,4,male mar/wid,none,2,car,67,bank,rent,4,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,5,all paid,domestic appliance,4398,500<=X<1000,4<=X<7,1,male mar/wid,none,3,car,49,bank,rent,1,skilled,2,none,yes,good
no checking,9,no credits/all paid,retraining,1315,no known savings,unemployed,1,male mar/wid,none,4,car,64,bank,rent,1,unskilled resident,1,none,yes,bad
0<=X<200,5,existing paid,education,15693,no known savings,1<=X<4,2,male mar/wid,guarantor,4,real estate,24,bank,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,7,delayed previously,retraining,1977,no known savings,1<=X<4,2,male single,co applicant,4,car,20,bank,for free,3,skilled,1,yes,no,good
0<=X<200,55,delayed previously,new car,14661,<100,4<=X<7,1,female div/dep/mar,none,2,car,32,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,19,critical/other existing credit,retraining,4196,500<=X<1000,1<=X<4,2,male single,co applicant,4,car,74,none,for free,1,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,57,delayed previously,retraining,3636,no known savings,>=7,2,female div/dep/mar,co applicant,4,car,29,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,32,critical/other existing credit,other,1154,100<=X<500,<1,1,male div/sep,guarantor,4,real estate,28,bank,for free,4,unemp/unskilled non res,1,none,yes,good
no checking,9,no credits/all paid,domestic appliance,1349,no known savings,>=7,2,male mar/wid,co applicant,4,real estate,31,stores,rent,1,unskilled resident,1,none,no,good
0<=X<200,7,critical/other existing credit,radio/tv,650,no known savings,>=7,4,male mar/wid,none,1,car,33,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,12,no credits/all paid,other,739,<100,4<=X<7,3,male single,guarantor,2,car,26,none,rent,3,high qualif/self emp/mgmt,1,yes,yes,good
no checking,11,critical/other existing credit,radio/tv,4193,>=1000,4<=X<7,2,female div/dep/mar,none,4,real estate,34,none,rent,4,skilled,1,yes,yes,good
0<=X<200,20,critical/other existing credit,new car,2020,<100,>=7,1,male single,none,4,real estate,29,none,rent,4,unemp/unskilled non res,1,none,no,bad
0<=X<200,7,delayed previously,furniture/equipment,339,500<=X<1000,>=7,4,female div/dep/mar,none,4,car,22,stores,for free,1,unemp/unskilled non res,1,none,no,bad
no checking,37,existing paid,retraining,16414,<100,>=7,2,male single,none,2,real estate,21,none,rent,4,unemp/unskilled non res,2,yes,no,good
>=200,24,delayed previously,domestic appliance,5829,500<=X<1000,>=7,1,female div/dep/mar,co applicant,2,car,24,bank,for free,1,unemp/unskilled non res,1,none,yes,bad
>=200,36,no credits/all paid,furniture/equipment,1700,no known savings,unemployed,1,male mar/wid,none,3,car,28,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
no checking,6,delayed previously,radio/tv,16678,500<=X<1000,<1,2,male single,co applicant,1,real estate,26,bank,for free,4,unemp/unskilled non res,2,yes,yes,good
0<=X<200,5,no credits/all paid,radio/tv,1081,<100,unemployed,4,male single,guarantor,1,no known property,69,stores,for free,3,unskilled resident,2,yes,yes,good
>=200,31,delayed previously,repairs,15280,<100,>=7,2,male single,none,3,car,28,none,for free,1,unskilled resident,2,yes,no,good
>=200,13,critical/other existing credit,other,1815,>=1000,unemployed,4,male mar/wid,none,3,car,70,none,rent,4,unemp/unskilled non res,1,none,yes,good
no checking,21,critical/other existing credit,other,11175,<100,>=7,2,male single,none,4,no known property,68,stores,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,19,existing paid,education,16740,>=1000,4<=X<7,2,male single,co applicant,1,car,71,stores,rent,1,high qualif/self emp/mgmt,2,none,no,bad
>=200,7,all paid,retraining,4529,no known savings,4<=X<7,2,male single,guarantor,4,no known property,38,stores,rent,1,unskilled resident,2,none,yes,bad
no checking,12,no credits/all paid,radio/tv,947,<100,unemployed,1,male single,guarantor,3,real estate,20,stores,rent,4,unskilled resident,1,yes,no,good
<0,31,critical/other existing credit,domestic appliance,1831,500<=X<1000,<1,4,male single,none,4,life insurance,69,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
no checking,19,existing paid,business,2018,>=1000,>=7,1,male single,guarantor,2,real estate,32,bank,rent,3,high qualif/self emp/mgmt,1,none,yes,good
no checking,20,all paid,radio/tv,1827,500<=X<1000,4<=X<7,4,male single,guarantor,2,life insurance,26,bank,rent,4,unemp/unskilled non res,2,none,yes,good
>=200,8,no credits/all paid,retraining,1209,<100,>=7,4,male mar/wid,none,2,car,26,none,rent,1,unskilled resident,1,none,yes,good
>=200,20,delayed previously,radio/tv,2940,<100,unemployed,3,male mar/wid,none,1,real estate,65,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,20,critical/other existing credit,used car,350,no known savings,>=7,4,male single,none,1,car,67,none,rent,4,unemp/unskilled non res,1,none,no,bad
0<=X<200,23,critical/other existing credit,radio/tv,1897,>=1000,>=7,1,male div/sep,co applicant,1,no known property,45,stores,rent,2,unemp/unskilled non res,1,none,no,good
>=200,11,all paid,other,295,no known savings,unemployed,4,male mar/wid,co applicant,1,real estate,30,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,5,critical/other existing credit,domestic appliance,4948,>=1000,<1,4,male single,co applicant,3,real estate,24,none,rent,4,high qualif/self emp/mgmt,2,yes,yes,good
no checking,57,delayed previously,education,1021,no known savings,>=7,1,male single,none,2,car,29,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,9,critical/other existing credit,repairs,5348,>=1000,>=7,1,male div/sep,none,4,real estate,37,stores,rent,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,14,no credits/all paid,radio/tv,4566,<100,unemployed,2,female div/dep/mar,co applicant,4,real estate,29,none,rent,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,21,critical/other existing credit,business,14370,no known savings,>=7,4,male mar/wid,none,4,real estate,34,stores,for free,1,unskilled resident,1,yes,no,good
>=200,7,all paid,domestic appliance,5170,500<=X<1000,>=7,2,male single,guarantor,4,real estate,37,bank,rent,4,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,19,all paid,furniture/equipment,2073,100<=X<500,unemployed,4,male mar/wid,co applicant,4,car,38,stores,rent,2,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,25,delayed previously,other,4417,no known savings,unemployed,4,male mar/wid,none,4,no known property,68,none,for free,3,unskilled resident,1,none,yes,good
0<=X<200,12,all paid,furniture/equipment,1815,<100,unemployed,4,male mar/wid,guarantor,2,car,65,none,rent,2,unemp/unskilled non res,1,none,yes,good
no checking,16,no credits/all paid,other,348,no known savings,>=7,4,male single,co applicant,1,real estate,38,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,21,critical/other existing credit,retraining,4472,<100,4<=X<7,2,male single,none,3,no known property,45,stores,rent,4,skilled,1,none,no,good
<0,12,no credits/all paid,other,1806,no known savings,unemployed,4,male div/sep,guarantor,2,car,28,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
no checking,44,no credits/all paid,retraining,1823,no known savings,4<=X<7,3,male single,co applicant,4,car,51,none,rent,1,unemp/unskilled non res,1,none,no,good
>=200,35,delayed previously,repairs,15300,<100,>=7,2,male single,none,3,car,28,none,for free,1,unskilled resident,2,yes,no,good
0<=X<200,21,delayed previously,radio/tv,3297,500<=X<1000,4<=X<7,3,male single,none,4,real estate,22,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,14,no credits/all paid,radio/tv,5454,no known savings,unemployed,2,female div/dep/mar,co applicant,4,real estate,31,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,36,all paid,business,14632,>=1000,4<=X<7,2,male single,none,1,real estate,22,none,rent,3,unskilled resident,1,yes,no,bad
no checking,23,delayed previously,new car,4607,no known savings,>=7,3,male mar/wid,guarantor,4,no known property,75,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,31,delayed previously,education,1816,500<=X<1000,<1,1,male single,co applicant,1,car,21,bank,rent,1,unskilled resident,2,none,no,good
no checking,7,delayed previously,retraining,4934,<100,>=7,2,female div/dep/mar,guarantor,4,no known property,36,bank,rent,4,high qualif/self emp/mgmt,2,none,yes,good
