checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,64,delayed previously,used car,13771,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,69,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
<0,39,critical/other existing credit,new car,7582,>=1000,1<=X<4,2,male single,guarantor,1,no known property,37,none,for free,1,unskilled resident,2,yes,yes,good
>=200,5,no credits/all paid,business,13703,500<=X<1000,4<=X<7,1,male mar/wid,guarantor,4,life insurance,31,stores,for free,3,skilled,1,none,no,good
>=200,62,no credits/all paid,business,11058,500<=X<1000,4<=X<7,4,male single,guarantor,4,no known property,34,none,for free,1,unemp/unskilled non res,2,none,no,good
>=200,24,existing paid,other,2484,no known savings,4<=X<7,4,male mar/wid,guarantor,4,no known property,51,stores,rent,1,skilled,1,none,yes,bad
>=200,67,delayed previously,repairs,11599,100<=X<500,unemployed,1,female div/dep/mar,none,4,car,56,bank,for free,1,skilled,1,yes,yes,good
>=200,21,existing paid,business,644,>=1000,4<=X<7,3,male single,none,2,real estate,51,none,rent,3,unemp/unskilled non res,1,none,no,good
>=200,42,no credits/all paid,domestic appliance,838,500<=X<1000,1<=X<4,4,male single,guarantor,1,no known property,74,none,for free,1,skilled,1,none,no,bad
<0,4,critical/other existing credit,other,320,<100,4<=X<7,4,male mar/wid,guarantor,3,car,69,bank,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,4,critical/other existing credit,furniture/equipment,320,no known savings,1<=X<4,2,male single,guarantor,2,real estate,44,stores,for free,3,skilled,2,yes,no,bad
<0,70,delayed previously,domestic appliance,2603,no known savings,<1,1,male mar/wid,none,1,life insurance,59,stores,for free,1,skilled,2,yes,no,good
>=200,4,critical/other existing credit,repairs,791,<100,4<=X<7,4,male single,guarantor,2,no known property,67,stores,rent,3,unemp/unskilled non res,2,none,no,good
>=200,4,no credits/all paid,retraining,1399,<100,4<=X<7,4,female div/dep/mar,none,2,no known property,31,stores,rent,2,skilled,1,none,no,bad
0<=X<200,11,no credits/all paid,retraining,2859,>=1000,4<=X<7,4,male single,guarantor,4,real estate,58,none,own,4,unemp/unskilled non res,2,none,yes,bad
>=200,10,existing paid,new car,676,>=1000,4<=X<7,2,female div/dep/mar,co applicant,3,real estate,30,bank,rent,2,unemp/unskilled non res,2,none,no,good
>=200,4,delayed previously,furniture/equipment,2808,100<=X<500,<1,4,male mar/wid,guarantor,4,no known property,28,bank,rent,1,skilled,1,yes,yes,good
>=200,10,critical/other existing credit,domestic appliance,11831,>=1000,1<=X<4,2,male mar/wid,guarantor,1,real estate,63,bank,own,1,unemp/unskilled non res,1,none,no,good
0<=X<200,4,delayed previously,domestic appliance,941,<100,4<=X<7,2,male single,guarantor,2,real estate,28,bank,rent,4,unemp/unskilled non res,1,yes,yes,good
>=200,61,existing paid,repairs,13738,no known savings,<1,1,female div/dep/mar,none,4,no known property,69,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
<0,4,no credits/all paid,domestic appliance,3051,500<=X<1000,<1,2,male mar/wid,guarantor,4,real estate,30,none,rent,1,skilled,1,yes,yes,good
<0,27,critical/other existing credit,domestic appliance,14595,100<=X<500,<1,4,male mar/wid,none,4,no known property,21,bank,own,1,unemp/unskilled non res,2,none,yes,good
<0,4,no credits/all paid,business,7323,100<=X<500,4<=X<7,2,female div/dep/mar,guarantor,4,car,28,stores,rent,2,unemp/unskilled non res,1,none,no,good
0<=X<200,12,critical/other existing credit,domestic appliance,1171,no known savings,<1,4,female div/dep/mar,guarantor,1,car,66,bank,rent,2,skilled,1,yes,yes,bad
no checking,28,no credits/all paid,furniture/equipment,2729,no known savings,>=7,2,male single,guarantor,4,car,45,none,rent,1,skilled,1,yes,yes,good
<0,12,no credits/all paid,other,2737,500<=X<1000,4<=X<7,2,male mar/wid,guarantor,3,car,19,bank,rent,1,skilled,1,none,yes,bad
0<=X<200,4,delayed previously,furniture/equipment,2578,>=1000,4<=X<7,1,male mar/wid,co applicant,4,real estate,20,stores,rent,4,skilled,2,yes,yes,bad
<0,42,no credits/all paid,retraining,4292,>=1000,1<=X<4,1,male single,none,1,no known property,34,bank,for free,2,high qualif/self emp/mgmt,2,none,yes,good
>=200,32,no credits/all paid,furniture/equipment,4293,100<=X<500,unemployed,2,male single,guarantor,4,no known property,47,none,rent,1,unemp/unskilled non res,1,none,yes,bad
>=200,57,no credits/all paid,other,2355,500<=X<1000,1<=X<4,1,female div/dep/mar,guarantor,2,car,22,stores,rent,1,skilled,2,none,yes,bad
<0,4,critical/other existing credit,radio/tv,254,no known savings,>=7,4,male div/sep,none,3,real estate,22,stores,for free,2,unskilled resident,2,none,no,good
<0,11,delayed previously,furniture/equipment,1163,100<=X<500,1<=X<4,2,male mar/wid,none,4,no known property,25,bank,for free,4,skilled,1,none,no,good
no checking,27,critical/other existing credit,domestic appliance,2862,no known savings,<1,1,female div/dep/mar,none,1,car,60,bank,rent,2,skilled,1,none,yes,good
<0,4,critical/other existing credit,other,7321,>=1000,<1,2,female div/dep/mar,guarantor,2,car,38,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,44,existing paid,furniture/equipment,4484,<100,1<=X<4,2,male mar/wid,none,2,no known property,30,bank,rent,4,unskilled resident,2,yes,yes,good
<0,4,existing paid,domestic appliance,573,no known savings,>=7,4,male mar/wid,guarantor,4,no known property,19,stores,for free,3,unskilled resident,2,yes,yes,good
0<=X<200,4,no credits/all paid,domestic appliance,3515,>=1000,4<=X<7,1,female div/dep/mar,guarantor,1,no known property,19,none,for free,3,unemp/unskilled non res,1,yes,no,good
>=200,42,existing paid,furniture/equipment,4282,<100,4<=X<7,2,male mar/wid,none,2,no known property,31,bank,rent,4,unskilled resident,2,yes,yes,good
0<=X<200,45,no credits/all paid,retraining,1255,100<=X<500,4<=X<7,4,male mar/wid,none,3,real estate,25,none,rent,2,skilled,1,yes,yes,bad
>=200,4,delayed previously,education,2437,500<=X<1000,1<=X<4,1,male mar/wid,guarantor,4,no known property,70,stores,rent,1,unemp/unskilled non res,2,none,no,bad
no checking,13,delayed previously,used car,359,<100,>=7,3,male single,guarantor,4,no known property,38,stores,rent,3,skilled,1,yes,no,bad
0<=X<200,4,existing paid,other,2626,500<=X<1000,4<=X<7,4,male mar/wid,guarantor,4,no known property,46,stores,for free,1,unemp/unskilled non res,2,none,no,bad
>=200,57,delayed previously,used car,13508,no known savings,4<=X<7,1,female div/dep/mar,none,4,car,45,bank,rent,1,unemp/unskilled non res,1,yes,yes,good
no checking,70,delayed previously,education,2621,500<=X<1000,<1,3,male mar/wid,co applicant,4,real estate,36,bank,rent,2,skilled,1,yes,no,good
>=200,58,delayed previously,domestic appliance,12737,no known savings,4<=X<7,2,female div/dep/mar,guarantor,4,real estate,20,none,for free,1,unemp/unskilled non res,1,yes,no,good
no checking,4,delayed previously,retraining,4081,no known savings,4<=X<7,1,female div/dep/mar,none,1,no known property,58,none,for free,1,unemp/unskilled non res,1,none,yes,bad
>=200,4,delayed previously,retraining,2636,>=1000,>=7,1,male mar/wid,guarantor,2,no known property,59,stores,for free,1,unskilled resident,2,none,yes,bad
>=200,32,existing paid,furniture/equipment,4309,<100,<1,3,male mar/wid,none,4,real estate,31,none,rent,1,unemp/unskilled non res,2,yes,yes,good
>=200,42,existing paid,furniture/equipment,3216,<100,4<=X<7,3,male mar/wid,none,2,no known property,30,bank,rent,4,unemp/unskilled non res,2,yes,yes,good
<0,43,no credits/all paid,domestic appliance,11113,500<=X<1000,4<=X<7,1,male single,guarantor,2,no known property,31,stores,for free,4,unskilled resident,1,yes,no,good
0<=X<200,4,critical/other existing credit,retraining,497,100<=X<500,<1,1,male single,guarantor,1,car,55,stores,rent,1,unskilled resident,2,none,no,good
>=200,43,no credits/all paid,retraining,523,100<=X<500,<1,1,male mar/wid,guarantor,4,car,20,none,rent,3,skilled,1,yes,yes,good
<0,11,no credits/all paid,other,2302,500<=X<1000,1<=X<4,1,male div/sep,guarantor,2,car,21,stores,rent,1,skilled,2,none,yes,bad
0<=X<200,4,existing paid,repairs,2857,500<=X<1000,4<=X<7,4,male mar/wid,guarantor,4,car,26,bank,for free,1,skilled,1,yes,yes,bad
>=200,4,critical/other existing credit,other,796,<100,4<=X<7,4,male single,guarantor,2,no known property,74,stores,rent,3,unemp/unskilled non res,2,none,no,good
<0,11,no credits/all paid,domestic appliance,3438,>=1000,4<=X<7,2,male mar/wid,none,2,no known property,29,bank,rent,4,skilled,2,none,no,good
>=200,4,no credits/all paid,retraining,275,100<=X<500,1<=X<4,4,male mar/wid,none,2,no known property,44,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
0<=X<200,26,delayed previously,furniture/equipment,922,500<=X<1000,<1,3,male single,guarantor,4,real estate,64,stores,for free,1,skilled,1,yes,yes,good
0<=X<200,21,existing paid,domestic appliance,359,<100,4<=X<7,1,male single,guarantor,1,life insurance,30,none,rent,1,skilled,1,none,no,bad
0<=X<200,33,delayed previously,new car,2559,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,69,stores,rent,1,unskilled resident,2,yes,no,good
>=200,5,delayed previously,domestic appliance,816,>=1000,1<=X<4,1,male single,guarantor,2,no known property,30,stores,for free,3,unemp/unskilled non res,2,none,no,good
>=200,20,existing paid,used car,2321,500<=X<1000,1<=X<4,1,male mar/wid,none,2,car,30,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,42,delayed previously,education,17059,100<=X<500,4<=X<7,2,male mar/wid,guarantor,2,no known property,36,bank,rent,2,skilled,1,none,yes,bad
