checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,6,all paid,other,3918,<100,unemployed,3,female div/dep/mar,guarantor,4,real estate,64,stores,rent,2,unemp/unskilled non res,2,yes,yes,good
0<=X<200,13,existing paid,radio/tv,5084,no known savings,unemployed,4,male single,none,4,no known property,32,none,rent,4,high qualif/self emp/mgmt,1,yes,no,good
no checking,11,existing paid,domestic appliance,6661,<100,unemployed,1,male mar/wid,guarantor,2,real estate,30,bank,rent,4,unemp/unskilled non res,2,yes,yes,good
0<=X<200,8,all paid,furniture/equipment,14159,500<=X<1000,>=7,2,female div/dep/mar,guarantor,2,car,26,none,rent,2,unemp/unskilled non res,1,yes,no,good
>=200,21,all paid,retraining,876,>=1000,>=7,4,male single,none,4,no known property,34,bank,for free,3,skilled,2,none,no,bad
no checking,5,all paid,radio/tv,17890,500<=X<1000,4<=X<7,1,male single,guarantor,1,real estate,31,none,rent,2,unemp/unskilled non res,2,yes,no,bad
no checking,11,no credits/all paid,furniture/equipment,930,>=1000,4<=X<7,4,female div/dep/mar,none,4,car,22,stores,rent,1,skilled,1,none,yes,good
<0,37,critical/other existing credit,other,15127,no known savings,>=7,4,male single,guarantor,2,life insurance,27,stores,rent,3,unemp/unskilled non res,2,none,yes,good
no checking,9,no credits/all paid,furniture/equipment,1194,>=1000,>=7,4,male mar/wid,none,4,car,74,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,13,no credits/all paid,other,856,no known savings,unemployed,1,male single,none,2,no known property,28,none,rent,4,high qualif/self emp/mgmt,1,none,yes,bad
<0,5,no credits/all paid,other,13001,100<=X<500,>=7,2,male single,none,1,real estate,26,bank,for free,4,high qualif/self emp/mgmt,1,none,yes,good
no checking,60,critical/other existing credit,other,4046,no known savings,4<=X<7,2,male mar/wid,none,2,car,69,bank,rent,2,unemp/unskilled non res,1,none,no,good
0<=X<200,12,all paid,education,5610,no known savings,unemployed,4,male single,guarantor,2,no known property,40,stores,rent,2,high qualif/self emp/mgmt,1,none,no,good
0<=X<200,13,no credits/all paid,education,5115,no known savings,unemployed,3,male single,none,3,no known property,20,none,rent,4,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,14,critical/other existing credit,education,1673,>=1000,4<=X<7,4,male div/sep,co applicant,2,car,69,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,59,delayed previously,domestic appliance,794,<100,unemployed,3,male mar/wid,none,4,car,71,stores,rent,1,unskilled resident,1,none,no,bad
no checking,12,no credits/all paid,education,809,no known savings,>=7,2,male single,guarantor,4,no known property,40,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,28,no credits/all paid,education,15397,no known savings,<1,4,male single,none,4,car,69,bank,rent,3,high qualif/self emp/mgmt,1,yes,yes,good
>=200,28,critical/other existing credit,other,4507,no known savings,1<=X<4,2,male single,guarantor,2,car,27,stores,for free,4,unemp/unskilled non res,2,yes,yes,good
>=200,20,delayed previously,retraining,1261,<100,<1,3,male mar/wid,co applicant,4,car,25,bank,rent,1,unskilled resident,2,none,yes,bad
0<=X<200,9,delayed previously,radio/tv,659,no known savings,>=7,2,male single,guarantor,1,car,30,none,rent,3,unskilled resident,1,yes,no,bad
no checking,5,no credits/all paid,education,3237,>=1000,unemployed,3,female div/dep/mar,guarantor,4,life insurance,28,stores,rent,2,unemp/unskilled non res,2,yes,yes,bad
0<=X<200,11,no credits/all paid,retraining,555,no known savings,unemployed,1,male mar/wid,co applicant,1,car,21,bank,for free,1,unskilled resident,1,none,no,bad
no checking,8,existing paid,furniture/equipment,1095,>=1000,<1,4,male mar/wid,none,4,car,70,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,39,critical/other existing credit,education,8439,<100,>=7,2,male mar/wid,none,4,no known property,72,stores,for free,2,unskilled resident,1,yes,yes,good
no checking,7,delayed previously,retraining,1090,<100,unemployed,4,female div/dep/mar,none,4,car,22,none,rent,1,unskilled resident,1,none,yes,good
no checking,32,critical/other existing credit,business,4537,<100,>=7,1,male mar/wid,none,4,no known property,66,stores,rent,1,unemp/unskilled non res,1,yes,yes,good
no checking,34,delayed previously,other,14370,no known savings,>=7,4,male single,none,1,car,26,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,5,no credits/all paid,other,17344,>=1000,<1,2,male single,co applicant,1,life insurance,26,bank,for free,2,unemp/unskilled non res,1,yes,yes,good
no checking,59,no credits/all paid,retraining,8194,no known savings,4<=X<7,2,male single,none,1,real estate,74,stores,rent,1,unskilled resident,2,yes,no,bad
no checking,58,no credits/all paid,radio/tv,13517,500<=X<1000,4<=X<7,2,male mar/wid,co applicant,1,real estate,28,none,rent,4,unemp/unskilled non res,2,yes,yes,bad
>=200,16,all paid,domestic appliance,949,>=1000,unemployed,4,male single,none,3,car,34,bank,rent,3,unskilled resident,2,none,no,bad
>=200,57,all paid,radio/tv,7005,500<=X<1000,<1,1,male single,co applicant,2,real estate,47,bank,for free,2,skilled,2,yes,no,bad
0<=X<200,24,critical/other existing credit,new car,11507,<100,unemployed,2,male single,none,4,no known property,56,none,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,31,critical/other existing credit,education,1208,no known savings,>=7,1,male single,guarantor,2,car,24,none,rent,1,unskilled resident,1,none,no,good
>=200,16,all paid,furniture/equipment,1056,>=1000,unemployed,4,male single,none,4,car,34,none,rent,3,unskilled resident,2,none,no,bad
0<=X<200,12,existing paid,other,1805,<100,unemployed,4,male mar/wid,guarantor,2,life insurance,21,none,rent,4,unemp/unskilled non res,1,none,yes,good
0<=X<200,13,no credits/all paid,other,4992,no known savings,unemployed,3,male single,none,3,no known property,21,none,rent,4,high qualif/self emp/mgmt,1,none,no,bad
no checking,11,no credits/all paid,domestic appliance,17940,<100,unemployed,1,male single,guarantor,2,car,28,bank,rent,4,high qualif/self emp/mgmt,1,none,yes,good
>=200,7,no credits/all paid,repairs,14951,no known savings,>=7,2,male div/sep,guarantor,3,no known property,27,bank,for free,1,unskilled resident,1,yes,no,bad
no checking,7,delayed previously,retraining,1097,<100,unemployed,4,female div/dep/mar,none,4,car,20,stores,rent,1,unskilled resident,1,none,yes,good
>=200,37,no credits/all paid,other,5179,no known savings,>=7,2,male single,guarantor,1,car,26,bank,for free,2,unemp/unskilled non res,2,yes,yes,good
no checking,11,delayed previously,radio/tv,1195,100<=X<500,>=7,4,male mar/wid,none,4,car,35,none,rent,1,unskilled resident,1,none,yes,good
no checking,7,no credits/all paid,retraining,938,<100,unemployed,4,female div/dep/mar,none,4,car,22,stores,rent,1,unskilled resident,1,none,yes,good
0<=X<200,30,existing paid,radio/tv,15426,<100,unemployed,4,male single,none,2,no known property,45,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,8,delayed previously,retraining,1808,500<=X<1000,<1,4,male mar/wid,co applicant,2,car,70,none,rent,1,skilled,1,none,no,good
no checking,8,no credits/all paid,radio/tv,1115,100<=X<500,unemployed,4,male mar/wid,none,4,car,26,none,rent,1,unskilled resident,1,none,yes,good
no checking,9,no credits/all paid,radio/tv,1203,100<=X<500,>=7,4,male div/sep,none,4,car,26,none,rent,1,unskilled resident,1,none,yes,good
no checking,11,no credits/all paid,education,847,>=1000,unemployed,1,female div/dep/mar,guarantor,4,real estate,57,stores,rent,4,unemp/unskilled non res,1,yes,yes,bad
0<=X<200,31,existing paid,domestic appliance,718,>=1000,>=7,1,male mar/wid,co applicant,1,car,28,none,rent,4,unskilled resident,1,none,no,bad
>=200,8,no credits/all paid,used car,1217,<100,<1,4,male mar/wid,none,2,car,26,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,13,all paid,retraining,16551,<100,<1,4,male single,none,2,car,38,none,rent,1,unskilled resident,2,none,no,good
no checking,37,delayed previously,retraining,13057,no known savings,>=7,3,male single,guarantor,1,car,36,stores,rent,1,unskilled resident,2,yes,no,good
no checking,7,delayed previously,retraining,988,<100,unemployed,4,female div/dep/mar,none,4,car,21,stores,rent,1,unskilled resident,1,none,yes,good
no checking,35,no credits/all paid,education,8249,<100,>=7,2,male single,co applicant,2,car,26,none,rent,2,unemp/unskilled non res,2,yes,yes,good
no checking,13,no credits/all paid,education,557,no known savings,>=7,1,male single,none,3,no known property,32,none,rent,1,high qualif/self emp/mgmt,1,yes,no,bad
>=200,4,existing paid,education,2234,<100,>=7,1,male single,none,4,real estate,39,none,for free,1,unemp/unskilled non res,1,none,no,bad
>=200,20,delayed previously,furniture/equipment,1827,>=1000,unemployed,4,male single,co applicant,2,car,30,none,rent,4,unemp/unskilled non res,2,none,yes,good
no checking,59,existing paid,other,15552,no known savings,<1,4,male single,none,1,no known property,71,stores,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,55,critical/other existing credit,radio/tv,16429,<100,<1,2,male mar/wid,none,3,car,28,stores,rent,2,skilled,2,yes,no,good
0<=X<200,6,delayed previously,education,4119,<100,unemployed,3,male single,guarantor,3,life insurance,20,none,rent,4,high qualif/self emp/mgmt,1,none,yes,bad
