checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,61,delayed previously,repairs,13543,no known savings,unemployed,1,female div/dep/mar,none,4,life insurance,69,none,for free,1,skilled,1,yes,yes,good
>=200,41,no credits/all paid,business,3712,100<=X<500,4<=X<7,1,male mar/wid,guarantor,1,no known property,34,stores,for free,4,high qualif/self emp/mgmt,2,none,yes,bad
>=200,18,no credits/all paid,other,13543,100<=X<500,4<=X<7,3,male mar/wid,guarantor,1,no known property,55,stores,for free,2,unskilled resident,1,yes,no,good
>=200,6,no credits/all paid,other,13731,500<=X<1000,4<=X<7,3,male single,guarantor,4,no known property,49,stores,for free,2,unskilled resident,1,yes,yes,good
0<=X<200,28,critical/other existing credit,furniture/equipment,2363,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,19,none,rent,4,unemp/unskilled non res,1,none,no,good
>=200,21,delayed previously,used car,14837,<100,4<=X<7,4,male single,guarantor,4,no known property,56,stores,for free,3,unskilled resident,1,yes,no,good
0<=X<200,9,no credits/all paid,domestic appliance,3614,no known savings,<1,1,male single,guarantor,2,real estate,61,stores,rent,4,unemp/unskilled non res,2,none,no,good
0<=X<200,27,critical/other existing credit,furniture/equipment,2224,<100,1<=X<4,4,male single,guarantor,1,car,72,none,for free,1,skilled,1,none,no,good
0<=X<200,42,all paid,furniture/equipment,10354,100<=X<500,1<=X<4,1,male div/sep,guarantor,1,no known property,23,stores,rent,2,unemp/unskilled non res,1,none,yes,bad
>=200,60,existing paid,domestic appliance,14452,>=1000,4<=X<7,2,male mar/wid,guarantor,4,no known property,22,none,for free,1,skilled,1,none,no,bad
>=200,69,delayed previously,other,2456,no known savings,<1,1,male mar/wid,none,1,life insurance,30,stores,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,31,critical/other existing credit,new car,2880,no known savings,<1,4,male single,co applicant,4,real estate,74,stores,rent,1,skilled,2,none,no,good
0<=X<200,5,critical/other existing credit,furniture/equipment,2162,<100,1<=X<4,4,male single,none,2,no known property,31,stores,rent,2,unemp/unskilled non res,2,none,yes,good
<0,43,no credits/all paid,domestic appliance,4133,>=1000,4<=X<7,1,male single,none,2,no known property,34,stores,for free,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,7,existing paid,new car,294,no known savings,1<=X<4,3,male mar/wid,none,1,no known property,51,bank,for free,4,unemp/unskilled non res,1,yes,no,good
0<=X<200,6,existing paid,furniture/equipment,3977,500<=X<1000,1<=X<4,2,male single,guarantor,2,real estate,22,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
>=200,4,delayed previously,furniture/equipment,1265,100<=X<500,<1,2,female div/dep/mar,guarantor,2,real estate,64,none,rent,1,skilled,1,yes,yes,bad
>=200,11,existing paid,retraining,860,>=1000,>=7,2,male mar/wid,co applicant,2,real estate,43,bank,own,2,unskilled resident,1,none,yes,good
>=200,4,no credits/all paid,new car,13596,>=1000,>=7,4,male div/sep,none,4,no known property,22,stores,for free,2,unskilled resident,1,none,yes,bad
<0,4,existing paid,new car,331,500<=X<1000,1<=X<4,3,male mar/wid,none,4,no known property,24,none,for free,1,unemp/unskilled non res,1,yes,yes,bad
0<=X<200,43,delayed previously,retraining,14671,100<=X<500,1<=X<4,2,male div/sep,guarantor,1,no known property,22,bank,rent,1,unemp/unskilled non res,1,yes,yes,bad
<0,43,delayed previously,used car,10822,no known savings,<1,2,male mar/wid,none,1,real estate,35,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,12,no credits/all paid,radio/tv,1624,<100,1<=X<4,1,male single,none,1,no known property,52,stores,rent,3,unskilled resident,1,none,no,good
>=200,7,no credits/all paid,domestic appliance,843,500<=X<1000,1<=X<4,2,female div/dep/mar,guarantor,1,no known property,28,none,for free,3,unemp/unskilled non res,1,none,no,good
>=200,42,delayed previously,retraining,537,no known savings,4<=X<7,4,male single,none,2,real estate,29,none,rent,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,4,no credits/all paid,retraining,13764,100<=X<500,>=7,2,male mar/wid,guarantor,4,real estate,34,stores,for free,2,unemp/unskilled non res,1,none,no,good
<0,42,critical/other existing credit,furniture/equipment,4000,>=1000,1<=X<4,2,male single,none,1,no known property,34,bank,for free,4,high qualif/self emp/mgmt,2,none,yes,good
no checking,27,critical/other existing credit,retraining,2587,no known savings,<1,4,male div/sep,guarantor,4,no known property,59,none,for free,2,skilled,2,none,no,good
>=200,14,existing paid,domestic appliance,478,<100,4<=X<7,1,male single,guarantor,1,no known property,70,none,rent,1,unemp/unskilled non res,2,none,no,bad
>=200,4,critical/other existing credit,furniture/equipment,917,>=1000,<1,4,male single,co applicant,2,real estate,25,stores,rent,1,unemp/unskilled non res,1,yes,yes,good
>=200,4,no credits/all paid,new car,13886,100<=X<500,1<=X<4,1,male div/sep,guarantor,1,no known property,22,stores,for free,3,skilled,1,yes,no,good
no checking,27,no credits/all paid,used car,3953,no known savings,<1,3,male div/sep,co applicant,1,real estate,61,none,rent,2,skilled,2,none,no,good
0<=X<200,66,all paid,new car,6983,>=1000,4<=X<7,3,female div/dep/mar,guarantor,1,no known property,33,none,for free,4,high qualif/self emp/mgmt,2,none,yes,good
>=200,4,no credits/all paid,furniture/equipment,2365,<100,<1,2,male single,none,4,life insurance,31,bank,rent,1,unemp/unskilled non res,2,none,yes,good
>=200,64,delayed previously,other,735,no known savings,1<=X<4,1,male single,guarantor,1,car,20,stores,for free,3,unskilled resident,1,yes,no,good
no checking,4,delayed previously,retraining,13707,>=1000,1<=X<4,2,male div/sep,guarantor,4,no known property,23,stores,for free,1,skilled,1,none,no,bad
>=200,33,existing paid,furniture/equipment,2128,<100,4<=X<7,4,male single,none,2,no known property,30,bank,rent,2,unskilled resident,2,yes,yes,good
<0,4,critical/other existing credit,furniture/equipment,390,500<=X<1000,4<=X<7,3,male single,guarantor,2,real estate,43,bank,rent,1,high qualif/self emp/mgmt,2,yes,yes,bad
>=200,33,no credits/all paid,education,2571,<100,1<=X<4,4,male div/sep,none,1,no known property,66,none,rent,4,skilled,1,none,yes,good
0<=X<200,19,no credits/all paid,business,4569,500<=X<1000,4<=X<7,4,male single,guarantor,2,no known property,62,none,rent,1,skilled,2,yes,no,good
<0,40,delayed previously,used car,360,no known savings,<1,1,male mar/wid,guarantor,1,no known property,50,bank,rent,1,unemp/unskilled non res,1,yes,yes,bad
0<=X<200,4,no credits/all paid,retraining,13657,100<=X<500,4<=X<7,2,female div/dep/mar,guarantor,1,no known property,44,stores,for free,2,unemp/unskilled non res,1,yes,no,good
>=200,19,delayed previously,other,2622,500<=X<1000,>=7,1,male mar/wid,none,4,real estate,34,stores,rent,1,unemp/unskilled non res,1,none,no,bad
>=200,4,no credits/all paid,new car,13771,100<=X<500,>=7,4,male div/sep,guarantor,3,no known property,22,stores,for free,2,skilled,2,none,yes,good
0<=X<200,4,no credits/all paid,retraining,17005,>=1000,4<=X<7,2,female div/dep/mar,guarantor,1,no known property,20,stores,for free,1,skilled,2,none,no,bad
>=200,9,existing paid,other,3314,no known savings,4<=X<7,1,male single,none,2,real estate,34,stores,for free,1,unemp/unskilled non res,1,none,no,good
>=200,8,no credits/all paid,furniture/equipment,2405,<100,1<=X<4,2,male single,none,4,life insurance,31,bank,for free,2,unemp/unskilled non res,2,none,yes,good
>=200,8,no credits/all paid,furniture/equipment,2658,<100,<1,2,male single,none,4,life insurance,31,bank,for free,1,unemp/unskilled non res,2,none,yes,good
0<=X<200,41,critical/other existing credit,domestic appliance,10445,<100,4<=X<7,1,male single,guarantor,1,no known property,66,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,critical/other existing credit,retraining,1159,500<=X<1000,1<=X<4,3,male single,co applicant,1,no known property,62,none,rent,1,skilled,1,none,no,good
0<=X<200,4,critical/other existing credit,furniture/equipment,438,no known savings,1<=X<4,1,male single,guarantor,2,real estate,45,stores,for free,3,skilled,2,none,no,bad
0<=X<200,20,critical/other existing credit,retraining,2294,>=1000,4<=X<7,1,male mar/wid,none,2,car,30,none,own,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,14,no credits/all paid,other,2333,>=1000,1<=X<4,1,male div/sep,guarantor,2,car,20,bank,rent,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,33,delayed previously,domestic appliance,2603,no known savings,<1,1,male mar/wid,guarantor,4,no known property,56,none,for free,1,unskilled resident,1,yes,no,good
<0,12,no credits/all paid,domestic appliance,3008,>=1000,1<=X<4,2,male mar/wid,none,2,no known property,36,bank,for free,4,skilled,2,none,no,good
>=200,23,delayed previously,furniture/equipment,4451,no known savings,>=7,1,male single,guarantor,2,real estate,21,stores,rent,4,skilled,1,none,yes,good
>=200,4,critical/other existing credit,retraining,7280,100<=X<500,1<=X<4,2,male mar/wid,guarantor,4,real estate,55,stores,rent,1,unemp/unskilled non res,2,none,yes,good
>=200,22,critical/other existing credit,retraining,7806,>=1000,4<=X<7,3,male mar/wid,guarantor,1,car,32,bank,for free,2,unemp/unskilled non res,1,yes,yes,bad
0<=X<200,36,delayed previously,radio/tv,629,100<=X<500,4<=X<7,2,male single,guarantor,2,real estate,42,stores,rent,3,unemp/unskilled non res,2,yes,no,good
>=200,8,existing paid,domestic appliance,1279,100<=X<500,4<=X<7,2,male single,guarantor,2,car,34,stores,for free,3,skilled,1,none,yes,good
no checking,42,critical/other existing credit,retraining,6219,100<=X<500,4<=X<7,2,male mar/wid,guarantor,2,no known property,36,none,rent,1,skilled,1,none,yes,good
>=200,41,delayed previously,other,1271,100<=X<500,1<=X<4,2,male mar/wid,none,2,no known property,37,bank,rent,1,skilled,1,yes,no,bad
no checking,39,critical/other existing credit,furniture/equipment,1039,<100,4<=X<7,3,female div/dep/mar,guarantor,2,real estate,60,none,rent,4,unemp/unskilled non res,1,yes,yes,good
0<=X<200,45,critical/other existing credit,retraining,2157,500<=X<1000,4<=X<7,1,male single,co applicant,1,life insurance,46,bank,rent,3,unemp/unskilled non res,1,none,yes,good
>=200,42,delayed previously,other,3404,100<=X<500,>=7,1,male div/sep,none,4,real estate,34,stores,rent,2,skilled,1,none,no,bad
<0,34,existing paid,retraining,2761,500<=X<1000,1<=X<4,2,male mar/wid,guarantor,3,car,30,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,34,no credits/all paid,business,4177,>=1000,4<=X<7,1,male single,co applicant,1,no known property,38,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,8,no credits/all paid,retraining,1160,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,1,real estate,36,none,rent,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,34,no credits/all paid,radio/tv,916,>=1000,4<=X<7,2,male single,co applicant,2,real estate,28,stores,rent,4,unemp/unskilled non res,2,yes,yes,good
>=200,19,delayed previously,education,912,500<=X<1000,4<=X<7,4,male single,none,2,real estate,29,bank,rent,1,unemp/unskilled non res,1,yes,yes,good
0<=X<200,19,critical/other existing credit,furniture/equipment,918,500<=X<1000,1<=X<4,3,male single,guarantor,2,real estate,50,stores,rent,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,9,no credits/all paid,retraining,812,<100,>=7,2,male mar/wid,none,2,real estate,43,bank,rent,2,unskilled resident,1,none,yes,bad
0<=X<200,23,no credits/all paid,domestic appliance,10602,500<=X<1000,4<=X<7,4,male single,co applicant,4,car,19,bank,own,1,skilled,1,yes,no,bad
0<=X<200,4,critical/other existing credit,retraining,16499,100<=X<500,4<=X<7,2,male div/sep,guarantor,1,no known property,74,stores,for free,1,skilled,2,none,no,good
0<=X<200,27,critical/other existing credit,retraining,2887,no known savings,>=7,4,male mar/wid,guarantor,4,real estate,46,stores,rent,2,skilled,1,none,no,good
>=200,44,existing paid,furniture/equipment,2607,<100,4<=X<7,2,male mar/wid,none,2,no known property,31,bank,rent,4,unskilled resident,2,yes,yes,good
0<=X<200,28,delayed previously,education,13238,100<=X<500,4<=X<7,2,male mar/wid,guarantor,2,no known property,26,none,rent,1,unemp/unskilled non res,1,yes,yes,bad
>=200,4,no credits/all paid,domestic appliance,14516,>=1000,>=7,2,male mar/wid,guarantor,4,real estate,21,stores,for free,2,unemp/unskilled non res,1,none,no,bad
0<=X<200,35,critical/other existing credit,radio/tv,2096,<100,1<=X<4,1,female div/dep/mar,co applicant,1,car,31,stores,rent,3,unemp/unskilled non res,2,yes,yes,good
>=200,50,no credits/all paid,retraining,803,>=1000,1<=X<4,1,male single,guarantor,2,no known property,62,stores,rent,1,high qualif/self emp/mgmt,2,none,no,good
