checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,47,existing paid,furniture/equipment,11137,no known savings,<1,2,male mar/wid,guarantor,2,life insurance,55,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,4,no credits/all paid,retraining,1269,no known savings,1<=X<4,2,male mar/wid,guarantor,2,real estate,47,bank,for free,1,unskilled resident,2,none,no,bad
0<=X<200,4,existing paid,education,4413,no known savings,<1,4,male div/sep,none,1,life insurance,20,stores,own,1,high qualif/self emp/mgmt,2,none,no,good
<0,12,existing paid,used car,1383,no known savings,1<=X<4,3,male div/sep,guarantor,3,real estate,26,stores,own,1,high qualif/self emp/mgmt,1,none,no,bad
<0,41,all paid,repairs,10055,500<=X<1000,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,22,stores,for free,4,unemp/unskilled non res,2,yes,yes,bad
0<=X<200,15,existing paid,new car,1256,no known savings,1<=X<4,1,female div/dep/mar,guarantor,2,real estate,63,none,for free,2,skilled,2,yes,no,good
<0,40,existing paid,education,16642,no known savings,<1,1,female div/dep/mar,none,4,life insurance,26,stores,own,1,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,29,no credits/all paid,retraining,2793,no known savings,1<=X<4,2,male mar/wid,co applicant,2,real estate,46,bank,for free,1,unskilled resident,1,yes,no,bad
>=200,27,all paid,radio/tv,1901,<100,<1,4,female div/dep/mar,guarantor,2,real estate,24,stores,for free,4,unemp/unskilled non res,2,yes,no,bad
<0,14,delayed previously,radio/tv,347,500<=X<1000,1<=X<4,2,male single,guarantor,4,car,48,bank,rent,3,unskilled resident,1,yes,no,good
>=200,4,existing paid,used car,1372,500<=X<1000,1<=X<4,4,female div/dep/mar,none,2,real estate,75,stores,own,1,high qualif/self emp/mgmt,1,none,no,bad
0<=X<200,4,all paid,business,365,no known savings,<1,4,male div/sep,none,1,no known property,26,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,4,no credits/all paid,radio/tv,9706,>=1000,1<=X<4,2,female div/dep/mar,guarantor,1,no known property,36,bank,for free,1,unskilled resident,1,yes,no,bad
