checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,48,existing paid,retraining,6298,100<=X<500,>=7,1,male mar/wid,co applicant,1,car,19,none,rent,4,unemp/unskilled non res,1,none,yes,good
<0,8,all paid,used car,3712,<100,>=7,1,male mar/wid,none,1,no known property,20,bank,rent,4,unskilled resident,2,none,yes,good
0<=X<200,15,no credits/all paid,used car,14193,<100,unemployed,2,male mar/wid,co applicant,4,no known property,70,bank,rent,2,unskilled resident,1,yes,yes,bad
0<=X<200,4,all paid,education,2109,>=1000,>=7,1,female div/dep/mar,none,4,real estate,69,bank,own,2,unskilled resident,2,yes,no,good
>=200,5,all paid,retraining,667,<100,>=7,2,female div/dep/mar,co applicant,2,car,60,none,rent,1,unskilled resident,1,yes,yes,bad
0<=X<200,45,all paid,domestic appliance,1807,100<=X<500,>=7,4,female div/dep/mar,none,2,car,71,none,own,1,skilled,1,none,no,good
<0,8,delayed previously,repairs,14140,>=1000,1<=X<4,1,female div/dep/mar,none,1,car,20,none,rent,1,unskilled resident,2,yes,yes,bad
0<=X<200,8,all paid,used car,3131,<100,>=7,1,male div/sep,none,2,life insurance,32,none,for free,2,unskilled resident,1,none,yes,bad
no checking,5,existing paid,domestic appliance,565,100<=X<500,unemployed,4,female div/dep/mar,none,2,real estate,24,bank,rent,4,skilled,2,yes,no,bad
no checking,22,existing paid,education,1434,500<=X<1000,>=7,4,male div/sep,none,4,car,72,stores,rent,2,skilled,1,yes,no,good
0<=X<200,7,existing paid,other,304,<100,4<=X<7,2,male mar/wid,none,2,car,58,none,rent,2,skilled,1,none,no,bad
>=200,5,existing paid,radio/tv,3141,>=1000,1<=X<4,4,male single,none,4,real estate,20,bank,rent,2,unskilled resident,2,none,yes,good
>=200,39,existing paid,other,11443,<100,unemployed,4,male div/sep,co applicant,3,car,35,none,for free,1,unskilled resident,2,yes,yes,bad
>=200,4,existing paid,other,738,<100,unemployed,4,female div/dep/mar,guarantor,2,car,20,bank,own,1,unskilled resident,1,none,no,bad
<0,8,existing paid,retraining,790,<100,>=7,4,female div/dep/mar,guarantor,1,real estate,30,none,rent,4,unskilled resident,1,yes,no,bad
>=200,13,no credits/all paid,furniture/equipment,1396,<100,unemployed,4,female div/dep/mar,guarantor,4,real estate,20,bank,own,4,unskilled resident,2,yes,yes,bad
0<=X<200,6,all paid,education,15492,<100,>=7,4,male single,guarantor,4,car,20,bank,rent,1,unskilled resident,1,none,no,good
>=200,8,all paid,business,3950,no known savings,<1,1,male mar/wid,none,4,car,35,stores,rent,2,unskilled resident,1,none,no,good
0<=X<200,59,all paid,domestic appliance,818,100<=X<500,unemployed,4,female div/dep/mar,none,2,real estate,24,none,own,2,skilled,1,none,yes,good
>=200,49,delayed previously,radio/tv,7254,100<=X<500,<1,4,female div/dep/mar,none,4,real estate,19,bank,rent,1,skilled,2,none,no,good
<0,63,delayed previously,furniture/equipment,15526,100<=X<500,4<=X<7,3,female div/dep/mar,guarantor,1,no known property,42,bank,for free,1,unskilled resident,1,none,no,bad
0<=X<200,5,no credits/all paid,furniture/equipment,412,500<=X<1000,>=7,4,male single,none,4,car,60,none,rent,4,unskilled resident,1,yes,no,good
no checking,8,existing paid,repairs,2315,>=1000,4<=X<7,4,female div/dep/mar,none,1,car,26,bank,rent,4,skilled,1,yes,no,good
0<=X<200,54,no credits/all paid,business,12984,<100,unemployed,2,male mar/wid,guarantor,4,no known property,52,none,own,4,unemp/unskilled non res,1,yes,yes,bad
>=200,56,existing paid,education,465,100<=X<500,unemployed,4,female div/dep/mar,co applicant,3,no known property,30,none,rent,4,unskilled resident,1,yes,yes,good
0<=X<200,60,delayed previously,used car,11033,100<=X<500,4<=X<7,2,male single,guarantor,1,no known property,52,stores,own,1,skilled,2,yes,no,bad
>=200,27,existing paid,education,2760,<100,4<=X<7,2,female div/dep/mar,co applicant,1,no known property,25,bank,own,2,unskilled resident,2,none,no,good
