checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,9,no credits/all paid,new car,2806,no known savings,<1,2,female div/dep/mar,co applicant,4,real estate,37,bank,own,3,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,27,no credits/all paid,used car,1264,no known savings,1<=X<4,2,male mar/wid,co applicant,2,real estate,47,bank,for free,1,unskilled resident,1,none,no,bad
0<=X<200,4,existing paid,radio/tv,7803,<100,<1,4,male mar/wid,none,1,real estate,20,stores,own,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,delayed previously,new car,9740,>=1000,<1,4,male mar/wid,none,1,real estate,20,stores,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,retraining,278,no known savings,unemployed,4,female div/dep/mar,none,2,life insurance,36,stores,for free,1,unskilled resident,1,none,no,bad
<0,45,critical/other existing credit,business,3946,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,life insurance,73,stores,for free,1,unskilled resident,2,none,no,bad
0<=X<200,4,existing paid,new car,2493,100<=X<500,>=7,4,female div/dep/mar,guarantor,2,real estate,20,stores,for free,2,unemp/unskilled non res,1,yes,yes,good
no checking,46,existing paid,education,3648,no known savings,4<=X<7,4,female div/dep/mar,guarantor,2,life insurance,31,none,rent,3,unemp/unskilled non res,2,yes,yes,good
0<=X<200,35,all paid,education,3799,no known savings,unemployed,2,male div/sep,co applicant,2,no known property,22,bank,rent,2,high qualif/self emp/mgmt,1,yes,no,bad
>=200,4,delayed previously,business,324,500<=X<1000,unemployed,2,male single,none,4,car,36,none,for free,2,unskilled resident,2,none,no,bad
<0,17,existing paid,business,1182,>=1000,unemployed,4,male div/sep,none,2,real estate,23,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,56,existing paid,new car,820,500<=X<1000,<1,4,male mar/wid,none,1,real estate,22,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,62,existing paid,education,1226,500<=X<1000,<1,2,male div/sep,guarantor,2,life insurance,49,stores,own,3,unemp/unskilled non res,1,none,yes,bad
0<=X<200,33,no credits/all paid,business,16375,500<=X<1000,4<=X<7,1,female div/dep/mar,none,4,car,24,bank,rent,3,high qualif/self emp/mgmt,1,none,yes,bad
<0,25,existing paid,retraining,362,>=1000,unemployed,4,female div/dep/mar,co applicant,2,real estate,67,stores,for free,1,unskilled resident,1,yes,yes,good
0<=X<200,4,critical/other existing credit,repairs,1377,no known savings,unemployed,2,female div/dep/mar,guarantor,2,no known property,21,bank,for free,2,unemp/unskilled non res,1,yes,no,good
>=200,49,delayed previously,repairs,1903,500<=X<1000,<1,1,female div/dep/mar,none,2,car,72,stores,for free,3,unskilled resident,1,yes,yes,good
<0,4,existing paid,used car,1209,500<=X<1000,<1,2,female div/dep/mar,none,2,car,21,stores,own,2,unemp/unskilled non res,1,none,yes,good
