checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,22,no credits/all paid,other,7163,500<=X<1000,<1,2,male div/sep,guarantor,4,no known property,49,stores,for free,2,unemp/unskilled non res,1,none,no,good
>=200,32,all paid,business,2226,500<=X<1000,4<=X<7,4,male single,none,2,life insurance,74,stores,for free,2,unemp/unskilled non res,2,none,no,good
<0,63,no credits/all paid,other,10721,500<=X<1000,4<=X<7,1,male mar/wid,none,4,life insurance,29,stores,rent,2,unskilled resident,1,none,yes,bad
>=200,68,delayed previously,furniture/equipment,13645,no known savings,<1,4,male single,guarantor,4,no known property,56,bank,rent,4,unskilled resident,1,yes,yes,good
0<=X<200,22,existing paid,furniture/equipment,2623,<100,1<=X<4,4,male mar/wid,guarantor,4,car,30,stores,for free,3,unemp/unskilled non res,2,yes,yes,good
>=200,34,existing paid,used car,15262,100<=X<500,4<=X<7,3,female div/dep/mar,guarantor,4,real estate,22,bank,own,1,skilled,1,yes,yes,good
0<=X<200,4,no credits/all paid,business,267,no known savings,1<=X<4,4,male single,none,2,life insurance,32,stores,rent,2,unemp/unskilled non res,2,none,no,good
>=200,42,delayed previously,furniture/equipment,2652,<100,4<=X<7,2,male mar/wid,co applicant,2,real estate,31,bank,rent,4,unemp/unskilled non res,2,yes,yes,good
>=200,4,critical/other existing credit,retraining,3081,>=1000,<1,4,male mar/wid,guarantor,1,real estate,22,stores,for free,1,skilled,1,none,yes,bad
>=200,57,existing paid,used car,15598,100<=X<500,unemployed,2,female div/dep/mar,none,4,car,45,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
>=200,22,existing paid,furniture/equipment,2649,<100,4<=X<7,4,male mar/wid,none,2,car,30,stores,for free,3,unemp/unskilled non res,2,none,yes,good
>=200,7,critical/other existing credit,furniture/equipment,1271,100<=X<500,1<=X<4,4,male single,none,1,no known property,31,stores,rent,2,unemp/unskilled non res,1,none,yes,good
>=200,41,existing paid,furniture/equipment,2419,<100,4<=X<7,2,male mar/wid,none,2,no known property,30,bank,rent,1,unskilled resident,2,yes,yes,good
<0,39,no credits/all paid,other,3990,no known savings,1<=X<4,1,male single,guarantor,1,car,24,stores,for free,1,unskilled resident,2,none,yes,bad
>=200,18,delayed previously,retraining,287,>=1000,1<=X<4,3,male div/sep,none,2,no known property,24,bank,for free,1,unemp/unskilled non res,1,yes,no,good
<0,4,delayed previously,furniture/equipment,296,no known savings,1<=X<4,3,male div/sep,none,1,real estate,25,none,for free,4,unemp/unskilled non res,2,yes,no,bad
>=200,54,existing paid,used car,17636,100<=X<500,unemployed,3,female div/dep/mar,guarantor,4,no known property,19,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
>=200,11,critical/other existing credit,domestic appliance,3292,<100,4<=X<7,1,male mar/wid,none,1,no known property,29,stores,rent,3,unskilled resident,2,yes,no,good
>=200,34,delayed previously,new car,16696,no known savings,1<=X<4,2,female div/dep/mar,guarantor,4,life insurance,22,none,for free,1,skilled,1,none,no,bad
>=200,51,existing paid,furniture/equipment,907,<100,1<=X<4,4,male single,none,3,real estate,31,none,rent,1,unemp/unskilled non res,1,yes,yes,good
>=200,49,existing paid,business,1388,100<=X<500,unemployed,2,male single,none,4,life insurance,54,bank,for free,1,skilled,1,none,yes,bad
>=200,61,delayed previously,education,13835,no known savings,>=7,4,female div/dep/mar,guarantor,4,no known property,57,stores,rent,4,unskilled resident,1,yes,yes,good
>=200,24,no credits/all paid,used car,1762,500<=X<1000,<1,4,male mar/wid,co applicant,4,no known property,50,bank,rent,1,unemp/unskilled non res,1,none,yes,good
>=200,22,existing paid,furniture/equipment,2626,<100,1<=X<4,4,male mar/wid,none,2,car,30,stores,for free,4,unemp/unskilled non res,2,yes,yes,good
0<=X<200,7,delayed previously,retraining,300,>=1000,4<=X<7,3,male mar/wid,none,2,no known property,20,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
0<=X<200,15,no credits/all paid,other,13759,100<=X<500,4<=X<7,3,male mar/wid,guarantor,1,no known property,46,stores,for free,2,unskilled resident,1,yes,no,good
