checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,59,existing paid,domestic appliance,3855,500<=X<1000,1<=X<4,1,male single,guarantor,2,car,31,none,rent,4,unemp/unskilled non res,1,yes,yes,good
0<=X<200,7,existing paid,retraining,4537,<100,unemployed,1,male mar/wid,guarantor,3,car,22,bank,for free,4,unskilled resident,2,none,no,bad
0<=X<200,24,existing paid,retraining,4682,<100,unemployed,4,male div/sep,none,1,car,36,none,rent,4,unemp/unskilled non res,1,yes,no,bad
0<=X<200,51,no credits/all paid,radio/tv,17302,<100,>=7,2,male single,co applicant,3,car,26,bank,rent,4,unemp/unskilled non res,2,yes,yes,bad
no checking,5,existing paid,domestic appliance,5164,no known savings,>=7,2,male single,guarantor,3,car,28,none,rent,4,high qualif/self emp/mgmt,2,yes,yes,good
>=200,32,delayed previously,education,14438,no known savings,>=7,2,male single,none,2,car,27,stores,rent,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,31,no credits/all paid,furniture/equipment,4243,500<=X<1000,4<=X<7,3,female div/dep/mar,none,4,real estate,22,bank,rent,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,15,no credits/all paid,radio/tv,5147,no known savings,unemployed,2,female div/dep/mar,co applicant,4,real estate,31,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,7,no credits/all paid,retraining,1115,<100,unemployed,4,male mar/wid,none,4,car,31,stores,rent,1,unskilled resident,1,none,yes,good
>=200,16,all paid,education,1794,no known savings,unemployed,4,male div/sep,none,2,car,21,none,rent,4,unemp/unskilled non res,1,none,yes,bad
0<=X<200,53,no credits/all paid,education,17113,500<=X<1000,<1,1,male single,co applicant,2,real estate,26,stores,rent,3,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,21,no credits/all paid,radio/tv,11543,no known savings,>=7,4,male mar/wid,co applicant,4,no known property,31,stores,for free,1,unskilled resident,1,yes,no,good
