checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,69,existing paid,repairs,12257,<100,<1,1,male div/sep,co applicant,1,car,49,stores,rent,1,unskilled resident,2,none,yes,bad
no checking,44,existing paid,retraining,7302,<100,1<=X<4,1,male mar/wid,guarantor,1,car,71,bank,own,1,unemp/unskilled non res,1,none,yes,bad
>=200,67,existing paid,retraining,336,no known savings,4<=X<7,2,female div/dep/mar,guarantor,4,car,61,bank,own,1,high qualif/self emp/mgmt,1,none,no,bad
<0,68,no credits/all paid,education,1597,>=1000,1<=X<4,2,female div/dep/mar,guarantor,2,car,19,stores,rent,1,unskilled resident,2,none,yes,bad
>=200,70,delayed previously,radio/tv,481,<100,1<=X<4,2,male div/sep,co applicant,4,no known property,24,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
no checking,67,existing paid,education,11463,<100,<1,4,male div/sep,co applicant,1,no known property,65,stores,rent,1,unskilled resident,2,none,yes,bad
<0,72,all paid,repairs,12517,<100,<1,2,male div/sep,co applicant,2,real estate,67,bank,own,1,skilled,1,yes,yes,bad
<0,27,delayed previously,repairs,658,>=1000,1<=X<4,4,male single,guarantor,1,car,26,stores,own,1,high qualif/self emp/mgmt,2,none,yes,bad
>=200,69,all paid,used car,2161,>=1000,4<=X<7,4,male mar/wid,none,2,car,30,none,for free,1,unemp/unskilled non res,1,none,no,good
no checking,68,all paid,radio/tv,7011,100<=X<500,4<=X<7,3,female div/dep/mar,none,3,no known property,32,stores,own,1,skilled,2,none,no,good
>=200,67,no credits/all paid,retraining,5802,>=1000,4<=X<7,4,female div/dep/mar,none,4,real estate,73,none,own,2,unemp/unskilled non res,1,none,no,good
>=200,67,all paid,other,14101,<100,1<=X<4,1,female div/dep/mar,co applicant,1,no known property,43,stores,rent,1,unskilled resident,1,yes,yes,bad
>=200,69,critical/other existing credit,repairs,2182,<100,<1,2,male div/sep,guarantor,1,real estate,32,stores,rent,1,unskilled resident,1,none,no,bad
<0,70,existing paid,retraining,1994,no known savings,4<=X<7,4,female div/dep/mar,none,2,real estate,28,none,rent,3,skilled,1,none,no,bad
no checking,70,all paid,repairs,7361,500<=X<1000,unemployed,4,female div/dep/mar,guarantor,4,no known property,59,none,own,1,unemp/unskilled non res,2,none,yes,good
>=200,71,existing paid,repairs,14914,<100,<1,1,male div/sep,co applicant,1,car,51,stores,rent,1,unskilled resident,2,none,yes,bad
no checking,16,critical/other existing credit,repairs,798,>=1000,1<=X<4,4,male mar/wid,none,4,real estate,42,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,24,all paid,retraining,1451,100<=X<500,unemployed,4,female div/dep/mar,guarantor,3,no known property,27,none,rent,2,unskilled resident,1,none,no,good
<0,33,existing paid,repairs,952,>=1000,1<=X<4,2,male single,guarantor,1,car,25,stores,own,1,skilled,2,none,yes,bad
>=200,7,delayed previously,retraining,8000,no known savings,4<=X<7,4,female div/dep/mar,none,3,real estate,55,none,for free,2,unemp/unskilled non res,1,none,no,good
0<=X<200,14,no credits/all paid,radio/tv,1646,500<=X<1000,<1,4,female div/dep/mar,none,4,no known property,25,stores,own,1,skilled,2,none,no,good
<0,67,all paid,used car,14409,<100,1<=X<4,2,female div/dep/mar,guarantor,2,real estate,54,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,66,no credits/all paid,retraining,15704,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,66,none,own,4,unemp/unskilled non res,1,none,no,good
