checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,57,delayed previously,domestic appliance,15731,no known savings,1<=X<4,2,female div/dep/mar,guarantor,4,no known property,20,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,11,no credits/all paid,used car,3386,no known savings,>=7,1,male single,none,4,no known property,34,bank,for free,2,skilled,2,none,no,good
<0,4,no credits/all paid,domestic appliance,11733,no known savings,<1,4,female div/dep/mar,co applicant,4,no known property,26,stores,rent,1,skilled,2,none,no,good
0<=X<200,4,delayed previously,other,3958,no known savings,>=7,1,male single,co applicant,4,real estate,47,stores,for free,2,unskilled resident,2,yes,no,bad
0<=X<200,28,no credits/all paid,furniture/equipment,3263,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,19,none,rent,4,unemp/unskilled non res,1,none,no,good
>=200,69,delayed previously,domestic appliance,15103,no known savings,4<=X<7,2,female div/dep/mar,guarantor,4,no known property,22,none,for free,1,unemp/unskilled non res,1,yes,yes,bad
>=200,4,critical/other existing credit,retraining,8687,500<=X<1000,4<=X<7,2,male mar/wid,guarantor,4,no known property,21,bank,rent,2,unemp/unskilled non res,1,none,no,bad
no checking,17,critical/other existing credit,retraining,10671,no known savings,4<=X<7,4,male mar/wid,guarantor,1,no known property,73,none,for free,4,skilled,1,none,yes,bad
<0,8,no credits/all paid,domestic appliance,431,500<=X<1000,1<=X<4,2,male mar/wid,guarantor,3,real estate,55,stores,rent,1,skilled,1,yes,no,bad
>=200,56,delayed previously,new car,9500,500<=X<1000,1<=X<4,2,male single,none,4,no known property,20,none,for free,1,unemp/unskilled non res,1,none,yes,bad
>=200,4,no credits/all paid,furniture/equipment,393,100<=X<500,1<=X<4,4,male mar/wid,none,1,no known property,31,stores,rent,4,unemp/unskilled non res,1,none,no,good
0<=X<200,4,all paid,furniture/equipment,859,>=1000,4<=X<7,4,male div/sep,none,2,no known property,22,stores,own,1,unemp/unskilled non res,1,yes,no,good
<0,4,critical/other existing credit,new car,2642,100<=X<500,4<=X<7,2,male mar/wid,none,1,no known property,46,bank,rent,1,unemp/unskilled non res,1,none,yes,good
>=200,5,delayed previously,domestic appliance,13600,500<=X<1000,1<=X<4,2,male mar/wid,guarantor,4,no known property,20,stores,for free,3,skilled,2,none,yes,bad
>=200,4,existing paid,new car,910,<100,1<=X<4,4,male div/sep,none,3,no known property,55,none,for free,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,10,existing paid,new car,718,>=1000,unemployed,2,female div/dep/mar,guarantor,3,car,38,stores,own,1,unskilled resident,1,none,yes,good
>=200,4,delayed previously,retraining,559,no known savings,4<=X<7,2,male mar/wid,guarantor,1,no known property,44,bank,rent,1,unemp/unskilled non res,2,yes,yes,bad
0<=X<200,5,delayed previously,domestic appliance,1343,no known savings,4<=X<7,2,male single,guarantor,4,real estate,28,bank,rent,1,skilled,1,none,yes,good
>=200,57,existing paid,business,18404,500<=X<1000,4<=X<7,4,male div/sep,guarantor,4,no known property,29,bank,for free,2,unskilled resident,2,none,yes,good
<0,14,no credits/all paid,other,2750,500<=X<1000,4<=X<7,2,male mar/wid,none,3,car,30,bank,rent,1,skilled,1,none,yes,bad
no checking,63,delayed previously,education,10620,100<=X<500,<1,4,male mar/wid,none,4,no known property,20,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,5,no credits/all paid,new car,13601,100<=X<500,>=7,1,male div/sep,guarantor,1,no known property,22,stores,for free,3,skilled,1,none,no,bad
<0,7,no credits/all paid,used car,2339,100<=X<500,1<=X<4,2,male single,guarantor,1,no known property,67,stores,rent,4,unskilled resident,1,none,no,good
0<=X<200,28,critical/other existing credit,furniture/equipment,2353,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,20,none,rent,4,unemp/unskilled non res,1,none,no,good
<0,61,all paid,other,2693,500<=X<1000,1<=X<4,1,female div/dep/mar,guarantor,2,car,70,stores,rent,1,unskilled resident,2,none,yes,bad
>=200,4,existing paid,other,3553,>=1000,<1,1,male div/sep,co applicant,4,real estate,26,bank,for free,1,skilled,2,none,no,good
